window,is_start,is_end,oos_start,oos_end,params,is_num_trades,is_win_rate,is_pf,is_sharpe,oos_num_trades,oos_win_rate,oos_pf,oos_sharpe
1,2017-01-01,2018-01-01,2018-01-01,2018-04-01,"{""regime_lookback"": 100, ""regime_threshold"": 0.9, ""trail_mult"": 5.0}",86,0.314,1.1171,0.9152,13,0.6154,2.0321,2.1205
2,2017-04-01,2018-04-01,2018-04-01,2018-07-01,"{""regime_lookback"": 400, ""regime_threshold"": 0.9, ""trail_mult"": 5.0}",78,0.2949,0.96,0.2106,13,0.3077,0.7258,-0.8575
3,2017-07-01,2018-07-01,2018-07-01,2018-10-01,"{""regime_lookback"": 400, ""regime_threshold"": 0.9, ""trail_mult"": 5.0}",74,0.2973,0.7922,-0.2694,14,0.3571,1.9242,1.9067
4,2017-10-01,2018-10-01,2018-10-01,2019-01-01,"{""regime_lookback"": 400, ""regime_threshold"": 0.9, ""trail_mult"": 5.0}",68,0.3676,1.196,0.7017,13,0.3846,2.1366,2.0945
5,2018-01-01,2019-01-01,2019-01-01,2019-04-01,"{""regime_lookback"": 400, ""regime_threshold"": 0.9, ""trail_mult"": 5.0}",58,0.4483,2.1487,2.3439,8,0.25,0.8276,-0.2281
6,2018-04-01,2019-04-01,2019-04-01,2019-07-01,"{""regime_lookback"": 100, ""regime_threshold"": 1.0, ""trail_mult"": 3.0}",67,0.4627,1.5567,1.4591,18,0.3333,1.0473,0.3207
7,2018-07-01,2019-07-01,2019-07-01,2019-10-01,"{""regime_lookback"": 400, ""regime_threshold"": 1.2, ""trail_mult"": 5.0}",36,0.4167,1.7875,1.4452,9,0.2222,1.0089,0.1584
8,2018-10-01,2019-10-01,2019-10-01,2020-01-01,"{""regime_lookback"": 200, ""regime_threshold"": 1.0, ""trail_mult"": 5.0}",60,0.35,1.4001,1.1584,13,0.1538,0.8025,-0.422
