window,is_start,is_end,oos_start,oos_end,params,is_num_trades,is_win_rate,is_pf,is_sharpe,oos_num_trades,oos_win_rate,oos_pf,oos_sharpe
1,2017-01-01,2018-01-01,2018-01-01,2018-04-01,"{""entry_lookback"": 20, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",126,0.3571,1.6268,1.7749,19,0.4211,2.7908,3.2823
2,2017-04-01,2018-04-01,2018-04-01,2018-07-01,"{""entry_lookback"": 20, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",119,0.3697,1.7826,2.3508,28,0.25,0.8172,-0.7681
3,2017-07-01,2018-07-01,2018-07-01,2018-10-01,"{""entry_lookback"": 30, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",107,0.3738,1.4324,1.5841,19,0.2105,0.3556,-4.0062
4,2017-10-01,2018-10-01,2018-10-01,2019-01-01,"{""entry_lookback"": 20, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",119,0.3361,1.3182,1.3193,20,0.2,0.8173,-0.3813
5,2018-01-01,2019-01-01,2019-01-01,2019-04-01,"{""entry_lookback"": 30, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",94,0.266,1.2809,1.0366,13,0.1538,0.7693,-0.4976
6,2018-04-01,2019-04-01,2019-04-01,2019-07-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",78,0.2308,1.0192,0.213,26,0.1923,0.8852,-0.2583
7,2018-07-01,2019-07-01,2019-07-01,2019-10-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 3, ""trail_mult"": 5.0}",86,0.2209,0.967,0.0741,18,0.2222,1.5484,1.4125
8,2018-10-01,2019-10-01,2019-10-01,2020-01-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 3.0}",103,0.301,0.9775,0.0943,18,0.4444,1.3631,1.1169
