pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,sig_type,category,tp_display,sl_display,session,has_lowvol,has_breakeven,has_trailing,max_bars,avg_hold_min,pnl_tokyo,trades_tokyo,pnl_london,trades_london,pnl_newyork,trades_newyork
0.7167,48.08,10.98,0.01,-10.19,101.2,1094,9,9,-0.0093,0.7739,momentum_14eb2ab9,USDJPY,M1,momentum,trend_follow,10p,10p,newyork,True,True,False,15,1.7,0.0,0,-4.44,374,-5.75,720
0.6169,51.72,4.15,0.0,-4.14,94.7,348,6,6,-0.0119,0.5758,donchian_break_9452ff3b,USDJPY,M1,donchian_break,breakout,5p,15p,newyork,False,True,False,15,1.6,0.0,0,-1.61,116,-2.54,232
0.6479,43.53,2.73,0.0,-2.55,63.5,278,12,7,-0.0092,0.8407,consecutive_reversal_fbc95605,USDJPY,M1,consecutive_reversal,mean_reversion,5p,5p,london,True,True,True,60,1.1,-0.6,53,-1.95,225,0.0,0
0.9212,51.39,1.17,0.0,-0.52,74.8,288,5,6,-0.0018,0.8714,bb_bounce_9a45141f,USDJPY,M1,bb_bounce,mean_reversion,5p,10p,london,False,True,True,0,1.2,0.18,68,-0.7,220,0.0,0
0.686,48.24,2.22,0.0,-2.22,74.8,255,6,6,-0.0087,0.7362,donchian_break_583619f4,USDJPY,M1,donchian_break,breakout,5p,10p,newyork,True,False,True,15,1.2,0.0,0,-0.68,79,-1.54,176
0.5419,50.12,11.98,0.01,-11.71,96.4,802,8,8,-0.0146,0.5392,momentum_94c5f56c,USDJPY,M1,momentum,trend_follow,5p,15p,newyork,True,False,True,15,1.6,0.0,0,-4.32,265,-7.38,537
0.4881,20.0,1.21,0.0,-1.21,303.4,35,12,3,-0.0345,1.9525,hilo_break_6b37932e,USDJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.0,london,True,False,False,15,5.1,-0.62,6,-0.59,29,0.0,0
0.9776,55.0,3.04,0.0,-0.83,362.2,780,6,10,-0.0011,0.7999,bb_bounce_85b5e846,USDJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,newyork,True,True,False,0,6.0,0.0,0,-0.39,266,-0.45,514
0.6692,43.94,11.56,0.01,-11.17,62.3,1336,9,9,-0.0084,0.8539,momentum_3e6f33fe,USDJPY,M1,momentum,trend_follow,5p,5p,newyork,False,True,False,0,1.0,0.0,0,-3.13,443,-8.03,893
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_59710d81,USDJPY,M1,atr_break,breakout,20p,7p,newyork,False,True,False,30,0.0,0.0,0,0.0,0,0.0,0
0.7991,37.33,2.77,0.0,-2.75,691.6,150,6,4,-0.0184,1.3414,donchian_break_aa78ac59,USDJPY,M1,donchian_break,breakout,ATR×2.0,ATR×1.5,london,True,False,False,60,11.5,-1.64,30,-1.12,120,0.0,0
0.7476,40.89,17.52,0.02,-16.72,93.3,2233,16,7,-0.0075,1.0808,momentum_374e51bd,USDJPY,M1,momentum,trend_follow,15p,7p,newyork,False,False,True,30,1.6,0.0,0,-7.58,758,-9.14,1475
0.7182,46.4,18.05,0.02,-17.49,68.9,2392,12,10,-0.0073,0.8295,wick_reversal_f8fd7397,USDJPY,M1,wick_reversal,mean_reversion,7p,7p,london,True,True,True,30,1.1,-5.38,547,-12.11,1845,0.0,0
0.6852,45.16,3.52,0.0,-3.52,258.4,186,8,7,-0.0189,0.832,hilo_break_87aaa6e6,USDJPY,M1,hilo_break,breakout,15p,15p,newyork,True,False,False,0,4.3,0.0,0,-1.14,66,-2.38,120
0.4915,32.84,1.24,0.0,-1.23,101.2,67,10,3,-0.0183,1.0053,hilo_break_18bd290e,USDJPY,M1,hilo_break,breakout,20p,7p,london,False,True,True,15,1.7,-0.15,12,-1.07,55,0.0,0
0.7047,46.14,3.5,0.0,-3.24,71.3,414,8,7,-0.0078,0.8228,hilo_break_7b9ecbba,USDJPY,M1,hilo_break,breakout,7p,7p,london,False,False,False,30,1.2,-0.97,87,-2.27,327,0.0,0
0.6488,35.62,0.83,0.0,-0.71,103.6,73,7,4,-0.0098,1.1728,atr_break_0c93eb91,USDJPY,M1,atr_break,breakout,20p,7p,newyork,False,False,True,60,1.7,0.0,0,0.1,21,-0.81,52
0.8255,51.18,2.34,0.0,-1.91,106.8,340,7,6,-0.0056,0.7876,bb_bounce_f6c18e9f,USDJPY,M1,bb_bounce,mean_reversion,10p,10p,london,True,False,True,15,1.8,-0.75,72,-1.16,268,0.0,0
0.7609,46.9,4.27,0.0,-3.96,99.1,548,7,6,-0.0072,0.8616,consecutive_reversal_348ac3fe,USDJPY,M1,consecutive_reversal,mean_reversion,10p,10p,newyork,True,True,True,30,1.7,0.0,0,-2.6,203,-1.36,345
0.6885,23.17,12.02,0.01,-11.93,402.5,574,17,5,-0.0208,2.2829,momentum_bc2fdece,USDJPY,M1,momentum,trend_follow,ATR×2.0,ATR×1.0,newyork,True,False,False,0,6.7,0.0,0,-5.98,194,-5.95,380
0.7509,53.04,17.7,0.02,-17.49,91.3,2632,9,9,-0.0066,0.6648,rsi_reversal_07abdf76,USDJPY,M1,rsi_reversal,mean_reversion,5p,15p,london,False,False,True,0,1.5,-3.05,576,-14.44,2056,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_09dc520d,USDJPY,M1,atr_break,breakout,ATR×2.0,ATR×1.5,newyork,True,False,True,30,0.0,0.0,0,0.0,0,0.0,0
0.5004,46.77,1.34,0.0,-1.14,102.6,62,5,4,-0.0184,0.5695,hilo_break_de8ce1e8,USDJPY,M1,hilo_break,breakout,7p,15p,newyork,False,True,True,30,1.7,0.0,0,-0.96,20,-0.18,42
0.8218,41.05,13.63,0.01,-10.82,335.1,1184,12,8,-0.0091,1.1803,wick_reversal_bfe6a5b6,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.5,newyork,True,False,True,60,5.6,0.0,0,-4.95,398,-5.86,786
0.9491,54.81,3.79,0.0,-0.96,205.7,509,9,10,-0.0019,0.7824,consecutive_reversal_11e4c9d4,USDJPY,M1,consecutive_reversal,mean_reversion,ATR×2.0,ATR×1.5,newyork,True,False,True,60,3.4,0.0,0,-1.7,172,0.74,337
0.9146,49.87,2.29,0.0,-1.34,203.2,385,9,8,-0.0035,0.9193,bb_bounce_544a855c,USDJPY,M1,bb_bounce,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,True,False,30,3.4,0.0,0,0.06,132,-1.4,253
0.8205,46.06,23.42,0.02,-22.16,214.2,2638,18,10,-0.0084,0.961,wick_reversal_45a9dde1,USDJPY,M1,wick_reversal,mean_reversion,15p,15p,newyork,False,False,True,15,3.6,0.0,0,-10.32,890,-11.84,1748
0.5896,42.59,3.66,0.0,-3.66,62.2,324,8,6,-0.0113,0.7946,hilo_break_cd04a77b,USDJPY,M1,hilo_break,breakout,5p,5p,newyork,True,True,True,0,1.0,0.0,0,-0.8,102,-2.86,222
0.6593,50.0,2.36,0.0,-2.02,88.0,210,5,7,-0.0096,0.6593,donchian_break_6294def8,USDJPY,M1,donchian_break,breakout,5p,15p,london,True,False,True,0,1.5,-0.15,49,-1.87,161,0.0,0
0.7224,45.71,17.82,0.02,-17.35,69.6,2391,13,8,-0.0073,0.8579,wick_reversal_20d923be,USDJPY,M1,wick_reversal,mean_reversion,7p,7p,newyork,True,False,True,60,1.2,0.0,0,-5.46,794,-11.9,1597
0.8355,54.81,4.95,0.0,-4.02,106.5,883,7,9,-0.0045,0.6888,bb_bounce_7f421667,USDJPY,M1,bb_bounce,mean_reversion,7p,15p,london,False,True,True,30,1.8,-0.4,199,-3.62,684,0.0,0
0.7752,44.36,15.67,0.02,-15.59,178.2,1684,10,6,-0.0093,0.9724,wick_reversal_75cb866d,USDJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,london,True,True,True,15,3.0,-4.45,386,-11.15,1298,0.0,0
0.7431,45.7,17.0,0.02,-16.9,150.2,1744,11,8,-0.0097,0.883,wick_reversal_8a9879f0,USDJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,london,True,True,True,0,2.5,-4.06,386,-12.84,1358,0.0,0
0.6952,35.51,12.11,0.01,-11.67,91.9,1301,11,8,-0.009,1.2625,momentum_0c399adc,USDJPY,M1,momentum,trend_follow,15p,5p,london,False,False,True,15,1.5,-1.38,274,-10.29,1027,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_fc3e99c1,USDJPY,M1,atr_break,breakout,ATR×1.5,ATR×1.0,newyork,True,False,False,0,0.0,0.0,0,0.0,0,0.0,0
0.727,45.08,1.84,0.0,-1.7,63.4,244,7,7,-0.007,0.8856,donchian_break_202ccf14,USDJPY,M1,donchian_break,breakout,5p,5p,london,True,True,False,0,1.1,-0.57,54,-1.13,190,0.0,0
0.9605,47.67,4.81,0.0,-2.3,208.6,1483,10,16,-0.0016,1.0543,wick_reversal_73524a68,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,True,False,15,3.5,0.0,0,-1.71,503,-0.59,980
0.8567,54.95,15.73,0.02,-15.72,225.7,2777,10,13,-0.0057,0.7023,wick_reversal_4653c98b,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.5,newyork,False,False,True,60,3.8,0.0,0,-8.24,936,-7.48,1841
0.8406,50.87,12.22,0.01,-11.78,184.7,1779,10,10,-0.0066,0.8118,wick_reversal_08d8cfad,USDJPY,M1,wick_reversal,mean_reversion,15p,15p,newyork,True,True,True,15,3.1,0.0,0,-8.09,598,-3.69,1181
0.7283,32.17,1.79,0.0,-1.79,301.0,115,11,3,-0.0155,1.5353,bb_bounce_fb1be8d0,USDJPY,M1,bb_bounce,mean_reversion,ATR×1.5,ATR×1.0,london,True,False,False,0,5.0,0.24,26,-2.03,89,0.0,0
0.7641,39.32,3.21,0.0,-3.02,82.7,473,10,7,-0.0064,1.1789,bb_bounce_5ff3af50,USDJPY,M1,bb_bounce,mean_reversion,15p,5p,london,True,True,False,30,1.4,-0.29,95,-2.73,378,0.0,0
0.8046,49.7,2.57,0.0,-2.39,148.0,330,7,8,-0.0073,0.8144,bb_bounce_1e29b53a,USDJPY,M1,bb_bounce,mean_reversion,15p,15p,london,True,True,True,15,2.5,-0.47,73,-1.92,257,0.0,0
0.6721,51.13,21.08,0.02,-21.08,92.1,2255,9,9,-0.0093,0.6424,wick_reversal_0391bb67,USDJPY,M1,wick_reversal,mean_reversion,5p,15p,london,True,True,True,30,1.5,-5.74,509,-15.34,1746,0.0,0
0.5647,47.26,2.69,0.0,-2.18,104.8,146,7,4,-0.0149,0.6302,wick_reversal_ef517f27,USDJPY,M1,wick_reversal,mean_reversion,7p,15p,london,False,False,True,30,1.7,-0.69,39,-1.48,107,0.0,0
0.6892,45.25,7.55,0.01,-7.45,69.7,864,11,7,-0.0086,0.8337,momentum_418e123b,USDJPY,M1,momentum,trend_follow,7p,7p,london,True,True,False,15,1.2,-0.24,176,-7.21,688,0.0,0
1.0326,46.41,2.02,0.0,0.5,191.8,390,12,7,0.0013,1.1923,bb_bounce_739e9d1f,USDJPY,M1,bb_bounce,mean_reversion,ATR×2.0,ATR×1.0,london,True,True,True,60,3.2,1.04,88,-0.54,302,0.0,0
1.9567,56.76,0.29,0.0,0.75,141.1,37,3,6,0.0203,1.4909,atr_break_6903a013,USDJPY,M1,atr_break,breakout,ATR×2.0,ATR×1.0,london,True,True,True,15,2.4,0.32,8,0.43,29,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_bd398c6a,USDJPY,M1,atr_break,breakout,5p,5p,newyork,True,True,True,0,0.0,0.0,0,0.0,0,0.0,0
0.6503,42.86,12.72,0.01,-12.11,62.2,1372,13,12,-0.0088,0.867,momentum_93cd0d44,USDJPY,M1,momentum,trend_follow,5p,5p,london,False,True,False,30,1.0,-2.64,293,-9.47,1079,0.0,0
1.2599,59.46,0.29,0.0,0.17,84.3,37,3,5,0.0046,0.859,atr_break_6b3ae993,USDJPY,M1,atr_break,breakout,5p,15p,london,True,True,True,15,1.4,0.06,8,0.11,29,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_4659fe37,USDJPY,M1,atr_break,breakout,7p,7p,newyork,True,False,True,60,0.0,0.0,0,0.0,0,0.0,0
0.8459,46.27,0.47,0.0,-0.22,67.2,67,7,3,-0.0033,0.9824,atr_break_18d2a8c4,USDJPY,M1,atr_break,breakout,5p,10p,london,False,True,True,15,1.1,-0.13,13,-0.1,54,0.0,0
0.1584,28.21,1.18,0.0,-1.13,60.0,39,9,3,-0.029,0.4031,hilo_break_d8175b66,USDJPY,M1,hilo_break,breakout,5p,5p,newyork,True,True,False,60,1.0,0.0,0,-0.5,10,-0.63,29
0.8525,36.5,9.81,0.01,-8.96,298.1,1085,14,6,-0.0083,1.4832,rsi_reversal_05b14716,USDJPY,M1,rsi_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,True,False,False,60,5.0,0.0,0,-2.84,366,-6.12,719
0.7414,54.61,4.06,0.0,-3.77,297.0,282,7,11,-0.0134,0.6162,hilo_break_c5647820,USDJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.5,newyork,True,True,False,60,5.0,0.0,0,-1.02,93,-2.75,189
0.7792,46.98,5.05,0.01,-4.3,200.7,447,6,10,-0.0096,0.8794,donchian_break_e1610c76,USDJPY,M1,donchian_break,breakout,ATR×1.5,ATR×1.0,newyork,False,True,False,15,3.3,0.0,0,-1.69,141,-2.62,306
0.5233,35.14,0.72,0.0,-0.62,87.6,37,5,3,-0.0166,0.966,hilo_break_ce48ca49,USDJPY,M1,hilo_break,breakout,15p,5p,london,True,True,False,15,1.5,-0.03,6,-0.59,31,0.0,0
0.7698,54.05,4.21,0.0,-3.9,92.2,618,7,13,-0.0063,0.6545,bb_bounce_1a152702,USDJPY,M1,bb_bounce,mean_reversion,5p,15p,newyork,False,True,True,15,1.5,0.0,0,-1.22,216,-2.68,402
0.7067,47.78,25.39,0.03,-24.77,72.8,3200,10,11,-0.0077,0.7723,rsi_reversal_72a9e3b0,USDJPY,M1,rsi_reversal,mean_reversion,5p,10p,newyork,False,False,True,30,1.2,0.0,0,-7.45,1062,-17.32,2138
0.6413,43.84,12.22,0.01,-11.76,62.4,1291,18,9,-0.0091,0.8214,bb_bounce_ccd1411c,USDJPY,M1,bb_bounce,mean_reversion,5p,5p,newyork,True,False,True,15,1.0,0.0,0,-1.87,435,-9.89,856
0.9228,30.23,7.57,0.01,-4.22,1208.6,516,19,5,-0.0082,2.1296,rsi_reversal_ad17c837,USDJPY,M1,rsi_reversal,mean_reversion,ATR×3.0,ATR×1.5,newyork,True,False,False,0,20.1,0.0,0,-7.45,185,3.23,331
1.1165,54.39,0.96,0.0,0.48,265.8,114,4,5,0.0042,0.9364,bb_bounce_a07ea756,USDJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,london,True,True,True,60,4.4,1.33,27,-0.86,87,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_cb5e1a1c,USDJPY,M1,atr_break,breakout,ATR×2.0,ATR×1.0,newyork,True,True,False,30,0.0,0.0,0,0.0,0,0.0,0
0.7784,41.53,3.9,0.0,-2.01,547.6,118,10,4,-0.017,1.0962,bb_bounce_815cd7c6,USDJPY,M1,bb_bounce,mean_reversion,ATR×2.0,ATR×1.5,newyork,True,False,False,15,9.1,0.0,0,-0.99,37,-1.02,81
0.7102,46.72,12.98,0.01,-12.88,102.1,1372,13,9,-0.0094,0.8099,rsi_reversal_729391cf,USDJPY,M1,rsi_reversal,mean_reversion,10p,10p,london,True,True,False,30,1.7,-2.4,305,-10.47,1067,0.0,0
0.5783,39.69,4.02,0.0,-4.02,68.4,320,9,6,-0.0126,0.8788,donchian_break_09a319fc,USDJPY,M1,donchian_break,breakout,7p,7p,newyork,True,True,True,30,1.1,0.0,0,-1.0,105,-3.02,215
0.7585,44.67,6.17,0.01,-5.63,62.5,1003,9,9,-0.0056,0.9396,bb_bounce_6d11db98,USDJPY,M1,bb_bounce,mean_reversion,5p,5p,london,False,False,True,60,1.0,-1.31,222,-4.33,781,0.0,0
0.8479,51.52,8.16,0.01,-7.11,190.2,1116,11,10,-0.0064,0.7977,rsi_reversal_d5789ae7,USDJPY,M1,rsi_reversal,mean_reversion,15p,15p,london,True,True,False,60,3.2,-1.54,248,-5.57,868,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_e09ce090,USDJPY,M1,atr_break,breakout,7p,7p,newyork,True,False,True,0,0.0,0.0,0,0.0,0,0.0,0
0.5705,34.83,4.82,0.0,-4.32,85.4,333,21,9,-0.013,1.0673,donchian_break_21b25075,USDJPY,M1,donchian_break,breakout,15p,5p,london,False,True,False,15,1.4,-1.34,65,-2.98,268,0.0,0
0.6846,40.89,2.74,0.0,-2.47,145.1,203,11,5,-0.0122,0.9898,donchian_break_97905933,USDJPY,M1,donchian_break,breakout,ATR×1.5,ATR×1.0,newyork,True,False,True,0,2.4,0.0,0,-1.44,67,-1.03,136
0.7733,50.0,3.21,0.0,-2.99,105.4,398,8,8,-0.0075,0.7733,bb_bounce_68847ed2,USDJPY,M1,bb_bounce,mean_reversion,10p,10p,newyork,True,True,False,60,1.8,0.0,0,-0.65,134,-2.35,264
1.9545,54.05,0.26,0.0,0.69,110.3,37,3,5,0.0187,1.6613,atr_break_f4fa65c9,USDJPY,M1,atr_break,breakout,15p,7p,london,True,True,True,30,1.8,0.2,7,0.49,30,0.0,0
0.6113,34.5,4.88,0.0,-4.76,79.6,429,12,5,-0.0111,1.1607,bb_bounce_421ccaf3,USDJPY,M1,bb_bounce,mean_reversion,15p,5p,london,True,True,False,15,1.3,-0.95,90,-3.81,339,0.0,0
0.6932,38.16,38.31,0.04,-37.64,84.1,4347,13,7,-0.0087,1.1232,wick_reversal_ed0f59d2,USDJPY,M1,wick_reversal,mean_reversion,15p,5p,london,False,True,False,60,1.4,-8.47,942,-29.17,3405,0.0,0
0.9061,33.0,4.05,0.0,-1.6,368.9,303,14,4,-0.0053,1.8394,bb_bounce_4d1807c8,USDJPY,M1,bb_bounce,mean_reversion,ATR×2.0,ATR×1.0,london,True,False,False,15,6.1,-1.02,66,-0.58,237,0.0,0
0.7836,48.02,7.08,0.01,-6.41,161.4,781,9,12,-0.0082,0.8483,bb_bounce_eb8bc43b,USDJPY,M1,bb_bounce,mean_reversion,ATR×2.0,ATR×1.0,newyork,False,False,True,15,2.7,0.0,0,-2.27,256,-4.14,525
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_08c5ef04,USDJPY,M1,atr_break,breakout,5p,15p,newyork,True,True,True,15,0.0,0.0,0,0.0,0,0.0,0
0.9904,54.05,0.33,0.0,-0.01,82.7,37,4,4,-0.0002,0.8418,atr_break_16defd76,USDJPY,M1,atr_break,breakout,5p,15p,london,True,True,False,15,1.4,-0.03,7,0.02,30,0.0,0
0.9105,50.33,0.87,0.0,-0.63,73.1,302,6,7,-0.0021,0.8985,bb_bounce_86ae13cf,USDJPY,M1,bb_bounce,mean_reversion,5p,10p,newyork,True,False,True,30,1.2,0.0,0,-0.44,113,-0.19,189
0.7889,55.82,14.06,0.01,-13.08,112.9,2003,9,12,-0.0065,0.6245,momentum_a5911685,USDJPY,M1,momentum,trend_follow,7p,15p,newyork,False,False,False,30,1.9,0.0,0,-6.6,684,-6.48,1319
0.6242,51.96,8.27,0.01,-8.03,117.0,612,11,11,-0.0131,0.5771,momentum_599327b6,USDJPY,M1,momentum,trend_follow,7p,15p,newyork,True,True,True,60,1.9,0.0,0,-2.75,196,-5.28,416
0.7117,53.93,39.2,0.04,-39.19,110.3,4350,11,11,-0.009,0.608,wick_reversal_d3505006,USDJPY,M1,wick_reversal,mean_reversion,7p,15p,london,False,False,True,15,1.8,-8.33,954,-30.86,3396,0.0,0
0.7731,48.77,7.0,0.01,-6.59,249.2,529,11,13,-0.0125,0.812,hilo_break_9af471f1,USDJPY,M1,hilo_break,breakout,15p,15p,london,False,False,False,15,4.2,-1.48,110,-5.11,419,0.0,0
0.8015,47.27,15.31,0.02,-14.76,205.6,1703,10,10,-0.0087,0.894,bb_bounce_d0265c13,USDJPY,M1,bb_bounce,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,True,False,60,3.4,0.0,0,-4.04,585,-10.72,1118
0.8024,46.35,2.14,0.0,-1.66,102.3,274,7,6,-0.0061,0.9287,bb_bounce_2e4a7fd5,USDJPY,M1,bb_bounce,mean_reversion,10p,10p,london,False,False,True,15,1.7,-0.32,65,-1.35,209,0.0,0
0.6523,52.42,6.29,0.01,-6.18,109.4,538,7,8,-0.0115,0.5922,consecutive_reversal_f3a2ad83,USDJPY,M1,consecutive_reversal,mean_reversion,7p,15p,london,True,True,True,0,1.8,-0.7,114,-5.48,424,0.0,0
0.9419,36.92,7.99,0.01,-3.42,263.2,1311,10,6,-0.0026,1.6095,wick_reversal_25c8079f,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,False,True,0,4.4,0.0,0,-2.62,447,-0.79,864
0.2975,44.74,1.39,0.0,-1.2,105.8,38,4,5,-0.0316,0.3675,hilo_break_44ed7b3b,USDJPY,M1,hilo_break,breakout,7p,15p,newyork,True,True,True,0,1.8,0.0,0,-0.7,10,-0.5,28
0.6843,45.58,27.19,0.03,-27.11,69.6,3203,12,9,-0.0085,0.817,wick_reversal_cf8b0431,USDJPY,M1,wick_reversal,mean_reversion,7p,7p,newyork,True,False,True,30,1.2,0.0,0,-9.43,1059,-17.68,2144
0.6325,36.86,12.98,0.01,-12.8,81.7,1191,14,6,-0.0107,1.0834,consecutive_reversal_d12e6daa,USDJPY,M1,consecutive_reversal,mean_reversion,15p,5p,london,True,False,True,30,1.4,-3.17,261,-9.63,930,0.0,0
0.9759,47.59,1.76,0.0,-0.14,186.1,166,6,5,-0.0008,1.0748,wick_reversal_d0e8305a,USDJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,True,False,15,3.1,0.0,0,-0.99,41,0.85,125
0.7284,46.21,5.55,0.01,-5.18,100.4,580,9,6,-0.0089,0.848,donchian_break_48e941f3,USDJPY,M1,donchian_break,breakout,10p,10p,london,False,True,False,60,1.7,-0.48,121,-4.7,459,0.0,0
0.2196,31.58,1.15,0.0,-1.12,66.3,38,8,3,-0.0296,0.4758,hilo_break_271695bf,USDJPY,M1,hilo_break,breakout,7p,7p,newyork,True,True,True,60,1.1,0.0,0,-0.48,10,-0.65,28
0.7271,38.9,6.0,0.01,-5.33,85.8,689,13,6,-0.0077,1.1422,momentum_aa2ccd82,USDJPY,M1,momentum,trend_follow,15p,5p,london,True,True,False,0,1.4,-0.77,149,-4.56,540,0.0,0
0.7494,47.69,3.03,0.0,-2.74,256.6,195,5,9,-0.0141,0.822,hilo_break_ed3ebe18,USDJPY,M1,hilo_break,breakout,15p,15p,newyork,True,False,False,15,4.3,0.0,0,-0.74,67,-2.0,128
0.7723,48.3,14.74,0.01,-14.65,93.4,2143,10,9,-0.0068,0.8267,wick_reversal_7b34d9f0,USDJPY,M1,wick_reversal,mean_reversion,10p,10p,london,True,False,True,15,1.6,-3.54,468,-11.11,1675,0.0,0
0.8244,47.6,1.88,0.0,-1.25,73.4,292,9,7,-0.0043,0.9074,consecutive_reversal_327d12f2,USDJPY,M1,consecutive_reversal,mean_reversion,5p,10p,newyork,True,False,True,30,1.2,0.0,0,-0.93,97,-0.33,195
0.7204,46.91,22.7,0.02,-22.39,99.2,2462,11,9,-0.0091,0.8152,wick_reversal_f0b0b78d,USDJPY,M1,wick_reversal,mean_reversion,10p,10p,london,True,True,True,0,1.7,-6.18,537,-16.21,1925,0.0,0
0.8658,39.88,8.34,0.01,-6.24,768.3,504,9,4,-0.0124,1.3051,momentum_64f7a701,USDJPY,M1,momentum,trend_follow,ATR×2.0,ATR×1.5,london,True,False,False,60,12.8,0.94,115,-7.18,389,0.0,0
0.7345,51.26,3.08,0.0,-3.01,94.5,398,8,8,-0.0076,0.6985,bb_bounce_d9f9b3c8,USDJPY,M1,bb_bounce,mean_reversion,5p,15p,london,True,False,True,15,1.6,-0.3,88,-2.71,310,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_d9fa213f,USDJPY,M1,atr_break,breakout,5p,15p,london,True,True,False,0,0.0,0.0,0,0.0,0,0.0,0
0.7743,56.23,17.74,0.02,-17.45,110.9,2575,10,14,-0.0068,0.6027,wick_reversal_67ef6ad2,USDJPY,M1,wick_reversal,mean_reversion,7p,15p,london,True,False,True,15,1.8,-4.28,575,-13.17,2000,0.0,0
0.7427,54.4,9.62,0.01,-9.39,109.5,1136,9,12,-0.0083,0.6225,consecutive_reversal_600c37fd,USDJPY,M1,consecutive_reversal,mean_reversion,7p,15p,london,True,True,True,15,1.8,-1.25,244,-8.14,892,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_23289237,USDJPY,M1,atr_break,breakout,5p,10p,newyork,True,False,True,60,0.0,0.0,0,0.0,0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_6e56cbd8,USDJPY,M1,atr_break,breakout,5p,15p,london,False,False,True,15,0.0,0.0,0,0.0,0,0.0,0
0.7915,47.43,5.31,0.01,-4.77,161.4,603,9,8,-0.0079,0.8773,bb_bounce_b3b07f20,USDJPY,M1,bb_bounce,mean_reversion,ATR×2.0,ATR×1.0,newyork,False,False,True,60,2.7,0.0,0,-1.43,211,-3.35,392
0.8543,41.5,3.43,0.0,-2.56,663.9,200,13,6,-0.0128,1.2043,donchian_break_2809018d,USDJPY,M1,donchian_break,breakout,ATR×2.0,ATR×1.5,newyork,True,False,False,30,11.1,0.0,0,-1.47,64,-1.09,136
0.7971,48.61,6.48,0.01,-5.16,259.5,467,9,7,-0.011,0.8427,consecutive_reversal_f79de467,USDJPY,M1,consecutive_reversal,mean_reversion,15p,15p,london,True,False,False,60,4.3,-0.98,102,-4.18,365,0.0,0
0.7103,37.67,3.02,0.0,-2.82,93.4,300,9,5,-0.0094,1.1754,donchian_break_d9601565,USDJPY,M1,donchian_break,breakout,15p,7p,london,True,True,True,0,1.6,-0.62,60,-2.2,240,0.0,0
0.7185,44.93,9.47,0.01,-8.84,62.3,1322,14,8,-0.0067,0.8806,bb_bounce_373f0a1e,USDJPY,M1,bb_bounce,mean_reversion,5p,5p,newyork,True,True,True,15,1.0,0.0,0,-1.23,437,-7.61,885
0.7521,48.69,1.81,0.0,-1.72,73.5,267,9,6,-0.0064,0.7926,donchian_break_84ec5baf,USDJPY,M1,donchian_break,breakout,5p,10p,newyork,True,True,False,60,1.2,0.0,0,-0.53,82,-1.18,185
0.7037,47.8,25.69,0.03,-25.08,73.3,3188,10,11,-0.0079,0.7683,rsi_reversal_4baf11eb,USDJPY,M1,rsi_reversal,mean_reversion,5p,10p,newyork,False,True,False,30,1.2,0.0,0,-7.55,1059,-17.53,2129
1.2599,59.46,0.29,0.0,0.17,84.3,37,3,5,0.0046,0.859,atr_break_3d60d401,USDJPY,M1,atr_break,breakout,5p,15p,london,True,False,True,30,1.4,0.06,8,0.11,29,0.0,0
