pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,sig_type,category,tp_display,sl_display,session,has_lowvol,has_breakeven,has_trailing,max_bars,avg_hold_min,pnl_tokyo,trades_tokyo,pnl_london,trades_london,pnl_newyork,trades_newyork
0.7455,45.4,2.78,0.0,-2.64,63.1,326,6,7,-0.0081,0.8966,bb_bounce_e45679c1,GBPJPY,M1,bb_bounce,mean_reversion,7p,7p,london,False,False,False,30,1.1,-1.0,72,-1.64,254,0.0,0
0.7129,49.52,5.22,0.01,-4.44,79.3,414,8,6,-0.0107,0.7268,hilo_break_779159bb,GBPJPY,M1,hilo_break,breakout,7p,15p,newyork,False,False,True,60,1.3,0.0,0,-1.35,159,-3.08,255
0.8208,44.35,15.63,0.02,-14.68,68.9,2408,14,8,-0.0061,1.0298,wick_reversal_da714124,GBPJPY,M1,wick_reversal,mean_reversion,15p,5p,newyork,True,False,True,15,1.1,0.0,0,-3.28,825,-11.4,1583
1.3018,61.11,0.54,0.0,0.32,80.0,36,4,9,0.009,0.8284,hilo_break_32c2545c,GBPJPY,M1,hilo_break,breakout,7p,15p,london,True,False,True,0,1.3,0.22,9,0.11,27,0.0,0
0.9664,43.3,4.93,0.0,-1.55,639.7,455,10,7,-0.0034,1.2657,momentum_33099cb8,GBPJPY,M1,momentum,trend_follow,ATR×3.0,ATR×1.5,london,True,False,False,15,10.7,-2.1,92,0.56,363,0.0,0
0.9043,48.53,1.38,0.0,-1.03,72.3,307,9,5,-0.0033,0.9589,bb_bounce_3ede69e0,GBPJPY,M1,bb_bounce,mean_reversion,10p,10p,london,True,False,True,0,1.2,-0.04,62,-0.99,245,0.0,0
0.8426,47.51,5.55,0.01,-3.96,177.4,482,9,8,-0.0082,0.9309,consecutive_reversal_91a999c3,GBPJPY,M1,consecutive_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,True,True,60,3.0,0.0,0,-0.43,158,-3.54,324
0.7931,41.19,9.93,0.01,-8.5,82.1,1158,16,7,-0.0073,1.1322,consecutive_reversal_ba736b1e,GBPJPY,M1,consecutive_reversal,mean_reversion,20p,7p,london,True,True,True,15,1.4,-2.39,248,-6.11,910,0.0,0
0.772,46.34,4.24,0.0,-3.31,144.0,287,7,7,-0.0115,0.8939,hilo_break_e0299b84,GBPJPY,M1,hilo_break,breakout,ATR×1.5,ATR×1.0,newyork,True,True,True,60,2.4,0.0,0,0.24,103,-3.56,184
0.8088,47.57,3.7,0.0,-2.63,71.8,412,8,7,-0.0064,0.8913,hilo_break_dfc5531a,GBPJPY,M1,hilo_break,breakout,10p,10p,newyork,False,True,True,0,1.2,0.0,0,-0.59,156,-2.04,256
0.4877,42.0,1.2,0.0,-1.06,84.0,50,6,4,-0.0213,0.6735,atr_break_2959d125,GBPJPY,M1,atr_break,breakout,7p,15p,newyork,True,True,False,15,1.4,0.0,0,-0.41,16,-0.65,34
0.8933,51.43,4.14,0.0,-1.99,103.6,420,7,6,-0.0047,0.8437,hilo_break_a4617a2b,GBPJPY,M1,hilo_break,breakout,15p,15p,london,False,False,True,60,1.7,-1.4,100,-0.59,320,0.0,0
0.8552,46.52,1.26,0.0,-0.83,67.7,187,7,7,-0.0045,0.983,hilo_break_4af8bf97,GBPJPY,M1,hilo_break,breakout,15p,5p,newyork,True,False,True,15,1.1,0.0,0,-0.58,70,-0.25,117
0.8101,47.87,5.87,0.01,-4.64,148.6,493,8,8,-0.0094,0.8822,consecutive_reversal_18096f07,GBPJPY,M1,consecutive_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,True,True,30,2.5,0.0,0,-1.43,163,-3.22,330
0.8445,51.2,1.9,0.0,-1.17,69.1,250,7,6,-0.0047,0.8049,wick_reversal_c08bba01,GBPJPY,M1,wick_reversal,mean_reversion,5p,15p,newyork,True,False,True,30,1.2,0.0,0,-0.19,91,-0.98,159
0.976,52.24,1.1,0.0,-0.06,60.0,67,4,7,-0.0008,0.8924,hilo_break_3d10681a,GBPJPY,M1,hilo_break,breakout,7p,7p,london,False,False,True,15,1.0,-0.02,15,-0.04,52,0.0,0
0.8421,49.56,29.77,0.03,-27.38,112.5,3822,10,13,-0.0072,0.8572,wick_reversal_c58d94ee,GBPJPY,M1,wick_reversal,mean_reversion,15p,15p,newyork,False,True,False,60,1.9,0.0,0,-3.99,1279,-23.4,2543
0.7424,42.6,15.32,0.02,-14.01,183.7,986,11,10,-0.0142,1.0005,consecutive_reversal_48d67504,GBPJPY,M1,consecutive_reversal,mean_reversion,ATR×2.0,ATR×1.0,london,True,True,True,0,3.1,-3.81,215,-10.19,771,0.0,0
0.7356,46.92,4.51,0.0,-3.58,64.8,422,10,7,-0.0085,0.8322,hilo_break_f620656b,GBPJPY,M1,hilo_break,breakout,5p,10p,newyork,False,True,True,60,1.1,0.0,0,-1.37,163,-2.21,259
inf,100.0,0.0,0.0,0.05,120.0,1,0,1,0.054,0.0,atr_break_64452f4f,GBPJPY,M1,atr_break,breakout,ATR×3.0,ATR×1.5,newyork,True,True,True,30,2.0,0.0,0,0.0,0,0.05,1
0.9,50.35,6.95,0.01,-5.14,269.2,864,9,8,-0.006,0.8876,consecutive_reversal_a75cf808,GBPJPY,M1,consecutive_reversal,mean_reversion,ATR×3.0,ATR×1.5,london,True,True,True,15,4.5,-2.32,189,-2.82,675,0.0,0
0.8974,47.32,11.08,0.01,-9.17,173.1,1756,16,9,-0.0052,0.9989,wick_reversal_70769265,GBPJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,True,True,False,30,2.9,0.0,0,-0.42,612,-8.75,1144
0.7993,45.76,8.86,0.01,-8.0,125.5,778,9,6,-0.0103,0.9475,momentum_1a0609d1,GBPJPY,M1,momentum,trend_follow,15p,15p,newyork,True,False,False,0,2.1,0.0,0,-2.78,245,-5.22,533
0.7512,46.42,3.19,0.0,-2.67,62.8,321,15,6,-0.0083,0.8671,bb_bounce_a8ece785,GBPJPY,M1,bb_bounce,mean_reversion,5p,10p,newyork,True,True,True,30,1.0,0.0,0,-0.47,105,-2.19,216
0.7962,42.55,22.33,0.02,-22.02,83.3,2945,15,7,-0.0075,1.0752,wick_reversal_0c15daf7,GBPJPY,M1,wick_reversal,mean_reversion,20p,7p,london,True,True,True,0,1.4,-5.18,671,-16.85,2274,0.0,0
0.6748,44.38,8.94,0.01,-8.86,71.1,703,11,7,-0.0126,0.8457,momentum_f0f99cbe,GBPJPY,M1,momentum,trend_follow,10p,10p,london,True,False,False,15,1.2,-0.62,151,-8.24,552,0.0,0
1.3407,59.38,0.71,0.0,0.38,135.0,32,4,5,0.012,0.9174,hilo_break_3b2abaf2,GBPJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.0,london,True,False,True,0,2.2,0.34,8,0.04,24,0.0,0
0.9366,42.22,0.55,0.0,-0.09,69.3,45,10,5,-0.002,1.2817,atr_break_faae8c67,GBPJPY,M1,atr_break,breakout,15p,5p,newyork,True,False,False,15,1.2,0.0,0,-0.06,16,-0.03,29
0.769,47.71,26.25,0.03,-25.6,63.7,3364,11,11,-0.0076,0.8427,wick_reversal_40803f82,GBPJPY,M1,wick_reversal,mean_reversion,5p,10p,london,True,True,True,30,1.1,-4.26,720,-21.34,2644,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_1551e1c1,GBPJPY,M1,atr_break,breakout,7p,7p,london,True,False,True,0,0.0,0.0,0,0.0,0,0.0,0
0.7744,46.32,40.71,0.04,-39.92,73.1,4810,13,10,-0.0083,0.8975,wick_reversal_9199524c,GBPJPY,M1,wick_reversal,mean_reversion,10p,10p,london,False,False,False,30,1.2,-6.15,1072,-33.77,3738,0.0,0
0.7956,48.91,12.43,0.01,-12.25,76.3,1648,10,11,-0.0074,0.8312,rsi_reversal_4239d440,GBPJPY,M1,rsi_reversal,mean_reversion,7p,15p,london,True,False,True,15,1.3,-1.79,351,-10.46,1297,0.0,0
1.0213,46.37,1.3,0.0,0.17,81.0,248,9,6,0.0007,1.1811,wick_reversal_c1b053b3,GBPJPY,M1,wick_reversal,mean_reversion,20p,7p,newyork,False,False,True,0,1.4,0.0,0,0.32,90,-0.15,158
0.9878,31.17,5.79,0.01,-0.39,1114.3,231,11,5,-0.0017,2.1814,bb_bounce_2eb3ef1b,GBPJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,newyork,True,False,False,0,18.6,0.0,0,-1.0,78,0.61,153
0.7836,48.79,12.79,0.01,-12.49,69.5,1699,10,10,-0.0074,0.8224,rsi_reversal_5d9e7bd9,GBPJPY,M1,rsi_reversal,mean_reversion,5p,15p,newyork,True,True,True,30,1.2,0.0,0,-6.38,622,-6.11,1077
0.7814,49.78,18.55,0.02,-17.37,75.0,2256,11,15,-0.0077,0.7884,consecutive_reversal_13b7e8d7,GBPJPY,M1,consecutive_reversal,mean_reversion,7p,15p,newyork,False,True,False,60,1.2,0.0,0,-0.69,760,-16.68,1496
inf,100.0,0.0,0.0,0.04,60.0,1,0,1,0.039,0.0,atr_break_42c23a3d,GBPJPY,M1,atr_break,breakout,20p,7p,newyork,True,True,False,15,1.0,0.0,0,0.0,0,0.04,1
1.0273,50.6,1.4,0.0,0.2,70.3,251,6,6,0.0008,1.0031,wick_reversal_c75da594,GBPJPY,M1,wick_reversal,mean_reversion,15p,5p,newyork,True,True,True,15,1.2,0.0,0,0.32,91,-0.11,160
0.6874,41.0,9.47,0.01,-8.83,76.0,717,10,8,-0.0123,0.989,momentum_1cc1aabf,GBPJPY,M1,momentum,trend_follow,15p,7p,newyork,True,False,False,60,1.3,0.0,0,-3.75,235,-5.08,482
0.6857,46.35,3.58,0.0,-3.13,116.9,192,7,5,-0.0163,0.7935,hilo_break_a4ea691a,GBPJPY,M1,hilo_break,breakout,15p,15p,newyork,True,False,False,15,1.9,0.0,0,-0.73,72,-2.4,120
0.8132,55.86,9.29,0.01,-8.43,232.0,768,12,13,-0.011,0.6426,bb_bounce_6ef724f6,GBPJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,london,False,False,True,0,3.9,0.53,162,-8.97,606,0.0,0
0.8821,47.95,12.34,0.01,-10.25,150.4,1756,12,9,-0.0058,0.9576,wick_reversal_7a5165a6,GBPJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,london,True,True,True,30,2.5,-1.72,397,-8.53,1359,0.0,0
0.7012,44.82,35.92,0.04,-35.78,63.6,3420,14,11,-0.0105,0.8631,rsi_reversal_1f936f8e,GBPJPY,M1,rsi_reversal,mean_reversion,5p,10p,london,False,True,True,15,1.1,-6.67,740,-29.11,2680,0.0,0
0.6622,46.63,2.58,0.0,-2.21,73.1,178,6,4,-0.0124,0.758,hilo_break_58288ec7,GBPJPY,M1,hilo_break,breakout,10p,10p,newyork,True,False,True,15,1.2,0.0,0,-0.1,77,-2.11,101
0.8398,52.51,14.75,0.01,-14.14,269.2,1455,9,10,-0.0097,0.7596,wick_reversal_b5947e51,GBPJPY,M1,wick_reversal,mean_reversion,ATR×3.0,ATR×1.5,london,True,True,True,0,4.5,-3.9,303,-10.24,1152,0.0,0
0.7516,46.47,7.8,0.01,-7.6,112.9,652,10,7,-0.0117,0.8658,momentum_080da5d4,GBPJPY,M1,momentum,trend_follow,15p,15p,newyork,True,True,True,0,1.9,0.0,0,-2.92,203,-4.69,449
0.8303,45.67,1.74,0.0,-1.06,122.4,127,7,8,-0.0084,0.9877,bb_bounce_b7ba7981,GBPJPY,M1,bb_bounce,mean_reversion,15p,15p,london,True,False,True,0,2.0,0.11,22,-1.17,105,0.0,0
0.8475,48.18,14.51,0.01,-13.13,71.4,2499,9,9,-0.0053,0.9115,wick_reversal_7696245c,GBPJPY,M1,wick_reversal,mean_reversion,10p,10p,newyork,True,True,True,0,1.2,0.0,0,-3.91,863,-9.22,1636
0.7725,43.57,5.11,0.01,-4.81,71.9,583,10,11,-0.0082,1.0005,consecutive_reversal_f9b29261,GBPJPY,M1,consecutive_reversal,mean_reversion,15p,7p,newyork,True,False,True,60,1.2,0.0,0,-0.9,197,-3.91,386
1.0093,52.46,2.63,0.0,0.12,160.7,305,6,9,0.0004,0.9147,donchian_break_b36dcb59,GBPJPY,M1,donchian_break,breakout,ATR×2.0,ATR×1.0,newyork,False,True,True,0,2.7,0.0,0,1.29,113,-1.17,192
0.6965,48.23,31.74,0.03,-31.12,70.2,2859,10,10,-0.0109,0.7475,wick_reversal_2d81a368,GBPJPY,M1,wick_reversal,mean_reversion,5p,15p,london,True,True,False,60,1.2,-5.94,605,-25.18,2254,0.0,0
1.1656,56.36,0.66,0.0,0.39,147.3,55,5,5,0.007,0.9024,hilo_break_43413158,GBPJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.0,newyork,False,True,True,15,2.5,0.0,0,0.19,22,0.2,33
0.6841,47.1,8.12,0.01,-7.78,74.7,637,7,7,-0.0122,0.7684,bb_bounce_8c591d63,GBPJPY,M1,bb_bounce,mean_reversion,7p,15p,newyork,False,True,True,30,1.2,0.0,0,-1.85,220,-5.93,417
0.877,45.54,1.12,0.0,-0.43,80.2,101,7,4,-0.0043,1.0486,bb_bounce_3c5dc32c,GBPJPY,M1,bb_bounce,mean_reversion,15p,7p,newyork,True,True,True,30,1.3,0.0,0,-0.47,44,0.03,57
0.9252,44.96,2.13,0.0,-0.77,127.3,238,9,7,-0.0032,1.1327,wick_reversal_b5e89062,GBPJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,False,True,30,2.1,0.0,0,0.24,88,-1.01,150
0.8685,46.26,17.33,0.02,-14.21,147.5,2203,10,9,-0.0064,1.0091,wick_reversal_2cd6a83c,GBPJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,True,True,30,2.5,0.0,0,-4.34,757,-9.87,1446
0.9913,37.43,2.0,0.0,-0.1,236.0,179,8,5,-0.0006,1.6572,hilo_break_ec2d03af,GBPJPY,M1,hilo_break,breakout,ATR×2.0,ATR×1.0,london,True,False,True,15,3.9,-0.52,43,0.43,136,0.0,0
0.9061,55.77,17.77,0.02,-13.52,217.3,2627,8,11,-0.0051,0.7187,wick_reversal_41f75efa,GBPJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.5,london,False,True,True,60,3.6,1.37,581,-14.89,2046,0.0,0
0.5838,43.21,14.14,0.01,-13.89,63.8,861,8,7,-0.0161,0.7674,momentum_94181074,GBPJPY,M1,momentum,trend_follow,5p,10p,london,True,True,False,15,1.1,-3.34,203,-10.55,658,0.0,0
0.8474,50.0,1.77,0.0,-1.19,93.8,160,6,5,-0.0074,0.8474,donchian_break_e2a805a5,GBPJPY,M1,donchian_break,breakout,15p,15p,london,True,True,True,60,1.6,-0.6,35,-0.58,125,0.0,0
0.845,47.24,18.45,0.02,-15.42,188.7,1776,9,9,-0.0087,0.9438,momentum_584fbc6e,GBPJPY,M1,momentum,trend_follow,ATR×1.5,ATR×1.0,newyork,False,True,False,30,3.1,0.0,0,-9.68,575,-5.74,1201
1.1588,56.9,1.5,0.0,1.03,270.0,116,5,7,0.0089,0.8779,bb_bounce_2a7f6d78,GBPJPY,M1,bb_bounce,mean_reversion,ATR×3.0,ATR×1.5,newyork,True,True,True,15,4.5,0.0,0,1.08,41,-0.05,75
0.8511,49.65,1.13,0.0,-0.68,62.9,143,5,5,-0.0047,0.8631,bb_bounce_8ff82c53,GBPJPY,M1,bb_bounce,mean_reversion,5p,10p,london,True,True,True,60,1.0,-0.13,28,-0.55,115,0.0,0
0.7496,45.15,5.12,0.01,-4.95,61.2,598,12,6,-0.0083,0.9107,consecutive_reversal_ecd58196,GBPJPY,M1,consecutive_reversal,mean_reversion,5p,5p,newyork,True,False,True,15,1.0,0.0,0,-1.34,201,-3.62,397
0.8145,46.97,7.93,0.01,-7.88,63.2,1269,11,9,-0.0062,0.9197,bb_bounce_06c231c6,GBPJPY,M1,bb_bounce,mean_reversion,5p,10p,london,True,False,True,0,1.1,-0.59,280,-7.28,989,0.0,0
0.8075,41.92,3.11,0.0,-2.13,79.9,334,7,5,-0.0064,1.1189,donchian_break_34334dbe,GBPJPY,M1,donchian_break,breakout,20p,7p,newyork,False,True,True,0,1.3,0.0,0,-0.45,125,-1.68,209
0.7225,40.84,8.21,0.01,-7.62,70.6,742,11,6,-0.0103,1.0468,momentum_4a99e508,GBPJPY,M1,momentum,trend_follow,15p,5p,newyork,True,False,True,15,1.2,0.0,0,-3.01,250,-4.61,492
0.7581,45.87,2.63,0.0,-2.49,62.9,327,6,7,-0.0076,0.8945,bb_bounce_1974e076,GBPJPY,M1,bb_bounce,mean_reversion,7p,7p,london,False,True,True,30,1.0,-0.84,73,-1.64,254,0.0,0
0.7589,45.65,13.66,0.01,-12.85,208.8,896,11,8,-0.0143,0.9036,consecutive_reversal_3af20c22,GBPJPY,M1,consecutive_reversal,mean_reversion,ATR×2.0,ATR×1.0,london,False,True,True,0,3.5,-6.88,216,-5.97,680,0.0,0
0.9055,45.05,11.55,0.01,-9.56,188.2,1929,12,10,-0.005,1.1046,wick_reversal_a58bc0b9,GBPJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.0,newyork,True,True,True,60,3.1,0.0,0,-2.81,683,-6.75,1246
0.6998,41.76,11.55,0.01,-11.3,71.0,1013,13,7,-0.0112,0.976,bb_bounce_b202baf8,GBPJPY,M1,bb_bounce,mean_reversion,15p,5p,newyork,False,True,False,60,1.2,0.0,0,-4.7,363,-6.6,650
0.6856,44.44,0.82,0.0,-0.47,72.0,45,9,5,-0.0104,0.857,atr_break_d330e2ff,GBPJPY,M1,atr_break,breakout,5p,15p,newyork,True,True,True,0,1.2,0.0,0,-0.22,16,-0.24,29
0.704,42.65,6.18,0.01,-6.02,72.6,558,11,6,-0.0108,0.9466,consecutive_reversal_f4c233b7,GBPJPY,M1,consecutive_reversal,mean_reversion,10p,10p,london,True,True,False,15,1.2,-1.89,142,-4.12,416,0.0,0
0.8623,52.45,15.03,0.02,-12.62,250.8,1510,8,10,-0.0084,0.7817,wick_reversal_0713bdaa,GBPJPY,M1,wick_reversal,mean_reversion,ATR×2.0,ATR×1.5,newyork,True,True,True,15,4.2,0.0,0,-2.12,525,-10.5,985
0.654,32.21,7.39,0.01,-6.19,202.9,267,14,4,-0.0232,1.3765,hilo_break_3c86c8fa,GBPJPY,M1,hilo_break,breakout,ATR×1.5,ATR×1.0,newyork,True,False,True,15,3.4,0.0,0,-0.34,98,-5.86,169
0.7247,47.92,29.68,0.03,-29.42,69.8,3036,17,9,-0.0097,0.7874,rsi_reversal_746df3fc,GBPJPY,M1,rsi_reversal,mean_reversion,5p,15p,newyork,False,True,True,15,1.2,0.0,0,-14.71,1044,-14.71,1992
0.7995,47.57,3.78,0.0,-2.79,72.1,412,8,7,-0.0068,0.8811,hilo_break_d653b8c1,GBPJPY,M1,hilo_break,breakout,10p,10p,newyork,False,False,True,0,1.2,0.0,0,-0.68,156,-2.11,256
0.8445,51.2,1.9,0.0,-1.17,69.1,250,7,6,-0.0047,0.8049,wick_reversal_b7923c49,GBPJPY,M1,wick_reversal,mean_reversion,5p,15p,newyork,False,True,True,0,1.2,0.0,0,-0.19,91,-0.98,159
0.7751,43.65,13.43,0.01,-12.42,172.9,976,12,7,-0.0127,1.0007,consecutive_reversal_b8ef17a8,GBPJPY,M1,consecutive_reversal,mean_reversion,ATR×1.5,ATR×1.0,london,True,True,True,15,2.9,-3.99,216,-8.43,760,0.0,0
0.7181,47.31,33.63,0.03,-33.41,70.7,3268,19,10,-0.0102,0.7999,rsi_reversal_33ac96de,GBPJPY,M1,rsi_reversal,mean_reversion,5p,15p,london,False,True,False,0,1.2,-5.9,715,-27.51,2553,0.0,0
0.7659,41.75,10.53,0.01,-10.27,70.3,1255,11,8,-0.0082,1.0684,bb_bounce_9747ecab,GBPJPY,M1,bb_bounce,mean_reversion,15p,5p,newyork,True,False,True,15,1.2,0.0,0,-5.49,444,-4.79,811
0.7929,45.57,2.37,0.0,-1.93,63.7,305,7,8,-0.0063,0.9469,bb_bounce_e73404cb,GBPJPY,M1,bb_bounce,mean_reversion,5p,10p,newyork,False,True,False,60,1.1,0.0,0,-0.62,113,-1.31,192
0.7181,44.19,3.15,0.0,-2.84,62.7,310,14,8,-0.0092,0.9067,hilo_break_1e9f18da,GBPJPY,M1,hilo_break,breakout,7p,7p,newyork,True,True,True,15,1.0,0.0,0,-0.79,107,-2.05,203
0.706,44.98,14.81,0.01,-14.47,105.2,1036,14,8,-0.014,0.8635,consecutive_reversal_3d38ed56,GBPJPY,M1,consecutive_reversal,mean_reversion,15p,15p,london,False,True,True,30,1.8,-5.06,246,-9.42,790,0.0,0
0.7226,45.02,13.7,0.01,-13.42,72.1,1315,10,8,-0.0102,0.8825,momentum_8846a2d3,GBPJPY,M1,momentum,trend_follow,10p,10p,newyork,False,True,True,15,1.2,0.0,0,-6.0,433,-7.43,882
0.7689,49.51,10.48,0.01,-9.37,69.8,1228,8,16,-0.0076,0.7841,consecutive_reversal_d830a841,GBPJPY,M1,consecutive_reversal,mean_reversion,5p,15p,newyork,True,False,True,60,1.2,0.0,0,-0.38,433,-8.99,795
0.692,45.99,4.15,0.0,-3.7,62.5,337,10,6,-0.011,0.8125,consecutive_reversal_21068f75,GBPJPY,M1,consecutive_reversal,mean_reversion,7p,7p,newyork,True,False,False,0,1.0,0.0,0,-0.25,107,-3.46,230
0.9212,28.33,7.82,0.01,-4.77,429.0,720,19,5,-0.0066,2.3302,momentum_c23ad419,GBPJPY,M1,momentum,trend_follow,ATR×2.0,ATR×1.0,newyork,True,False,False,60,7.2,0.0,0,-3.86,248,-0.91,472
1.2666,40.0,0.55,0.0,0.41,85.2,50,6,3,0.0082,1.8999,atr_break_f2936448,GBPJPY,M1,atr_break,breakout,20p,7p,newyork,True,True,True,30,1.4,0.0,0,0.17,16,0.24,34
0.7491,43.71,10.93,0.01,-10.51,69.2,1240,11,7,-0.0085,0.9647,momentum_87bcb7e5,GBPJPY,M1,momentum,trend_follow,15p,5p,newyork,True,True,True,0,1.2,0.0,0,-3.23,417,-7.28,823
0.7821,55.07,10.42,0.01,-10.23,219.2,779,8,11,-0.0131,0.6381,bb_bounce_d15982e9,GBPJPY,M1,bb_bounce,mean_reversion,ATR×2.0,ATR×1.5,london,False,True,True,0,3.7,-1.01,162,-9.23,617,0.0,0
0.7491,46.13,11.57,0.01,-10.81,72.6,1214,22,8,-0.0089,0.8749,momentum_6636e2e2,GBPJPY,M1,momentum,trend_follow,10p,10p,london,True,False,True,0,1.2,-1.72,269,-9.09,945,0.0,0
1.1541,53.25,1.18,0.0,1.58,185.5,231,8,7,0.0069,1.0133,wick_reversal_7ab7c55e,GBPJPY,M1,wick_reversal,mean_reversion,ATR×3.0,ATR×1.5,newyork,True,True,True,15,3.1,0.0,0,1.33,87,0.25,144
0.7424,44.47,4.85,0.0,-4.43,72.4,461,9,6,-0.0096,0.9271,bb_bounce_be56fd97,GBPJPY,M1,bb_bounce,mean_reversion,10p,10p,newyork,True,True,True,30,1.2,0.0,0,-1.13,162,-3.3,299
0.9376,41.73,11.73,0.01,-7.71,417.1,1680,11,7,-0.0046,1.3094,wick_reversal_6a10b419,GBPJPY,M1,wick_reversal,mean_reversion,ATR×3.0,ATR×1.5,newyork,False,False,True,0,7.0,0.0,0,5.37,558,-13.08,1122
0.6376,45.66,4.84,0.0,-4.08,71.2,311,10,7,-0.0131,0.7588,donchian_break_3da57bf4,GBPJPY,M1,donchian_break,breakout,5p,15p,newyork,True,True,True,60,1.2,0.0,0,-1.04,116,-3.05,195
0.8913,37.1,20.55,0.02,-19.7,246.2,2749,17,9,-0.0072,1.5108,wick_reversal_78a8fce3,GBPJPY,M1,wick_reversal,mean_reversion,ATR×1.5,ATR×1.0,newyork,False,False,True,0,4.1,0.0,0,-1.9,925,-17.81,1824
0.6528,45.86,2.45,0.0,-2.13,63.6,181,6,4,-0.0118,0.7707,donchian_break_f8187d8d,GBPJPY,M1,donchian_break,breakout,7p,7p,newyork,True,False,True,60,1.1,0.0,0,-0.33,79,-1.8,102
0.7773,38.42,11.17,0.01,-10.95,90.4,1239,14,7,-0.0088,1.2459,bb_bounce_8570edec,GBPJPY,M1,bb_bounce,mean_reversion,20p,7p,london,True,False,True,30,1.5,-0.94,257,-10.01,982,0.0,0
1.4924,58.06,0.26,0.0,0.49,110.3,31,2,3,0.0156,1.0778,hilo_break_b809ceaa,GBPJPY,M1,hilo_break,breakout,15p,15p,newyork,True,False,True,0,1.8,0.0,0,-0.12,11,0.61,20
0.7506,38.85,10.2,0.01,-9.99,92.8,991,15,6,-0.0101,1.1815,bb_bounce_c300168e,GBPJPY,M1,bb_bounce,mean_reversion,20p,7p,newyork,False,False,True,60,1.5,0.0,0,-3.56,360,-6.43,631
0.9105,36.39,10.3,0.01,-3.71,996.5,316,14,5,-0.0117,1.5913,consecutive_reversal_5725ffa7,GBPJPY,M1,consecutive_reversal,mean_reversion,ATR×3.0,ATR×1.5,london,False,False,False,30,16.6,-2.5,82,-1.21,234,0.0,0
0.8916,48.55,2.48,0.0,-0.88,71.2,241,10,6,-0.0036,0.9449,wick_reversal_68680e64,GBPJPY,M1,wick_reversal,mean_reversion,15p,5p,london,True,True,False,30,1.2,0.0,52,-0.88,189,0.0,0
inf,100.0,0.0,0.0,0.05,120.0,1,0,1,0.054,0.0,atr_break_58cfc0f8,GBPJPY,M1,atr_break,breakout,ATR×3.0,ATR×1.5,newyork,True,True,True,30,2.0,0.0,0,0.0,0,0.05,1
0.6891,48.27,32.37,0.03,-31.74,70.1,2834,12,11,-0.0112,0.7385,wick_reversal_7122eb94,GBPJPY,M1,wick_reversal,mean_reversion,5p,15p,london,True,True,False,60,1.2,-6.92,634,-24.82,2200,0.0,0
0.7441,48.11,3.29,0.0,-2.82,67.2,318,9,6,-0.0089,0.8024,bb_bounce_a51430f5,GBPJPY,M1,bb_bounce,mean_reversion,5p,15p,newyork,True,True,True,60,1.1,0.0,0,-0.23,104,-2.59,214
0.9456,55.46,3.87,0.0,-2.65,206.2,961,12,9,-0.0028,0.7593,momentum_8385800d,GBPJPY,M1,momentum,trend_follow,ATR×3.0,ATR×1.5,london,True,False,True,15,3.4,0.95,229,-3.6,732,0.0,0
0.6357,43.34,3.88,0.0,-3.73,62.7,293,8,8,-0.0127,0.8309,donchian_break_0722e0bc,GBPJPY,M1,donchian_break,breakout,7p,7p,newyork,True,True,True,30,1.0,0.0,0,-0.98,110,-2.75,183
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_c0a4f146,GBPJPY,M1,atr_break,breakout,5p,5p,london,True,True,True,60,0.0,0.0,0,0.0,0,0.0,0
0.7061,45.73,12.99,0.01,-12.63,69.1,1616,10,8,-0.0078,0.838,momentum_565d63e9,USDJPY,M1,momentum,trend_follow,7p,7p,london,False,False,True,15,1.2,-2.42,342,-10.21,1274,0.0,0
0.7824,43.59,1.08,0.0,-0.44,315.4,39,5,5,-0.0112,1.0125,atr_break_bc18667d,USDJPY,M1,atr_break,breakout,ATR×2.0,ATR×1.5,newyork,True,False,True,15,5.3,0.0,0,0.16,10,-0.6,29
0.7608,54.32,8.6,0.01,-7.94,111.8,1064,11,9,-0.0075,0.6397,bb_bounce_bdb95394,USDJPY,M1,bb_bounce,mean_reversion,7p,15p,newyork,True,True,False,0,1.9,0.0,0,-1.93,358,-6.01,706
