pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,name,sym,sig,tp,sl,sess,lv,be,trail,mb,ab_period,ab_mult,hold_m,hl_lb,hl_cb,bb_p,bb_std
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_4714dda4,USDJPY,atr_break,A×4.0,A×1.0,newyork,True,True,False,30,20.0,1.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_965f7e9c,USDJPY,atr_break,A×4.0,A×1.5,london,True,False,True,60,16.0,2.5,0.0,,,,
0.0,0.0,0.01,0.0,-0.01,300.0,1,1,0,-0.009,0.0,atr_break_1cff7a7f,USDJPY,atr_break,A×4.0,A×1.0,london,True,False,True,0,16.0,1.5,5.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_0c71f981,USDJPY,atr_break,A×3.0,A×1.0,newyork,False,True,True,30,5.0,1.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_24f60e3b,USDJPY,atr_break,A×3.0,A×1.0,newyork,True,True,True,0,12.0,2.5,0.0,,,,
0.6946,39.47,1.82,0.0,-1.2,318.9,76,9,6,-0.0158,1.065,atr_break_0502777a,USDJPY,atr_break,A×3.0,A×1.5,newyork,False,False,True,30,14.0,1.0,5.3,,,,
0.7322,40.91,0.59,0.0,-0.36,155.5,44,4,2,-0.0081,1.0577,atr_break_0592276d,USDJPY,atr_break,A×2.0,A×0.7,newyork,True,True,False,60,20.0,1.0,2.6,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_409d62cc,USDJPY,atr_break,A×4.0,A×1.5,london,True,False,True,120,12.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_e8553fc7,USDJPY,atr_break,A×6.0,A×1.5,london,True,True,False,120,12.0,2.0,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_ab71c3e7,USDJPY,atr_break,A×5.0,A×2.0,london,False,True,False,30,14.0,1.8,0.0,,,,
0.7062,27.27,0.31,0.0,-0.12,158.2,11,3,1,-0.0108,1.8831,atr_break_a8f5cdd0,USDJPY,atr_break,A×2.0,A×0.7,london,True,False,True,30,12.0,1.2,2.6,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_d293da37,USDJPY,atr_break,A×3.0,A×1.0,london,True,False,False,0,14.0,2.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_8a748972,USDJPY,atr_break,A×2.5,A×1.0,london,False,True,True,120,12.0,2.0,0.0,,,,
0.8491,32.67,4.43,0.0,-2.68,354.2,352,15,5,-0.0076,1.7499,atr_break_664105d1,USDJPY,atr_break,A×4.0,A×1.0,newyork,False,False,True,120,12.0,0.8,5.9,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_95f647cd,USDJPY,atr_break,A×4.0,A×1.0,newyork,True,True,True,30,8.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_e39493d2,USDJPY,atr_break,A×2.5,A×1.0,newyork,False,True,True,60,10.0,2.5,0.0,,,,
0.5641,22.22,0.48,0.0,-0.25,413.3,9,4,1,-0.0276,1.9745,atr_break_a695b68d,USDJPY,atr_break,A×4.0,A×1.0,london,True,True,True,0,14.0,1.2,6.9,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_a1c8189c,USDJPY,atr_break,A×2.0,A×0.7,newyork,True,True,True,120,12.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_104985ea,USDJPY,atr_break,A×3.0,A×1.5,london,False,True,True,30,5.0,2.5,0.0,,,,
0.6862,36.92,1.05,0.0,-0.96,263.1,65,11,4,-0.0147,1.1723,atr_break_58c2965b,USDJPY,atr_break,A×2.5,A×1.0,newyork,False,True,True,30,8.0,1.0,4.4,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_182ac8c6,USDJPY,atr_break,A×5.0,A×1.5,newyork,True,False,True,0,7.0,1.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_1d102b0f,USDJPY,atr_break,A×5.0,A×1.5,newyork,True,True,True,120,10.0,2.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_05a7f51e,USDJPY,atr_break,A×2.5,A×1.0,newyork,True,True,True,120,10.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_df303f54,USDJPY,atr_break,A×2.5,A×1.0,london,True,True,True,30,14.0,1.5,0.0,,,,
0.8027,18.01,5.9,0.01,-4.79,742.6,311,21,4,-0.0154,3.655,atr_break_17efff84,USDJPY,atr_break,A×3.0,A×1.0,newyork,False,False,False,120,20.0,0.8,12.4,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_9895c998,USDJPY,atr_break,A×4.0,A×1.0,newyork,True,False,True,120,5.0,2.0,0.0,,,,
0.8412,35.27,1.89,0.0,-1.14,170.4,207,8,5,-0.0055,1.5441,atr_break_69e2643f,USDJPY,atr_break,A×2.0,A×0.7,newyork,True,True,True,30,5.0,0.8,2.8,,,,
0.7278,46.38,1.11,0.0,-0.77,314.8,69,4,4,-0.0112,0.8415,atr_break_34cf7ed0,USDJPY,atr_break,A×4.0,A×1.0,london,False,True,True,120,8.0,1.0,5.2,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_8b3fee5d,USDJPY,atr_break,A×5.0,A×2.0,newyork,True,True,False,30,5.0,2.5,0.0,,,,
0.376,20.0,0.24,0.0,-0.16,150.0,10,7,1,-0.0156,1.504,atr_break_d18d3b2f,USDJPY,atr_break,A×2.0,A×0.7,newyork,False,True,True,0,10.0,1.2,2.5,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_8aa0eb93,USDJPY,atr_break,A×2.0,A×0.7,newyork,True,False,True,0,16.0,2.0,0.0,,,,
0.9697,21.95,0.83,0.0,-0.04,207.8,41,13,3,-0.001,3.4477,atr_break_fdc39748,USDJPY,atr_break,A×3.0,A×0.7,newyork,True,False,True,30,14.0,1.0,3.5,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_d9618a2c,USDJPY,atr_break,A×4.0,A×1.5,london,False,False,True,120,8.0,2.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_64ae7526,USDJPY,atr_break,A×3.0,A×1.5,london,True,True,False,60,5.0,1.8,0.0,,,,
0.4575,34.18,2.09,0.0,-2.09,262.0,79,8,4,-0.0264,0.8812,atr_break_e49d5bab,USDJPY,atr_break,A×2.5,A×1.0,newyork,False,True,True,120,14.0,1.0,4.4,,,,
0.8599,17.68,2.27,0.0,-1.12,426.6,181,14,2,-0.0062,4.0038,atr_break_a99c81f2,USDJPY,atr_break,A×3.0,A×0.7,london,True,False,False,60,20.0,0.8,7.1,,,,
0.4742,20.0,0.45,0.0,-0.36,396.0,10,4,1,-0.0356,1.8966,atr_break_4c292888,USDJPY,atr_break,A×4.0,A×1.0,london,False,True,True,30,16.0,1.2,6.6,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_b180e724,USDJPY,atr_break,A×6.0,A×1.5,london,True,True,False,60,8.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_85c15e25,USDJPY,atr_break,A×3.0,A×1.5,newyork,True,True,True,0,12.0,2.5,0.0,,,,
0.7244,57.14,1.69,0.0,-1.13,398.2,77,4,6,-0.0146,0.5433,atr_break_593cf57b,USDJPY,atr_break,A×3.0,A×1.5,london,False,True,True,0,20.0,1.0,6.6,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_1ae58e3a,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,False,120,7.0,2.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_a03bee90,USDJPY,atr_break,A×4.0,A×1.5,newyork,True,True,True,30,5.0,2.0,0.0,,,,
0.6895,40.0,0.37,0.0,-0.14,288.0,10,3,2,-0.0145,1.0343,atr_break_9d8ea93c,USDJPY,atr_break,A×4.0,A×1.5,london,True,True,True,30,12.0,1.2,4.8,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_5cb3b90e,USDJPY,atr_break,A×3.0,A×0.7,london,False,False,True,120,14.0,1.5,0.0,,,,
2.0975,60.53,0.4,0.0,0.99,258.9,38,4,6,0.0261,1.3679,atr_break_a70d8482,USDJPY,atr_break,A×3.0,A×1.5,london,True,True,True,60,8.0,1.0,4.3,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_606e5e3a,USDJPY,atr_break,A×2.0,A×0.7,london,False,True,True,30,5.0,1.8,0.0,,,,
0.822,50.45,4.34,0.0,-2.63,276.8,331,9,8,-0.008,0.8072,atr_break_fe2f9f7d,USDJPY,atr_break,A×6.0,A×1.5,london,False,True,True,30,5.0,0.8,4.6,,,,
1.07,26.28,2.52,0.0,1.1,1814.9,137,9,3,0.0081,3.002,atr_break_65fb9db7,USDJPY,atr_break,A×4.0,A×1.5,newyork,True,False,False,0,20.0,0.8,30.2,,,,
0.0,0.0,0.01,0.0,-0.01,300.0,1,1,0,-0.009,0.0,atr_break_795f0198,USDJPY,atr_break,A×2.5,A×1.0,london,True,False,True,30,8.0,1.5,5.0,,,,
5.0977,66.67,0.1,0.0,0.54,340.0,6,1,2,0.0908,2.5489,atr_break_1e1216cc,USDJPY,atr_break,A×2.0,A×0.7,newyork,True,False,True,60,5.0,1.2,5.7,,,,
0.7304,55.09,2.91,0.0,-2.45,439.8,167,6,8,-0.0147,0.5954,atr_break_ab8faf53,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,False,0,14.0,0.8,7.3,,,,
0.8951,40.0,0.36,0.0,-0.06,474.0,10,2,2,-0.0064,1.3426,atr_break_54cc9201,USDJPY,atr_break,A×3.0,A×1.5,london,True,True,True,60,10.0,1.2,7.9,,,,
0.7143,30.67,2.03,0.0,-1.21,420.8,75,9,3,-0.0161,1.6149,atr_break_d3ac691f,USDJPY,atr_break,A×4.0,A×1.5,newyork,False,False,True,0,14.0,1.0,7.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_46e72da5,USDJPY,atr_break,A×6.0,A×1.5,london,True,True,True,0,12.0,2.5,0.0,,,,
1.7269,42.86,0.16,0.0,0.17,694.3,7,2,1,0.0247,2.3025,atr_break_de8d13e7,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,True,30,20.0,1.2,11.6,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_5302418b,USDJPY,atr_break,A×2.5,A×1.0,newyork,False,True,True,0,8.0,2.5,0.0,,,,
0.616,42.5,1.51,0.0,-0.86,378.0,40,7,6,-0.0215,0.8334,atr_break_de1abefe,USDJPY,atr_break,A×6.0,A×1.5,newyork,True,True,False,30,14.0,1.0,6.3,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_5009b984,USDJPY,atr_break,A×2.0,A×0.7,london,False,True,False,60,14.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_113807e6,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,True,30,14.0,2.0,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_f3f4c82f,USDJPY,atr_break,A×4.0,A×1.0,london,True,False,True,60,10.0,1.8,0.0,,,,
26.4444,83.33,0.01,0.0,0.23,170.0,6,1,3,0.0382,5.2889,atr_break_c4c9ccaf,USDJPY,atr_break,A×3.0,A×1.5,newyork,True,True,True,60,5.0,1.2,2.8,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_025589d2,USDJPY,atr_break,A×2.5,A×1.0,london,True,False,True,30,16.0,2.0,0.0,,,,
0.794,52.78,0.93,0.0,-0.37,338.3,36,3,5,-0.0103,0.7104,atr_break_c06fbcc9,USDJPY,atr_break,A×5.0,A×2.0,newyork,True,True,True,30,16.0,1.0,5.6,,,,
1.2534,35.62,1.43,0.0,3.38,1103.4,146,8,8,0.0232,2.2657,atr_break_d0675dfa,USDJPY,atr_break,A×3.0,A×1.5,newyork,True,False,False,0,10.0,0.8,18.4,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_4632eaea,USDJPY,atr_break,A×3.0,A×1.5,london,False,False,True,0,5.0,1.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_77acec5a,USDJPY,atr_break,A×3.0,A×1.0,london,True,True,True,0,7.0,1.5,0.0,,,,
0.6721,48.65,0.98,0.0,-0.58,347.0,37,4,4,-0.0156,0.7095,atr_break_25b1a2d1,USDJPY,atr_break,A×6.0,A×1.5,newyork,True,True,True,0,20.0,1.0,5.8,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_24033723,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,False,0,8.0,2.0,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_0356c0b1,USDJPY,atr_break,A×4.0,A×1.0,london,False,True,True,120,14.0,2.0,0.0,,,,
0.7813,45.09,4.26,0.0,-3.73,296.5,346,10,7,-0.0108,0.9516,atr_break_06e73b36,USDJPY,atr_break,A×5.0,A×1.5,london,False,False,True,30,16.0,0.8,4.9,,,,
0.0,0.0,0.06,0.0,-0.06,360.0,1,1,0,-0.062,0.0,atr_break_629c4be3,USDJPY,atr_break,A×3.0,A×1.0,london,True,False,True,120,16.0,1.5,6.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_df070e84,USDJPY,atr_break,A×2.0,A×0.7,newyork,True,False,True,30,5.0,2.5,0.0,,,,
1.6399,60.53,0.42,0.0,0.89,603.2,38,3,5,0.0235,1.0695,atr_break_87b92f97,USDJPY,atr_break,A×4.0,A×1.5,london,True,True,False,0,8.0,1.0,10.1,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_3a67e84c,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,True,60,14.0,1.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_003a0cc1,USDJPY,atr_break,A×4.0,A×1.5,newyork,True,False,True,30,7.0,1.5,0.0,,,,
1.0953,38.75,1.85,0.0,0.98,630.8,160,7,7,0.0061,1.7313,atr_break_349ba344,USDJPY,atr_break,A×3.0,A×1.5,london,True,False,True,30,14.0,0.8,10.5,,,,
0.6665,55.29,8.99,0.01,-7.25,566.3,331,8,10,-0.0219,0.539,atr_break_053037a6,USDJPY,atr_break,A×5.0,A×2.0,newyork,False,True,True,0,16.0,0.8,9.4,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_754ca06e,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,False,0,8.0,2.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_43dd22f3,USDJPY,atr_break,A×6.0,A×1.5,london,True,True,True,60,20.0,1.8,0.0,,,,
1.0519,36.36,0.51,0.0,0.13,181.6,77,7,4,0.0017,1.8408,atr_break_084d4bdf,USDJPY,atr_break,A×2.0,A×0.7,newyork,False,False,True,120,16.0,1.0,3.0,,,,
0.9773,53.57,1.86,0.0,-0.21,445.4,168,5,11,-0.0012,0.847,atr_break_3943f48d,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,True,120,12.0,0.8,7.4,,,,
0.6475,31.44,2.65,0.0,-2.54,161.1,194,12,4,-0.0131,1.4117,atr_break_16b02dc0,USDJPY,atr_break,A×2.0,A×0.7,newyork,True,True,False,30,16.0,0.8,2.7,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_8480854a,USDJPY,atr_break,A×4.0,A×1.0,newyork,True,True,True,0,16.0,2.0,0.0,,,,
1.1224,25.0,0.15,0.0,0.02,210.0,4,3,1,0.0045,3.3673,atr_break_0e5a0c88,USDJPY,atr_break,A×3.0,A×1.0,london,True,True,True,60,16.0,1.2,3.5,,,,
0.7525,39.2,2.48,0.0,-2.06,359.7,176,11,4,-0.0117,1.1669,atr_break_f01262c1,USDJPY,atr_break,A×4.0,A×1.0,london,True,True,False,0,16.0,0.8,6.0,,,,
0.0,0.0,0.01,0.0,-0.01,300.0,1,1,0,-0.009,0.0,atr_break_a1c155b8,USDJPY,atr_break,A×5.0,A×2.0,london,False,False,True,0,16.0,1.5,5.0,,,,
0.534,25.0,0.31,0.0,-0.14,330.0,4,3,1,-0.036,1.6019,atr_break_f6c94e23,USDJPY,atr_break,A×6.0,A×1.5,london,True,False,True,0,16.0,1.2,5.5,,,,
0.6952,34.24,2.09,0.0,-1.98,169.9,184,8,5,-0.0108,1.3352,atr_break_80f84e46,USDJPY,atr_break,A×3.0,A×0.7,newyork,True,True,False,30,14.0,0.8,2.8,,,,
0.786,46.94,4.74,0.0,-3.8,351.1,343,12,6,-0.0111,0.8886,atr_break_3543a1ae,USDJPY,atr_break,A×3.0,A×1.5,newyork,False,True,True,0,10.0,0.8,5.9,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_fb1ed2b9,USDJPY,atr_break,A×2.5,A×1.0,newyork,True,True,True,30,5.0,1.5,0.0,,,,
1.032,59.46,0.81,0.0,0.05,423.2,37,4,4,0.0014,0.7036,atr_break_eacfb318,USDJPY,atr_break,A×4.0,A×1.5,london,True,True,False,120,7.0,1.0,7.1,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_243d9756,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,True,30,16.0,2.0,0.0,,,,
0.787,41.71,2.56,0.0,-1.61,199.6,187,14,6,-0.0086,1.0998,atr_break_a87fe00f,USDJPY,atr_break,A×2.5,A×1.0,london,True,True,True,30,5.0,0.8,3.3,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_75502ede,USDJPY,atr_break,A×5.0,A×2.0,newyork,True,True,True,30,20.0,1.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_b9020dcc,USDJPY,atr_break,A×2.5,A×1.0,newyork,False,True,False,60,16.0,2.0,0.0,,,,
1.1769,25.0,0.15,0.0,0.03,180.0,4,3,1,0.0065,3.5306,atr_break_2ae95701,USDJPY,atr_break,A×2.0,A×0.7,london,True,False,True,120,16.0,1.2,3.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_70c0f90f,USDJPY,atr_break,A×5.0,A×1.5,newyork,False,True,True,60,5.0,1.8,0.0,,,,
0.0,0.0,0.01,0.0,-0.01,300.0,1,1,0,-0.009,0.0,atr_break_4734afa3,USDJPY,atr_break,A×2.5,A×1.0,london,True,False,True,120,20.0,1.5,5.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_d195c1fc,USDJPY,atr_break,A×3.0,A×1.0,newyork,True,True,False,120,16.0,2.5,0.0,,,,
0.6289,42.11,1.62,0.0,-0.85,570.0,38,6,4,-0.0224,0.8647,atr_break_9435ffbf,USDJPY,atr_break,A×6.0,A×1.5,newyork,True,True,False,120,8.0,1.0,9.5,,,,
0.8858,36.1,3.87,0.0,-1.91,329.4,349,10,7,-0.0055,1.5678,atr_break_67ceca39,USDJPY,atr_break,A×3.0,A×1.0,london,False,False,True,0,14.0,0.8,5.5,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_9f92a87d,USDJPY,atr_break,A×2.5,A×1.0,london,False,True,True,120,10.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_7ea9da90,USDJPY,atr_break,A×4.0,A×1.0,london,False,True,True,30,8.0,2.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_af75439b,USDJPY,atr_break,A×6.0,A×1.5,newyork,True,False,False,0,7.0,1.8,0.0,,,,
0.8638,48.65,3.06,0.0,-1.05,253.6,185,7,10,-0.0057,0.9118,atr_break_51a3bcdc,USDJPY,atr_break,A×6.0,A×1.5,london,True,True,True,60,8.0,0.8,4.2,,,,
1.5005,41.18,0.4,0.0,0.56,254.1,34,7,3,0.0164,2.1435,atr_break_abc11da5,USDJPY,atr_break,A×3.0,A×1.5,london,True,False,True,60,10.0,1.0,4.2,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_663e5a2b,USDJPY,atr_break,A×3.0,A×0.7,newyork,True,True,False,0,14.0,1.5,0.0,,,,
1.4534,50.0,0.23,0.0,0.15,480.0,8,2,1,0.0182,1.4534,atr_break_a7c8359d,USDJPY,atr_break,A×5.0,A×1.5,london,True,True,True,60,20.0,1.2,8.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_2c5f32bf,USDJPY,atr_break,A×5.0,A×2.0,london,True,True,False,30,8.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_4c04da9f,USDJPY,atr_break,A×4.0,A×1.5,london,True,True,True,0,8.0,2.0,0.0,,,,
0.5225,40.54,1.23,0.0,-0.9,321.1,37,6,4,-0.0244,0.7663,atr_break_dcba2b32,USDJPY,atr_break,A×3.0,A×1.5,newyork,True,True,True,0,20.0,1.0,5.4,,,,
1.0297,64.71,0.55,0.0,0.04,402.4,34,2,5,0.0012,0.5616,atr_break_56591bc1,USDJPY,atr_break,A×5.0,A×2.0,london,True,True,True,120,8.0,1.0,6.7,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_e8643da5,USDJPY,atr_break,A×2.0,A×0.7,london,False,False,False,120,20.0,2.5,0.0,,,,
1.1397,42.86,0.22,0.0,0.05,891.4,7,3,2,0.0071,1.5196,atr_break_896c0abc,USDJPY,atr_break,A×5.0,A×2.0,london,True,False,True,120,5.0,1.2,14.9,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_e1986571,USDJPY,atr_break,A×5.0,A×1.5,newyork,True,True,False,30,20.0,1.5,0.0,,,,
1.0205,41.67,0.72,0.0,0.03,285.0,36,5,3,0.0008,1.4287,atr_break_b448db49,USDJPY,atr_break,A×6.0,A×1.5,newyork,True,False,True,30,16.0,1.0,4.8,,,,
0.7861,51.02,5.55,0.01,-3.9,374.7,343,8,8,-0.0114,0.7547,atr_break_64f98484,USDJPY,atr_break,A×5.0,A×2.0,newyork,False,True,True,30,12.0,0.8,6.2,,,,
0.7464,30.0,0.46,0.0,-0.17,756.0,10,3,1,-0.0174,1.7415,atr_break_79aa7d5b,USDJPY,atr_break,A×4.0,A×1.5,london,True,False,True,120,12.0,1.2,12.6,,,,
0.7897,46.15,0.95,0.0,-0.67,261.5,78,5,3,-0.0086,0.9213,atr_break_429af24f,USDJPY,atr_break,A×4.0,A×1.0,london,False,True,True,120,20.0,1.0,4.4,,,,
2.199,50.0,0.2,0.0,0.24,490.0,6,3,2,0.0402,2.199,atr_break_1f899efb,USDJPY,atr_break,A×4.0,A×1.0,london,True,True,True,30,5.0,1.2,8.2,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_5b92c43b,USDJPY,atr_break,A×3.0,A×0.7,london,True,True,True,120,7.0,1.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_50dee9f6,USDJPY,atr_break,A×3.0,A×0.7,newyork,True,True,False,0,10.0,2.0,0.0,,,,
1.004,49.74,1.69,0.0,0.03,319.1,195,6,8,0.0002,1.0144,atr_break_bb67ce53,USDJPY,atr_break,A×5.0,A×2.0,london,True,False,True,30,10.0,0.8,5.3,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_66c2baca,USDJPY,atr_break,A×3.0,A×0.7,london,False,True,True,60,12.0,2.0,0.0,,,,
1.0223,30.77,0.21,0.0,0.01,410.8,13,3,1,0.0011,2.3001,atr_break_e0157c85,USDJPY,atr_break,A×3.0,A×0.7,london,False,False,True,60,14.0,1.2,6.8,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_c8fd15a8,USDJPY,atr_break,A×5.0,A×2.0,newyork,True,True,True,120,8.0,1.8,0.0,,,,
5.9568,75.0,0.16,0.0,0.8,585.0,4,1,2,0.2007,1.9856,atr_break_646a4538,USDJPY,atr_break,A×3.0,A×1.5,newyork,True,False,True,30,14.0,1.2,9.8,,,,
0.613,38.98,8.08,0.01,-7.48,286.3,372,11,8,-0.0201,0.9597,atr_break_702893ec,USDJPY,atr_break,A×3.0,A×1.0,newyork,False,True,True,60,20.0,0.8,4.8,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_6cfe42e8,USDJPY,atr_break,A×5.0,A×2.0,newyork,True,True,False,30,5.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_da829226,USDJPY,atr_break,A×2.0,A×0.7,london,True,False,True,60,14.0,2.5,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_5f2679d8,USDJPY,atr_break,A×2.0,A×0.7,london,True,True,True,60,8.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_bf7b64d7,USDJPY,atr_break,A×4.0,A×1.0,london,False,False,False,60,8.0,1.8,0.0,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_d5e9c22c,USDJPY,atr_break,A×4.0,A×1.0,london,True,False,True,60,16.0,1.8,0.0,,,,
0.8007,48.0,0.82,0.0,-0.47,339.6,50,5,4,-0.0094,0.8674,atr_break_50bd79db,USDJPY,atr_break,A×6.0,A×1.5,newyork,True,True,True,120,5.0,1.0,5.7,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_2e7db729,USDJPY,atr_break,A×6.0,A×1.5,newyork,True,True,False,60,10.0,2.0,0.0,,,,
0.849,37.5,0.82,0.0,-0.35,181.7,72,8,3,-0.0049,1.415,atr_break_2959762f,USDJPY,atr_break,A×2.0,A×0.7,london,False,True,True,60,5.0,1.0,3.0,,,,
