pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,category,rsi_period,oversold,overbought,tp_type,sl_type,session_filter,has_htf_filter,has_vola_filter,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork,pair_tf,pf_capped
0.8584,63.87,9.3,0.01,-5.82,895.0,357,6,12,-0.0163,0.4857,rsi_reversal_2f756421,EURJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,london,False,False,True,120,14.9,-1.12,-4.7,0.0,83,274,0,EURJPY_M1,0.8584
0.8666,65.27,22.63,0.02,-20.34,849.4,1408,7,15,-0.0144,0.4611,rsi_reversal_5665ffde,EURJPY,M1,mean_reversion,7,35,65,atr_mult,fixed,london_ny,False,True,True,240,14.2,-6.22,-7.44,-6.69,195,646,567,EURJPY_M1,0.8666
0.481,19.76,72.3,0.07,-72.09,242.7,2166,31,4,-0.0333,1.9531,rsi_reversal_437930b1,EURJPY,M1,mean_reversion,7,35,65,atr_mult,fixed,tokyo,False,False,True,0,4.0,-72.09,0.0,0.0,2166,0,0,EURJPY_M1,0.481
0.7259,37.17,5.07,0.01,-4.25,358.7,191,9,7,-0.0223,1.2269,rsi_reversal_e182a9e0,EURJPY,M1,mean_reversion,10,20,80,atr_mult,atr_mult,tokyo,False,True,False,60,6.0,-4.25,0.0,0.0,191,0,0,EURJPY_M1,0.7259
0.7107,38.94,35.87,0.04,-34.95,336.1,1487,15,7,-0.0235,1.1146,rsi_reversal_c59d9050,EURJPY,M1,mean_reversion,14,35,65,atr_mult,atr_mult,london_ny,False,True,True,0,5.6,-3.9,-14.45,-16.6,186,690,611,EURJPY_M1,0.7107
0.849,41.38,13.77,0.01,-11.09,1811.0,435,9,6,-0.0255,1.2028,rsi_reversal_9772875d,EURJPY,M1,mean_reversion,7,30,70,fixed,fixed,newyork,False,False,False,60,30.2,0.0,-1.18,-9.91,0,156,279,EURJPY_M1,0.849
0.8964,48.78,1.49,0.0,-0.83,698.8,82,5,4,-0.0102,0.9413,rsi_reversal_3238671d,EURJPY,M1,mean_reversion,14,30,70,fixed,atr_mult,all,True,False,True,0,11.6,-2.43,0.38,1.22,37,17,28,EURJPY_M1,0.8964
1.859,52.38,0.41,0.0,1.19,471.4,21,4,3,0.0569,1.69,rsi_reversal_3df00c55,EURJPY,M1,mean_reversion,21,35,65,fixed,atr_mult,newyork,True,False,False,240,7.9,0.0,0.01,1.18,0,5,16,EURJPY_M1,1.859
0.7736,44.44,5.4,0.01,-2.72,1337.3,90,6,6,-0.0302,0.967,rsi_reversal_01924dc5,EURJPY,M1,mean_reversion,14,35,65,atr_mult,fixed,tokyo,True,False,True,240,22.3,-2.72,0.0,0.0,90,0,0,EURJPY_M1,0.7736
0.4784,42.86,0.72,0.0,-0.7,1560.0,7,2,2,-0.1,0.6379,rsi_reversal_daee6f4e,EURJPY,M1,mean_reversion,18,32,68,fixed,fixed,london,True,False,False,120,26.0,-0.35,-0.35,0.0,1,6,0,EURJPY_M1,0.4784
0.8422,56.15,4.12,0.0,-2.72,1071.2,130,7,7,-0.0209,0.6576,rsi_reversal_dea8e67b,EURJPY,M1,mean_reversion,7,20,80,fixed,fixed,all,True,True,False,60,17.9,-2.77,-0.39,0.44,54,36,40,EURJPY_M1,0.8422
0.5475,14.29,2.61,0.0,-2.02,261.9,63,15,1,-0.0321,3.2848,rsi_reversal_c1d35d3e,EURJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,london,True,False,False,0,4.4,-0.39,-1.63,0.0,14,49,0,EURJPY_M1,0.5475
0.7883,40.03,25.13,0.03,-24.79,594.9,1239,12,8,-0.02,1.1809,rsi_reversal_72b3f2b7,EURJPY,M1,mean_reversion,14,35,65,atr_mult,fixed,london_ny,False,True,True,60,9.9,-1.79,-10.77,-12.23,156,580,503,EURJPY_M1,0.7883
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_8ed2845e,EURJPY,M1,mean_reversion,18,20,80,fixed,atr_mult,all,True,True,True,0,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_827f00dd,EURJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.6946,30.46,69.95,0.07,-68.48,438.8,2462,18,10,-0.0278,1.5856,rsi_reversal_4a00e7a8,EURJPY,M1,mean_reversion,7,35,65,fixed,atr_mult,london_ny,False,False,False,120,7.3,-14.19,-28.92,-25.36,322,1140,1000,EURJPY_M1,0.6946
inf,100.0,0.0,0.0,0.53,1410.0,2,0,2,0.267,0.0,rsi_reversal_399a57fd,EURJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,False,True,True,0,23.5,0.0,0.08,0.46,0,1,1,EURJPY_M1,10.0
0.868,66.67,1.41,0.0,-0.26,1260.0,18,3,7,-0.0146,0.434,rsi_reversal_51620aa6,EURJPY,M1,mean_reversion,14,25,75,atr_mult,fixed,tokyo,True,False,False,0,21.0,-0.26,0.0,0.0,18,0,0,EURJPY_M1,0.868
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2924612b,EURJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
inf,100.0,0.0,0.0,0.41,450.0,2,0,2,0.2075,0.0,rsi_reversal_dc8b2d3b,EURJPY,M1,mean_reversion,14,20,80,atr_mult,fixed,all,True,True,False,60,7.5,0.22,0.19,0.0,1,1,0,EURJPY_M1,10.0
0.5025,22.61,51.4,0.05,-51.04,154.2,1566,22,5,-0.0326,1.7204,rsi_reversal_87642fef,GBPJPY,M1,mean_reversion,7,28,72,fixed,fixed,newyork,False,True,True,240,2.6,0.0,-23.15,-27.9,0,568,998,GBPJPY_M1,0.5025
0.4265,19.57,2.09,0.0,-1.81,160.4,46,13,3,-0.0393,1.7533,rsi_reversal_98668bee,GBPJPY,M1,mean_reversion,21,30,70,fixed,fixed,all,True,True,True,60,2.7,-0.92,0.13,-1.02,15,13,18,GBPJPY_M1,0.4265
0.9847,46.88,1.25,0.0,-0.04,333.8,32,3,4,-0.0013,1.116,rsi_reversal_08f68746,GBPJPY,M1,mean_reversion,21,32,68,fixed,fixed,newyork,True,False,False,60,5.6,0.0,0.47,-0.51,0,14,18,GBPJPY_M1,0.9847
0.6881,24.78,18.32,0.02,-16.68,733.6,464,15,3,-0.0359,2.0881,rsi_reversal_316c4c2b,GBPJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,True,60,12.2,-16.68,0.0,0.0,464,0,0,GBPJPY_M1,0.6881
0.8341,16.67,0.36,0.0,-0.11,410.0,12,5,1,-0.0092,4.1704,rsi_reversal_05df4dd6,GBPJPY,M1,mean_reversion,14,25,75,fixed,fixed,london,True,False,True,60,6.8,-0.14,0.03,0.0,2,10,0,GBPJPY_M1,0.8341
0.775,40.91,0.48,0.0,-0.24,95.5,22,3,3,-0.0108,1.1195,rsi_reversal_b50fcceb,GBPJPY,M1,mean_reversion,21,28,72,fixed,fixed,all,True,True,True,0,1.6,-0.21,-0.18,0.15,8,6,8,GBPJPY_M1,0.775
0.9156,27.64,3.28,0.0,-1.15,796.6,123,10,3,-0.0093,2.3967,rsi_reversal_80b5f496,GBPJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,london_ny,True,False,True,240,13.3,-0.67,-3.47,3.0,17,59,47,GBPJPY_M1,0.9156
0.4445,36.3,63.02,0.06,-62.83,89.3,2113,17,6,-0.0297,0.78,rsi_reversal_fb3bfe9e,GBPJPY,M1,mean_reversion,10,30,70,fixed,fixed,london_ny,False,True,True,240,1.5,-7.44,-34.94,-20.46,274,1028,811,GBPJPY_M1,0.4445
0.6044,72.28,12.98,0.01,-12.05,434.0,386,5,22,-0.0312,0.2318,rsi_reversal_4c819dbe,GBPJPY,M1,mean_reversion,10,32,68,fixed,atr_mult,london_ny,True,False,True,120,7.2,-2.33,-7.2,-2.52,52,188,146,GBPJPY_M1,0.6044
0.6083,48.99,29.19,0.03,-28.36,761.3,445,8,7,-0.0637,0.6335,rsi_reversal_c3e5abb9,GBPJPY,M1,mean_reversion,10,28,72,fixed,fixed,london,False,False,True,60,12.7,-1.8,-26.56,0.0,96,349,0,GBPJPY_M1,0.6083
0.5168,63.33,1.65,0.0,-1.24,264.0,30,3,6,-0.0413,0.2992,rsi_reversal_1f4663e6,GBPJPY,M1,mean_reversion,14,28,72,fixed,atr_mult,tokyo,True,False,True,0,4.4,-1.24,0.0,0.0,30,0,0,GBPJPY_M1,0.5168
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_cba164b0,GBPJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,london_ny,True,False,True,60,0.0,0.0,0.0,0.0,0,0,0,GBPJPY_M1,0.0
0.7469,63.55,36.23,0.04,-34.53,1007.2,878,9,10,-0.0393,0.4283,rsi_reversal_3bec2b0b,GBPJPY,M1,mean_reversion,10,32,68,atr_mult,atr_mult,london_ny,False,True,True,60,16.8,-1.09,-25.86,-7.58,122,412,344,GBPJPY_M1,0.7469
0.4937,20.65,40.32,0.04,-39.91,244.4,1235,21,6,-0.0323,1.8972,rsi_reversal_7b6468aa,GBPJPY,M1,mean_reversion,10,30,70,atr_mult,fixed,tokyo,False,True,True,60,4.1,-39.91,0.0,0.0,1235,0,0,GBPJPY_M1,0.4937
0.2966,27.27,0.91,0.0,-0.91,294.5,11,4,2,-0.083,0.791,rsi_reversal_d5d7e41f,GBPJPY,M1,mean_reversion,18,20,80,fixed,fixed,newyork,False,False,True,0,4.9,0.0,-0.29,-0.63,0,7,4,GBPJPY_M1,0.2966
0.7056,46.35,12.52,0.01,-9.6,832.3,274,9,8,-0.0351,0.8167,rsi_reversal_7edf0392,GBPJPY,M1,mean_reversion,14,32,68,atr_mult,atr_mult,all,True,True,True,240,13.9,-3.31,-4.46,-1.83,108,85,81,GBPJPY_M1,0.7056
0.9186,61.84,11.2,0.01,-4.82,1224.9,456,5,11,-0.0106,0.5668,rsi_reversal_291ec70d,GBPJPY,M1,mean_reversion,7,25,75,atr_mult,atr_mult,all,True,False,True,60,20.4,-0.87,-7.99,4.03,175,131,150,GBPJPY_M1,0.9186
0.9249,28.57,10.83,0.01,-6.42,1490.3,497,14,5,-0.0129,2.3122,rsi_reversal_f4868c38,GBPJPY,M1,mean_reversion,7,28,72,atr_mult,atr_mult,all,True,False,False,120,24.8,-0.83,-4.4,-1.2,193,140,164,GBPJPY_M1,0.9249
0.3818,12.05,3.39,0.0,-3.38,227.7,83,23,2,-0.0407,2.7872,rsi_reversal_646424a9,GBPJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,all,True,True,True,120,3.8,-1.37,-0.91,-1.1,38,27,18,GBPJPY_M1,0.3818
0.6248,33.56,34.91,0.03,-34.32,378.7,864,10,5,-0.0397,1.2366,rsi_reversal_720ec65b,GBPJPY,M1,mean_reversion,21,35,65,fixed,fixed,london_ny,False,True,True,0,6.3,-2.19,-22.63,-9.5,114,416,334,GBPJPY_M1,0.6248
0.4339,19.09,42.32,0.04,-41.53,155.4,1074,32,4,-0.0387,1.8395,rsi_reversal_38445148,GBPJPY,M1,mean_reversion,14,30,70,fixed,fixed,london_ny,False,True,True,120,2.6,-3.58,-25.7,-12.24,128,546,400,GBPJPY_M1,0.4339
0.5851,31.91,18.47,0.02,-17.05,547.8,398,11,6,-0.0428,1.2486,rsi_reversal_22e6faba,GBPJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,newyork,False,True,True,60,9.1,0.0,-10.23,-6.82,0,158,240,GBPJPY_M1,0.5851
0.5077,50.92,30.23,0.03,-29.85,164.0,874,8,7,-0.0342,0.4894,rsi_reversal_53bbde38,GBPJPY,M1,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,2.7,-4.44,-25.41,0.0,190,684,0,GBPJPY_M1,0.5077
6.4211,66.67,0.02,0.0,0.1,80.0,3,1,2,0.0343,3.2105,rsi_reversal_33d1ad28,GBPJPY,M1,mean_reversion,14,20,80,fixed,fixed,all,True,False,True,120,1.3,0.06,-0.02,0.06,1,1,1,GBPJPY_M1,6.4211
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_3af2f7a1,GBPJPY,M1,mean_reversion,21,20,80,fixed,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0,GBPJPY_M1,0.0
0.6432,34.27,8.04,0.01,-7.34,329.6,213,11,3,-0.0345,1.2335,rsi_reversal_ef40a5f0,GBPJPY,M1,mean_reversion,21,30,70,fixed,atr_mult,tokyo,False,False,False,60,5.5,-7.34,0.0,0.0,213,0,0,GBPJPY_M1,0.6432
0.403,34.18,24.49,0.02,-24.31,88.3,711,12,4,-0.0342,0.7761,rsi_reversal_9e93aebf,GBPJPY,M1,mean_reversion,18,30,70,fixed,fixed,london_ny,False,True,True,120,1.5,-2.59,-13.63,-8.09,80,373,258,GBPJPY_M1,0.403
0.6392,53.3,13.13,0.01,-12.82,1378.9,212,5,7,-0.0605,0.56,rsi_reversal_43c596c9,GBPJPY,M1,mean_reversion,14,28,72,atr_mult,atr_mult,london,False,True,True,120,23.0,-0.11,-12.71,0.0,42,170,0,GBPJPY_M1,0.6392
0.9501,26.57,2.95,0.0,-0.8,655.4,143,10,5,-0.0056,2.6252,rsi_reversal_72590aee,GBPJPY,M1,mean_reversion,10,25,75,fixed,atr_mult,all,True,True,False,240,10.9,-0.07,-2.59,1.86,59,44,40,GBPJPY_M1,0.9501
0.5817,58.46,22.61,0.02,-20.44,1081.8,272,5,10,-0.0751,0.4134,rsi_reversal_1239b9f7,GBPJPY,M1,mean_reversion,14,30,70,atr_mult,atr_mult,tokyo,False,True,False,60,18.0,-20.44,0.0,0.0,272,0,0,GBPJPY_M1,0.5817
0.8067,63.16,9.64,0.01,-6.97,1322.5,266,6,9,-0.0262,0.4706,rsi_reversal_d860fa38,GBPJPY,M1,mean_reversion,7,32,68,atr_mult,atr_mult,newyork,True,False,True,60,22.0,0.0,-7.28,0.31,0,92,174,GBPJPY_M1,0.8067
0.4954,28.67,26.18,0.03,-25.08,1133.0,300,17,3,-0.0836,1.2328,rsi_reversal_5720c953,GBPJPY,M1,mean_reversion,18,32,68,atr_mult,atr_mult,newyork,False,True,True,120,18.9,0.0,-9.18,-15.89,0,116,184,GBPJPY_M1,0.4954
0.1228,33.33,0.51,0.0,-0.45,880.0,3,2,1,-0.15,0.2456,rsi_reversal_a7dd6ee3,GBPJPY,M1,mean_reversion,21,30,70,atr_mult,atr_mult,london,True,False,True,120,14.7,0.0,-0.45,0.0,0,3,0,GBPJPY_M1,0.1228
0.6072,16.7,15.6,0.02,-12.54,348.9,479,39,4,-0.0262,3.0286,rsi_reversal_590a877a,GBPJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,all,True,True,True,0,5.8,-3.87,-5.48,-3.18,190,148,141,GBPJPY_M1,0.6072
0.5541,25.27,2.95,0.0,-2.67,179.3,91,12,3,-0.0293,1.6382,rsi_reversal_34b73b2b,GBPJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,tokyo,True,False,False,240,3.0,-2.67,0.0,0.0,91,0,0,GBPJPY_M1,0.5541
0.4975,20.85,32.46,0.03,-31.38,240.6,940,34,4,-0.0334,1.8884,rsi_reversal_519d5493,GBPJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,london,False,True,True,120,4.0,-2.72,-28.66,0.0,185,755,0,GBPJPY_M1,0.4975
0.64,33.33,2.87,0.0,-2.77,1621.3,45,4,3,-0.0615,1.28,rsi_reversal_36a9d345,GBPJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,london,True,False,True,240,27.0,-0.77,-1.99,0.0,9,36,0,GBPJPY_M1,0.64
0.6647,29.14,9.85,0.01,-8.95,1081.2,151,12,4,-0.0593,1.6164,rsi_reversal_40288e8f,GBPJPY,M1,mean_reversion,14,25,75,fixed,atr_mult,newyork,False,False,False,0,18.0,0.0,-5.53,-3.41,0,66,85,GBPJPY_M1,0.6647
0.6622,61.34,7.13,0.01,-6.75,1104.2,119,4,6,-0.0568,0.4173,rsi_reversal_f8c096fe,GBPJPY,M1,mean_reversion,14,25,75,atr_mult,atr_mult,newyork,False,True,False,240,18.4,0.0,-4.58,-2.18,0,50,69,GBPJPY_M1,0.6622
0.6442,43.04,26.77,0.03,-25.73,1625.4,309,9,6,-0.0833,0.8525,rsi_reversal_ecfeeede,GBPJPY,M1,mean_reversion,18,35,65,atr_mult,atr_mult,london,False,True,False,60,27.1,-4.45,-21.28,0.0,74,235,0,GBPJPY_M1,0.6442
0.7412,37.24,8.36,0.01,-7.18,1332.4,145,8,6,-0.0495,1.2491,rsi_reversal_0d828371,GBPJPY,M1,mean_reversion,14,25,75,atr_mult,fixed,london,False,True,False,120,22.2,-0.01,-7.18,0.0,26,119,0,GBPJPY_M1,0.7412
0.46,19.86,5.4,0.01,-5.08,166.4,141,22,4,-0.036,1.8565,rsi_reversal_dc725157,GBPJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,60,2.8,-1.79,-2.33,-0.95,62,42,37,GBPJPY_M1,0.46
0.5285,53.57,1.94,0.0,-1.44,552.9,28,3,3,-0.0513,0.4581,rsi_reversal_0feeb3fe,GBPJPY,M1,mean_reversion,21,32,68,fixed,atr_mult,newyork,True,False,True,60,9.2,0.0,0.03,-1.47,0,12,16,GBPJPY_M1,0.5285
0.5826,61.83,98.71,0.1,-98.06,254.6,3296,8,13,-0.0298,0.3596,rsi_reversal_7b07bc10,GBPJPY,M1,mean_reversion,7,30,70,fixed,atr_mult,all,False,True,True,0,4.2,-39.21,-36.35,-22.51,1248,955,1093,GBPJPY_M1,0.5826
0.7388,61.9,12.02,0.01,-11.31,1084.4,273,3,10,-0.0414,0.4546,rsi_reversal_3b6d57d1,GBPJPY,M1,mean_reversion,18,30,70,fixed,atr_mult,london_ny,False,True,False,60,18.1,1.28,-10.23,-2.36,35,136,102,GBPJPY_M1,0.7388
0.5341,32.32,7.79,0.01,-7.27,1251.5,99,11,3,-0.0734,1.1183,rsi_reversal_5d68ec8b,GBPJPY,M1,mean_reversion,14,20,80,atr_mult,atr_mult,all,False,True,True,240,20.9,0.09,-4.83,-2.53,40,39,20,GBPJPY_M1,0.5341
0.6205,22.54,4.22,0.0,-3.28,237.0,142,16,3,-0.0231,2.1331,rsi_reversal_d3f8ed23,GBPJPY,M1,mean_reversion,7,20,80,fixed,fixed,newyork,True,False,True,0,4.0,0.0,-2.35,-0.93,0,67,75,GBPJPY_M1,0.6205
0.6069,42.19,4.54,0.0,-3.85,797.8,64,6,4,-0.0601,0.8316,rsi_reversal_13d4aeb4,GBPJPY,M1,mean_reversion,7,20,80,fixed,fixed,tokyo,True,False,True,0,13.3,-3.85,0.0,0.0,64,0,0,GBPJPY_M1,0.6069
0.7795,27.94,14.32,0.01,-12.01,599.2,476,18,4,-0.0252,2.0103,rsi_reversal_f7da6f6b,GBPJPY,M1,mean_reversion,7,25,75,atr_mult,fixed,all,True,True,True,0,10.0,-5.3,-7.45,0.74,180,133,163,GBPJPY_M1,0.7795
0.6468,35.72,27.19,0.03,-26.51,464.6,781,14,6,-0.0339,1.1637,rsi_reversal_ff48c115,GBPJPY,M1,mean_reversion,7,25,75,fixed,fixed,newyork,False,True,True,60,7.7,0.0,-16.5,-10.02,0,285,496,GBPJPY_M1,0.6468
6.9286,66.67,0.06,0.0,0.33,340.0,3,1,2,0.1107,3.4643,rsi_reversal_e012d1b7,GBPJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,True,60,5.7,0.14,0.19,0.0,2,1,0,GBPJPY_M1,6.9286
0.6503,20.66,44.46,0.04,-41.75,669.2,973,25,4,-0.0429,2.4977,rsi_reversal_27b5e374,GBPJPY,M1,mean_reversion,7,30,70,fixed,fixed,newyork,False,True,False,60,11.2,0.0,-15.16,-26.6,0,357,616,GBPJPY_M1,0.6503
0.5267,50.72,49.03,0.05,-48.93,160.4,1589,9,11,-0.0308,0.5116,rsi_reversal_b501e0e1,GBPJPY,M1,mean_reversion,7,30,70,fixed,atr_mult,tokyo,False,False,True,240,2.7,-48.93,0.0,0.0,1589,0,0,GBPJPY_M1,0.5267
0.7459,36.88,4.53,0.0,-3.34,354.9,141,8,4,-0.0237,1.2767,rsi_reversal_59182b3a,GBPJPY,M1,mean_reversion,14,28,72,fixed,atr_mult,all,True,True,False,0,5.9,-1.54,-0.52,-1.27,56,47,38,GBPJPY_M1,0.7459
0.658,36.66,12.4,0.01,-11.65,325.6,371,9,5,-0.0314,1.1369,rsi_reversal_8a171d7d,GBPJPY,M1,mean_reversion,14,28,72,fixed,atr_mult,tokyo,False,True,True,60,5.4,-11.65,0.0,0.0,371,0,0,GBPJPY_M1,0.658
inf,100.0,0.0,0.0,0.68,1470.0,2,0,2,0.3375,0.0,rsi_reversal_041f8989,GBPJPY,M1,mean_reversion,21,25,75,atr_mult,atr_mult,all,True,True,True,120,24.5,0.31,0.37,0.0,1,1,0,GBPJPY_M1,10.0
0.442,36.01,16.81,0.02,-16.81,89.1,572,12,5,-0.0294,0.7852,rsi_reversal_91d86554,GBPJPY,M1,mean_reversion,7,20,80,fixed,fixed,newyork,False,True,False,60,1.5,0.0,-7.86,-8.95,0,238,334,GBPJPY_M1,0.442
0.5748,34.29,9.15,0.01,-8.62,425.1,210,11,4,-0.041,1.1018,rsi_reversal_91fd0ad1,GBPJPY,M1,mean_reversion,18,25,75,atr_mult,atr_mult,all,False,True,True,240,7.1,-0.75,-5.19,-2.68,84,76,50,GBPJPY_M1,0.5748
0.6751,33.94,40.5,0.04,-39.72,957.7,763,16,6,-0.0521,1.3138,rsi_reversal_d227fedd,GBPJPY,M1,mean_reversion,10,28,72,atr_mult,atr_mult,london_ny,False,True,True,0,16.0,-2.32,-23.85,-13.55,100,370,293,GBPJPY_M1,0.6751
0.8858,38.96,5.96,0.01,-2.64,544.8,249,8,5,-0.0106,1.3881,rsi_reversal_a865b9c9,GBPJPY,M1,mean_reversion,7,25,75,atr_mult,fixed,newyork,True,False,True,60,9.1,0.0,-4.51,1.88,0,95,154,GBPJPY_M1,0.8858
0.7673,47.41,35.78,0.04,-34.59,669.2,1314,13,9,-0.0263,0.8511,rsi_reversal_a056ecb1,GBPJPY,M1,mean_reversion,7,35,65,fixed,atr_mult,all,True,False,True,0,11.2,-13.11,-15.1,-6.38,480,386,448,GBPJPY_M1,0.7673
0.4773,20.18,16.46,0.02,-15.77,154.9,451,17,5,-0.035,1.888,rsi_reversal_fdfb4d3e,GBPJPY,M1,mean_reversion,18,30,70,fixed,fixed,tokyo,False,False,False,120,2.6,-15.77,0.0,0.0,451,0,0,GBPJPY_M1,0.4773
0.7076,48.84,3.82,0.0,-3.52,947.4,86,7,6,-0.041,0.7413,rsi_reversal_41245532,GBPJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,120,15.8,-1.12,-1.52,-0.88,39,23,24,GBPJPY_M1,0.7076
0.4682,13.4,42.64,0.04,-42.29,245.4,1097,33,3,-0.0386,3.026,rsi_reversal_7dabc487,GBPJPY,M1,mean_reversion,7,25,75,fixed,fixed,london,False,True,False,60,4.1,-7.05,-35.24,0.0,233,864,0,GBPJPY_M1,0.4682
0.8627,19.78,8.1,0.01,-4.34,842.5,268,16,3,-0.0162,3.4996,rsi_reversal_f4b816da,GBPJPY,M1,mean_reversion,10,32,68,atr_mult,atr_mult,tokyo,True,False,False,60,14.0,-4.34,0.0,0.0,268,0,0,GBPJPY_M1,0.8627
0.4388,19.91,17.57,0.02,-16.73,195.1,452,16,5,-0.037,1.7649,rsi_reversal_3fde7dba,GBPJPY,M1,mean_reversion,18,30,70,atr_mult,fixed,tokyo,False,False,True,240,3.3,-16.73,0.0,0.0,452,0,0,GBPJPY_M1,0.4388
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1291162e,GBPJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,False,240,0.0,0.0,0.0,0.0,0,0,0,GBPJPY_M1,0.0
0.7059,25.62,22.15,0.02,-21.46,584.3,609,16,3,-0.0352,2.0498,rsi_reversal_e4af5c24,GBPJPY,M1,mean_reversion,10,28,72,fixed,fixed,london,False,True,True,0,9.7,-0.12,-21.34,0.0,125,484,0,GBPJPY_M1,0.7059
0.6719,20.69,1.39,0.0,-1.22,726.2,29,6,2,-0.042,2.5755,rsi_reversal_3265c873,GBPJPY,M1,mean_reversion,21,32,68,fixed,fixed,tokyo,True,False,False,0,12.1,-1.22,0.0,0.0,29,0,0,GBPJPY_M1,0.6719
0.6318,23.53,3.04,0.0,-2.78,183.0,119,14,2,-0.0233,2.0534,rsi_reversal_ee52023a,GBPJPY,M1,mean_reversion,21,32,68,fixed,fixed,all,True,True,False,240,3.0,-1.55,-0.21,-1.02,45,36,38,GBPJPY_M1,0.6318
0.8617,40.0,0.45,0.0,-0.12,336.0,10,3,2,-0.0116,1.2926,rsi_reversal_1188e06f,GBPJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,False,True,False,120,5.6,-0.12,0.0,0.0,10,0,0,GBPJPY_M1,0.8617
0.5812,33.33,0.41,0.0,-0.26,270.0,6,2,1,-0.043,1.1623,rsi_reversal_14c139bd,GBPJPY,M1,mean_reversion,21,32,68,atr_mult,fixed,newyork,True,False,False,120,4.5,0.0,-0.19,-0.07,0,3,3,GBPJPY_M1,0.5812
0.6535,54.55,1.06,0.0,-1.02,763.6,22,2,3,-0.0461,0.5446,rsi_reversal_7b31689d,GBPJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,newyork,True,False,True,0,12.7,0.0,-0.32,-0.7,0,11,11,GBPJPY_M1,0.6535
0.5077,50.92,30.23,0.03,-29.85,164.0,874,8,7,-0.0342,0.4894,rsi_reversal_a82449b9,GBPJPY,M1,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,2.7,-4.44,-25.41,0.0,190,684,0,GBPJPY_M1,0.5077
0.5433,67.36,17.38,0.02,-16.75,323.0,481,4,13,-0.0348,0.2633,rsi_reversal_c4bf3fd8,GBPJPY,M1,mean_reversion,21,35,65,fixed,fixed,tokyo,False,True,False,0,5.4,-16.75,0.0,0.0,481,0,0,GBPJPY_M1,0.5433
0.7817,38.39,18.95,0.02,-16.91,383.4,805,15,5,-0.021,1.2547,rsi_reversal_4dd53685,GBPJPY,M1,mean_reversion,10,35,65,fixed,fixed,all,True,True,False,60,6.4,-6.31,-10.54,-0.07,318,217,270,GBPJPY_M1,0.7817
1.066,62.5,0.76,0.0,0.2,585.0,32,3,5,0.0061,0.6396,rsi_reversal_c9550def,GBPJPY,M1,mean_reversion,21,25,75,fixed,fixed,tokyo,False,True,True,60,9.8,0.2,0.0,0.0,32,0,0,GBPJPY_M1,1.066
inf,100.0,0.0,0.0,0.13,120.0,1,0,1,0.13,0.0,rsi_reversal_fcec14a6,GBPJPY,M1,mean_reversion,14,20,80,atr_mult,atr_mult,tokyo,True,False,True,240,2.0,0.13,0.0,0.0,1,0,0,GBPJPY_M1,10.0
0.5818,44.51,29.07,0.03,-28.32,544.2,510,8,7,-0.0555,0.7253,rsi_reversal_cea362ea,GBPJPY,M1,mean_reversion,18,35,65,fixed,atr_mult,london,False,True,True,120,9.1,-2.68,-25.64,0.0,116,394,0,GBPJPY_M1,0.5818
