pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,category,rsi_period,oversold,overbought,tp_type,sl_type,session_filter,has_htf_filter,has_vola_filter,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork,pair_tf,pf_capped
0.5043,21.01,47.07,0.05,-46.86,203.1,1466,23,4,-0.032,1.8959,rsi_reversal_87642fef,EURJPY,M1,mean_reversion,7,28,72,fixed,fixed,newyork,False,True,True,240,3.4,0.0,-17.26,-29.6,0,500,966,EURJPY_M1,0.5043
0.8462,28.57,1.02,0.0,-0.32,279.4,35,11,3,-0.0091,2.1155,rsi_reversal_98668bee,EURJPY,M1,mean_reversion,21,30,70,fixed,fixed,all,True,True,True,60,4.7,0.36,-0.13,-0.55,20,4,11,EURJPY_M1,0.8462
0.6164,33.33,1.72,0.0,-0.81,530.0,18,6,4,-0.0448,1.2329,rsi_reversal_08f68746,EURJPY,M1,mean_reversion,21,32,68,fixed,fixed,newyork,True,False,False,60,8.8,0.0,-0.43,-0.38,0,6,12,EURJPY_M1,0.6164
0.7796,27.25,12.95,0.01,-10.76,1000.9,389,14,3,-0.0277,2.0814,rsi_reversal_316c4c2b,EURJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,True,60,16.7,-10.76,0.0,0.0,389,0,0,EURJPY_M1,0.7796
0.0,0.0,0.32,0.0,-0.32,260.0,3,3,0,-0.1067,0.0,rsi_reversal_05df4dd6,EURJPY,M1,mean_reversion,14,25,75,fixed,fixed,london,True,False,True,60,4.3,-0.13,-0.19,0.0,1,2,0,EURJPY_M1,0.0
0.8069,47.06,0.29,0.0,-0.11,95.3,17,3,3,-0.0066,0.9078,rsi_reversal_b50fcceb,EURJPY,M1,mean_reversion,21,28,72,fixed,fixed,all,True,True,True,0,1.6,0.01,-0.02,-0.1,12,2,3,EURJPY_M1,0.8069
0.7457,28.74,4.73,0.0,-2.62,1052.4,87,17,4,-0.0301,1.8493,rsi_reversal_80b5f496,EURJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,london_ny,True,False,True,240,17.5,0.21,0.06,-2.89,11,39,37,EURJPY_M1,0.7457
0.4453,35.34,55.2,0.06,-55.03,109.7,1910,16,5,-0.0288,0.8148,rsi_reversal_fb3bfe9e,EURJPY,M1,mean_reversion,10,30,70,fixed,fixed,london_ny,False,True,True,240,1.8,-6.28,-25.6,-23.15,242,882,786,EURJPY_M1,0.4453
0.711,77.85,7.11,0.01,-6.22,502.5,325,4,18,-0.0191,0.2024,rsi_reversal_4c819dbe,EURJPY,M1,mean_reversion,10,32,68,fixed,atr_mult,london_ny,True,False,True,120,8.4,-1.11,-4.26,-0.85,39,156,130,EURJPY_M1,0.711
0.9228,58.52,7.29,0.01,-3.61,1129.1,364,6,9,-0.0099,0.6542,rsi_reversal_c3e5abb9,EURJPY,M1,mean_reversion,10,28,72,fixed,fixed,london,False,False,True,60,18.8,0.27,-3.89,0.0,90,274,0,EURJPY_M1,0.9228
0.7342,60.0,0.75,0.0,-0.42,223.2,25,2,3,-0.0168,0.4895,rsi_reversal_1f4663e6,EURJPY,M1,mean_reversion,14,28,72,fixed,atr_mult,tokyo,True,False,True,0,3.7,-0.42,0.0,0.0,25,0,0,EURJPY_M1,0.7342
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_cba164b0,EURJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,london_ny,True,False,True,60,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.8676,66.47,15.43,0.02,-13.3,1056.0,838,6,20,-0.0159,0.4377,rsi_reversal_3bec2b0b,EURJPY,M1,mean_reversion,10,32,68,atr_mult,atr_mult,london_ny,False,True,True,60,17.6,1.65,-5.54,-9.41,113,391,334,EURJPY_M1,0.8676
0.4678,18.37,36.88,0.04,-36.7,305.0,1078,25,3,-0.034,2.0792,rsi_reversal_7b6468aa,EURJPY,M1,mean_reversion,10,30,70,atr_mult,fixed,tokyo,False,True,True,60,5.1,-36.7,0.0,0.0,1078,0,0,EURJPY_M1,0.4678
0.808,40.0,0.65,0.0,-0.17,504.0,10,4,2,-0.0172,1.2121,rsi_reversal_d5d7e41f,EURJPY,M1,mean_reversion,18,20,80,fixed,fixed,newyork,False,False,True,0,8.4,0.0,-0.09,-0.08,0,4,6,EURJPY_M1,0.808
0.81,45.2,7.65,0.01,-4.85,858.5,250,6,5,-0.0194,0.982,rsi_reversal_7edf0392,EURJPY,M1,mean_reversion,14,32,68,atr_mult,atr_mult,all,True,True,True,240,14.3,-4.18,-1.27,0.61,101,69,80,EURJPY_M1,0.81
0.6884,55.18,19.16,0.02,-16.76,1441.6,415,6,8,-0.0404,0.5591,rsi_reversal_291ec70d,EURJPY,M1,mean_reversion,7,25,75,atr_mult,atr_mult,all,True,False,True,60,24.0,-9.9,-4.07,-2.79,161,121,133,EURJPY_M1,0.6884
0.6909,23.9,25.86,0.03,-22.59,1538.0,456,24,5,-0.0495,2.1995,rsi_reversal_f4868c38,EURJPY,M1,mean_reversion,7,28,72,atr_mult,atr_mult,all,True,False,False,120,25.6,-13.05,-2.73,-6.81,181,130,145,EURJPY_M1,0.6909
0.4372,11.29,2.58,0.0,-2.35,383.2,62,16,1,-0.0379,3.4348,rsi_reversal_646424a9,EURJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,all,True,True,True,120,6.4,-1.69,-0.47,-0.19,32,10,20,EURJPY_M1,0.4372
0.7677,37.69,16.85,0.02,-15.92,560.8,658,13,5,-0.0242,1.2693,rsi_reversal_720ec65b,EURJPY,M1,mean_reversion,21,35,65,fixed,fixed,london_ny,False,True,True,0,9.3,-1.35,-8.54,-6.03,85,298,275,EURJPY_M1,0.7677
0.5449,18.57,29.44,0.03,-29.35,225.8,964,32,3,-0.0304,2.3895,rsi_reversal_38445148,EURJPY,M1,mean_reversion,14,30,70,fixed,fixed,london_ny,False,True,True,120,3.8,-2.55,-15.17,-11.63,122,427,415,EURJPY_M1,0.5449
0.8012,39.39,7.29,0.01,-6.72,695.2,363,13,6,-0.0185,1.2326,rsi_reversal_22e6faba,EURJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,newyork,False,True,True,60,11.6,0.0,-2.37,-4.36,0,124,239,EURJPY_M1,0.8012
0.5881,57.75,17.13,0.02,-16.63,232.1,632,6,10,-0.0263,0.4302,rsi_reversal_53bbde38,EURJPY,M1,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,3.9,-2.45,-14.19,0.0,137,495,0,EURJPY_M1,0.5881
inf,100.0,0.0,0.0,0.19,90.0,2,0,2,0.0945,0.0,rsi_reversal_33d1ad28,EURJPY,M1,mean_reversion,14,20,80,fixed,fixed,all,True,False,True,120,1.5,0.12,0.07,0.0,1,1,0,EURJPY_M1,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_3af2f7a1,EURJPY,M1,mean_reversion,21,20,80,fixed,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.7111,30.41,5.83,0.01,-5.19,463.0,194,11,7,-0.0267,1.6272,rsi_reversal_ef40a5f0,EURJPY,M1,mean_reversion,21,30,70,fixed,atr_mult,tokyo,False,False,False,60,7.7,-5.19,0.0,0.0,194,0,0,EURJPY_M1,0.7111
0.4747,35.47,15.75,0.02,-15.56,114.1,578,18,6,-0.0269,0.8638,rsi_reversal_9e93aebf,EURJPY,M1,mean_reversion,18,30,70,fixed,fixed,london_ny,False,True,True,120,1.9,-1.43,-6.48,-7.65,71,260,247,EURJPY_M1,0.4747
1.0722,61.24,3.74,0.0,1.55,1581.9,178,5,8,0.0087,0.6788,rsi_reversal_43c596c9,EURJPY,M1,mean_reversion,14,28,72,atr_mult,atr_mult,london,False,True,True,120,26.4,2.36,-0.81,0.0,39,139,0,EURJPY_M1,1.0722
0.5532,14.95,5.66,0.01,-5.31,729.5,107,16,3,-0.0496,3.1463,rsi_reversal_72590aee,EURJPY,M1,mean_reversion,10,25,75,fixed,atr_mult,all,True,True,False,240,12.2,-4.68,-0.67,0.05,50,24,33,EURJPY_M1,0.5532
0.6857,61.57,13.75,0.01,-11.57,1134.4,268,5,9,-0.0432,0.428,rsi_reversal_1239b9f7,EURJPY,M1,mean_reversion,14,30,70,atr_mult,atr_mult,tokyo,False,True,False,60,18.9,-11.57,0.0,0.0,268,0,0,EURJPY_M1,0.6857
0.7731,54.92,9.52,0.01,-7.37,1446.1,244,6,7,-0.0302,0.6347,rsi_reversal_d860fa38,EURJPY,M1,mean_reversion,7,32,68,atr_mult,atr_mult,newyork,True,False,True,60,24.1,0.0,-3.82,-3.55,0,82,162,EURJPY_M1,0.7731
0.8409,33.8,7.0,0.01,-6.02,1257.3,284,11,5,-0.0212,1.6467,rsi_reversal_5720c953,EURJPY,M1,mean_reversion,18,32,68,atr_mult,atr_mult,newyork,False,True,True,120,21.0,0.0,-2.12,-3.9,0,96,188,EURJPY_M1,0.8409
inf,100.0,0.0,0.0,0.25,900.0,1,0,1,0.251,0.0,rsi_reversal_a7dd6ee3,EURJPY,M1,mean_reversion,21,30,70,atr_mult,atr_mult,london,True,False,True,120,15.0,0.0,0.25,0.0,0,1,0,EURJPY_M1,10.0
0.5263,14.46,14.27,0.01,-13.31,385.0,401,30,2,-0.0332,3.1126,rsi_reversal_590a877a,EURJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,all,True,True,True,0,6.4,-5.2,-4.35,-3.76,175,104,122,EURJPY_M1,0.5263
0.6638,25.88,2.41,0.0,-1.86,185.6,85,9,3,-0.0219,1.9008,rsi_reversal_34b73b2b,EURJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,tokyo,True,False,False,240,3.1,-1.86,0.0,0.0,85,0,0,EURJPY_M1,0.6638
0.6721,20.49,16.82,0.02,-15.68,331.6,776,22,4,-0.0202,2.6082,rsi_reversal_519d5493,EURJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,london,False,True,True,120,5.5,2.0,-17.68,0.0,173,603,0,EURJPY_M1,0.6721
1.2433,56.0,1.31,0.0,0.76,1968.0,25,4,4,0.0303,0.9769,rsi_reversal_36a9d345,EURJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,london,True,False,True,240,32.8,-0.12,0.88,0.0,6,19,0,EURJPY_M1,1.2433
0.9276,32.0,3.11,0.0,-1.27,1319.5,125,10,3,-0.0102,1.9711,rsi_reversal_40288e8f,EURJPY,M1,mean_reversion,14,25,75,fixed,atr_mult,newyork,False,False,False,0,22.0,0.0,-0.83,-0.44,0,44,81,EURJPY_M1,0.9276
0.7216,63.0,4.82,0.0,-3.87,1158.0,100,5,5,-0.0387,0.4238,rsi_reversal_f8c096fe,EURJPY,M1,mean_reversion,14,25,75,atr_mult,atr_mult,newyork,False,True,False,240,19.3,0.0,-1.82,-2.05,0,34,66,EURJPY_M1,0.7216
1.1123,55.33,5.93,0.01,5.09,1722.2,300,6,6,0.017,0.8979,rsi_reversal_ecfeeede,EURJPY,M1,mean_reversion,18,35,65,atr_mult,atr_mult,london,False,True,False,60,28.7,4.18,0.91,0.0,71,229,0,EURJPY_M1,1.1123
1.2974,56.38,3.13,0.0,3.9,1764.9,94,3,7,0.0414,1.0037,rsi_reversal_0d828371,EURJPY,M1,mean_reversion,14,25,75,atr_mult,fixed,london,False,True,False,120,29.4,1.24,2.65,0.0,21,73,0,EURJPY_M1,1.2974
0.54,21.43,3.66,0.0,-3.32,216.4,112,14,3,-0.0296,1.9799,rsi_reversal_dc725157,EURJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,60,3.6,-2.02,-0.25,-1.05,52,22,38,EURJPY_M1,0.54
0.7443,50.0,1.14,0.0,-0.48,736.7,18,5,5,-0.0268,0.7443,rsi_reversal_0feeb3fe,EURJPY,M1,mean_reversion,21,32,68,fixed,atr_mult,newyork,True,False,True,60,12.3,0.0,-0.5,0.01,0,6,12,EURJPY_M1,0.7443
0.5765,62.04,90.12,0.09,-89.35,306.1,2987,11,16,-0.0299,0.3528,rsi_reversal_7b07bc10,EURJPY,M1,mean_reversion,7,30,70,fixed,atr_mult,all,False,True,True,0,5.1,-35.29,-23.04,-31.01,1119,876,992,EURJPY_M1,0.5765
0.9833,63.4,4.62,0.0,-0.51,1316.4,235,6,9,-0.0022,0.5676,rsi_reversal_3b6d57d1,EURJPY,M1,mean_reversion,18,30,70,fixed,atr_mult,london_ny,False,True,False,60,21.9,0.16,-0.15,-0.52,30,105,100,EURJPY_M1,0.9833
0.8843,34.78,4.08,0.0,-1.45,1337.0,92,9,4,-0.0158,1.6581,rsi_reversal_5d68ec8b,EURJPY,M1,mean_reversion,14,20,80,atr_mult,atr_mult,all,False,True,True,240,22.3,-1.93,2.56,-2.08,43,22,27,EURJPY_M1,0.8843
0.384,18.26,5.58,0.01,-4.94,261.9,115,26,2,-0.0429,1.7189,rsi_reversal_d3f8ed23,EURJPY,M1,mean_reversion,7,20,80,fixed,fixed,newyork,True,False,True,0,4.4,0.0,-1.74,-3.2,0,37,78,EURJPY_M1,0.384
0.5963,50.91,4.79,0.0,-3.06,1065.8,55,7,4,-0.0557,0.575,rsi_reversal_13d4aeb4,EURJPY,M1,mean_reversion,7,20,80,fixed,fixed,tokyo,True,False,True,0,17.8,-3.06,0.0,0.0,55,0,0,EURJPY_M1,0.5963
0.6608,28.35,17.64,0.02,-16.12,828.6,395,20,5,-0.0408,1.6696,rsi_reversal_f7da6f6b,EURJPY,M1,mean_reversion,7,25,75,atr_mult,fixed,all,True,True,True,0,13.8,-7.21,-4.28,-4.62,157,112,126,EURJPY_M1,0.6608
0.6826,36.83,21.93,0.02,-21.12,661.0,668,18,6,-0.0316,1.1709,rsi_reversal_ff48c115,EURJPY,M1,mean_reversion,7,25,75,fixed,fixed,newyork,False,True,True,60,11.0,0.0,-9.73,-11.39,0,228,440,EURJPY_M1,0.6826
2.3733,50.0,0.07,0.0,0.1,630.0,2,1,1,0.0515,2.3733,rsi_reversal_e012d1b7,EURJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,True,60,10.5,-0.08,0.0,0.18,1,0,1,EURJPY_M1,2.3733
0.816,26.29,19.63,0.02,-16.64,954.8,734,17,3,-0.0227,2.2874,rsi_reversal_27b5e374,EURJPY,M1,mean_reversion,7,30,70,fixed,fixed,newyork,False,True,False,60,15.9,0.0,-7.7,-8.94,0,256,478,EURJPY_M1,0.816
0.5267,49.9,43.29,0.04,-43.18,187.2,1453,12,14,-0.0297,0.5288,rsi_reversal_b501e0e1,EURJPY,M1,mean_reversion,7,30,70,fixed,atr_mult,tokyo,False,False,True,240,3.1,-43.18,0.0,0.0,1453,0,0,EURJPY_M1,0.5267
0.8507,31.82,2.33,0.0,-1.64,518.6,132,10,3,-0.0124,1.823,rsi_reversal_59182b3a,EURJPY,M1,mean_reversion,14,28,72,fixed,atr_mult,all,True,True,False,0,8.6,-0.7,-0.35,-0.58,62,27,43,EURJPY_M1,0.8507
0.5865,31.52,14.19,0.01,-13.03,391.6,349,11,4,-0.0373,1.2743,rsi_reversal_8a171d7d,EURJPY,M1,mean_reversion,14,28,72,fixed,atr_mult,tokyo,False,True,True,60,6.5,-13.03,0.0,0.0,349,0,0,EURJPY_M1,0.5865
0.8683,50.0,0.21,0.0,-0.03,1440.0,2,1,1,-0.0135,0.8683,rsi_reversal_041f8989,EURJPY,M1,mean_reversion,21,25,75,atr_mult,atr_mult,all,True,True,True,120,24.0,-0.21,0.0,0.18,1,0,1,EURJPY_M1,0.8683
0.4138,34.88,17.95,0.02,-17.95,116.7,562,14,5,-0.0319,0.7727,rsi_reversal_91d86554,EURJPY,M1,mean_reversion,7,20,80,fixed,fixed,newyork,False,True,False,60,1.9,0.0,-7.06,-10.89,0,182,380,EURJPY_M1,0.4138
0.5092,27.55,9.11,0.01,-8.75,413.3,196,13,4,-0.0446,1.339,rsi_reversal_91fd0ad1,EURJPY,M1,mean_reversion,18,25,75,atr_mult,atr_mult,all,False,True,True,240,6.9,-5.51,-1.72,-1.51,88,48,60,EURJPY_M1,0.5092
0.9289,39.32,14.25,0.01,-6.64,1033.2,735,13,7,-0.009,1.4335,rsi_reversal_d227fedd,EURJPY,M1,mean_reversion,10,28,72,atr_mult,atr_mult,london_ny,False,True,True,0,17.2,2.4,-3.18,-5.87,96,340,299,EURJPY_M1,0.9289
0.753,40.3,5.62,0.01,-4.8,701.2,201,8,6,-0.0239,1.1155,rsi_reversal_a865b9c9,EURJPY,M1,mean_reversion,7,25,75,atr_mult,fixed,newyork,True,False,True,60,11.7,0.0,-2.53,-2.27,0,62,139,EURJPY_M1,0.753
0.703,43.2,39.19,0.04,-38.66,834.9,1192,10,8,-0.0324,0.9241,rsi_reversal_a056ecb1,EURJPY,M1,mean_reversion,7,35,65,fixed,atr_mult,all,True,False,True,0,13.9,-20.11,-10.03,-8.52,452,347,393,EURJPY_M1,0.703
0.4862,17.65,13.5,0.01,-13.28,228.8,391,20,2,-0.034,2.2688,rsi_reversal_fdfb4d3e,EURJPY,M1,mean_reversion,18,30,70,fixed,fixed,tokyo,False,False,False,120,3.8,-13.28,0.0,0.0,391,0,0,EURJPY_M1,0.4862
0.6517,52.7,3.86,0.0,-3.34,1205.7,74,4,4,-0.0451,0.5848,rsi_reversal_41245532,EURJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,120,20.1,-3.42,-0.93,1.02,31,16,27,EURJPY_M1,0.6517
0.6844,14.35,21.53,0.02,-20.68,370.0,941,27,3,-0.022,4.0862,rsi_reversal_7dabc487,EURJPY,M1,mean_reversion,7,25,75,fixed,fixed,london,False,True,False,60,6.2,-1.08,-19.61,0.0,194,747,0,EURJPY_M1,0.6844
0.5231,13.81,15.26,0.02,-14.06,803.1,268,44,3,-0.0525,3.2659,rsi_reversal_f4b816da,EURJPY,M1,mean_reversion,10,32,68,atr_mult,atr_mult,tokyo,True,False,False,60,13.4,-14.06,0.0,0.0,268,0,0,EURJPY_M1,0.5231
0.4862,18.37,13.72,0.01,-13.15,253.5,392,20,3,-0.0335,2.1609,rsi_reversal_3fde7dba,EURJPY,M1,mean_reversion,18,30,70,atr_mult,fixed,tokyo,False,False,True,240,4.2,-13.15,0.0,0.0,392,0,0,EURJPY_M1,0.4862
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1291162e,EURJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,False,240,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.9213,31.66,8.22,0.01,-4.39,932.2,499,12,7,-0.0088,1.9884,rsi_reversal_e4af5c24,EURJPY,M1,mean_reversion,10,28,72,fixed,fixed,london,False,True,True,0,15.5,3.9,-8.29,0.0,113,386,0,EURJPY_M1,0.9213
0.5221,17.65,2.59,0.0,-2.22,1215.9,34,6,1,-0.0652,2.4364,rsi_reversal_3265c873,EURJPY,M1,mean_reversion,21,32,68,fixed,fixed,tokyo,True,False,False,0,20.3,-2.22,0.0,0.0,34,0,0,EURJPY_M1,0.5221
0.7414,25.0,1.55,0.0,-1.52,286.4,88,10,2,-0.0173,2.2242,rsi_reversal_ee52023a,EURJPY,M1,mean_reversion,21,32,68,fixed,fixed,all,True,True,False,240,4.8,0.14,-0.78,-0.88,46,19,23,EURJPY_M1,0.7414
0.9606,43.75,0.78,0.0,-0.06,405.0,16,3,3,-0.0037,1.2351,rsi_reversal_1188e06f,EURJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,False,True,False,120,6.8,-0.06,0.0,0.0,16,0,0,EURJPY_M1,0.9606
0.0,0.0,0.16,0.0,-0.16,960.0,1,1,0,-0.158,0.0,rsi_reversal_14c139bd,EURJPY,M1,mean_reversion,21,32,68,atr_mult,fixed,newyork,True,False,False,120,16.0,0.0,0.0,-0.16,0,0,1,EURJPY_M1,0.0
1.7158,76.47,0.39,0.0,0.92,861.2,17,1,5,0.0542,0.528,rsi_reversal_7b31689d,EURJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,newyork,True,False,True,0,14.4,0.0,-0.43,1.35,0,4,13,EURJPY_M1,1.7158
0.5881,57.75,17.13,0.02,-16.63,232.1,632,6,10,-0.0263,0.4302,rsi_reversal_a82449b9,EURJPY,M1,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,3.9,-2.45,-14.19,0.0,137,495,0,EURJPY_M1,0.5881
0.5625,68.92,14.63,0.01,-13.41,473.4,370,4,10,-0.0362,0.2537,rsi_reversal_c4bf3fd8,EURJPY,M1,mean_reversion,21,35,65,fixed,fixed,tokyo,False,True,False,0,7.9,-13.41,0.0,0.0,370,0,0,EURJPY_M1,0.5625
0.6699,35.53,25.09,0.03,-23.28,593.4,653,20,4,-0.0356,1.2157,rsi_reversal_4dd53685,EURJPY,M1,mean_reversion,10,35,65,fixed,fixed,all,True,True,False,60,9.9,-10.1,-6.59,-6.58,254,194,205,EURJPY_M1,0.6699
0.8071,51.52,2.01,0.0,-0.83,983.6,33,5,4,-0.0252,0.7596,rsi_reversal_c9550def,EURJPY,M1,mean_reversion,21,25,75,fixed,fixed,tokyo,False,True,True,60,16.4,-0.83,0.0,0.0,33,0,0,EURJPY_M1,0.8071
inf,100.0,0.0,0.0,0.22,300.0,1,0,1,0.224,0.0,rsi_reversal_fcec14a6,EURJPY,M1,mean_reversion,14,20,80,atr_mult,atr_mult,tokyo,True,False,True,240,5.0,0.22,0.0,0.0,1,0,0,EURJPY_M1,10.0
0.8484,49.78,10.61,0.01,-6.87,626.3,454,7,7,-0.0151,0.8559,rsi_reversal_cea362ea,EURJPY,M1,mean_reversion,18,35,65,fixed,atr_mult,london,False,True,True,120,10.4,0.14,-7.0,0.0,102,352,0,EURJPY_M1,0.8484
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_74f9af2e,EURJPY,M1,mean_reversion,18,20,80,atr_mult,fixed,london_ny,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.8172,21.41,11.05,0.01,-7.71,705.0,411,31,3,-0.0188,2.9994,rsi_reversal_12f149b0,EURJPY,M1,mean_reversion,21,32,68,fixed,atr_mult,london_ny,False,True,False,60,11.8,2.39,-2.23,-7.87,49,180,182,EURJPY_M1,0.8172
0.7962,34.62,9.66,0.01,-7.72,2676.3,182,6,4,-0.0424,1.5039,rsi_reversal_3337b0fb,EURJPY,M1,mean_reversion,7,32,68,atr_mult,fixed,london,True,False,False,240,44.6,-2.12,-5.6,0.0,53,129,0,EURJPY_M1,0.7962
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a895077c,EURJPY,M1,mean_reversion,18,20,80,atr_mult,atr_mult,tokyo,True,False,False,120,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.8653,39.29,2.13,0.0,-0.71,652.5,56,5,6,-0.0127,1.3372,rsi_reversal_e41d0290,EURJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,london_ny,True,False,True,120,10.9,-0.67,-0.68,0.65,7,24,25,EURJPY_M1,0.8653
0.785,31.96,18.86,0.02,-16.84,1261.5,557,10,4,-0.0302,1.6714,rsi_reversal_f4d4394b,EURJPY,M1,mean_reversion,7,28,72,atr_mult,atr_mult,tokyo,False,True,True,60,21.0,-16.84,0.0,0.0,557,0,0,EURJPY_M1,0.785
0.7676,38.38,34.28,0.03,-32.68,578.7,1355,16,5,-0.0241,1.2326,rsi_reversal_365894b2,EURJPY,M1,mean_reversion,10,32,68,fixed,fixed,london_ny,False,True,False,60,9.6,-3.57,-13.28,-15.82,167,637,551,EURJPY_M1,0.7676
0.4009,19.05,10.36,0.01,-10.03,167.1,252,20,3,-0.0398,1.704,rsi_reversal_fc598c45,EURJPY,M1,mean_reversion,10,30,70,atr_mult,fixed,newyork,True,False,True,0,2.8,0.0,-2.66,-7.37,0,77,175,EURJPY_M1,0.4009
1.3002,55.88,1.53,0.0,1.34,1378.2,34,5,7,0.0394,1.0265,rsi_reversal_8eaf0095,EURJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,newyork,True,False,False,60,23.0,0.0,0.22,1.12,0,13,21,EURJPY_M1,1.3002
0.9017,41.83,11.49,0.01,-7.54,2132.5,416,13,7,-0.0181,1.2541,rsi_reversal_7d1dacdf,EURJPY,M1,mean_reversion,18,30,70,fixed,fixed,all,False,False,False,120,35.5,-2.31,-1.37,-3.85,171,109,136,EURJPY_M1,0.9017
0.8724,64.14,3.01,0.0,-2.1,957.5,145,4,9,-0.0145,0.4878,rsi_reversal_5a528658,EURJPY,M1,mean_reversion,21,32,68,atr_mult,fixed,london,False,True,True,240,16.0,1.61,-3.71,0.0,34,111,0,EURJPY_M1,0.8724
0.8499,38.81,5.85,0.01,-4.07,1030.1,201,13,6,-0.0203,1.3402,rsi_reversal_ba111fd0,EURJPY,M1,mean_reversion,21,32,68,atr_mult,atr_mult,newyork,False,True,True,60,17.2,0.0,1.18,-5.25,0,72,129,EURJPY_M1,0.8499
1.0423,36.07,2.69,0.0,0.31,923.6,61,6,4,0.0051,1.8478,rsi_reversal_fc6388ec,EURJPY,M1,mean_reversion,10,25,75,fixed,atr_mult,newyork,True,False,True,0,15.4,0.0,-0.58,0.89,0,19,42,EURJPY_M1,1.0423
0.6069,34.77,28.93,0.03,-28.45,366.8,834,18,8,-0.0341,1.1385,rsi_reversal_72c6fd76,EURJPY,M1,mean_reversion,7,30,70,atr_mult,atr_mult,all,True,True,False,120,6.1,-12.85,-8.01,-7.59,325,238,271,EURJPY_M1,0.6069
0.949,57.35,7.8,0.01,-3.34,1218.0,558,6,9,-0.006,0.7058,rsi_reversal_6b946fdf,EURJPY,M1,mean_reversion,7,30,70,fixed,fixed,london,False,False,True,240,20.3,-0.83,-2.51,0.0,134,424,0,EURJPY_M1,0.949
0.5581,19.66,39.53,0.04,-39.45,230.9,1358,30,4,-0.0291,2.2806,rsi_reversal_09f0bc6f,EURJPY,M1,mean_reversion,10,28,72,fixed,fixed,london_ny,False,False,False,60,3.8,-3.23,-19.25,-16.97,169,622,567,EURJPY_M1,0.5581
1.162,46.34,3.0,0.0,1.15,2105.9,41,5,7,0.0281,1.3454,rsi_reversal_45c5b145,EURJPY,M1,mean_reversion,14,32,68,atr_mult,atr_mult,newyork,True,False,False,60,35.1,0.0,-0.21,1.37,0,17,24,EURJPY_M1,1.162
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2f3fd065,EURJPY,M1,mean_reversion,18,20,80,atr_mult,fixed,all,True,True,True,120,0.0,0.0,0.0,0.0,0,0,0,EURJPY_M1,0.0
0.7533,37.1,20.36,0.02,-18.46,2063.1,372,8,4,-0.0496,1.2774,rsi_reversal_26522ae3,EURJPY,M1,mean_reversion,10,32,68,fixed,fixed,tokyo,False,True,False,0,34.4,-18.46,0.0,0.0,372,0,0,EURJPY_M1,0.7533
0.6612,11.75,16.52,0.02,-15.37,442.9,647,41,2,-0.0238,4.9675,rsi_reversal_530d6697,EURJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,False,120,7.4,-15.37,0.0,0.0,647,0,0,EURJPY_M1,0.6612
0.9036,62.16,3.42,0.0,-1.01,1288.4,74,5,7,-0.0136,0.55,rsi_reversal_2ded6437,EURJPY,M1,mean_reversion,14,32,68,fixed,atr_mult,newyork,True,False,False,120,21.5,0.0,0.16,-1.17,0,26,48,EURJPY_M1,0.9036
