pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,name,sym,tf,sig_type,cat,tp_d,sl_d,sess,lv,be,trail,trail_type,mb,hold_m,pnl_tokyo,tr_tokyo,pnl_london,tr_london,pnl_newyork,tr_newyork
0.9264,36.34,4.8,0.0,-1.79,267.2,410,11,5,-0.0044,1.6227,donchian_break_c5c0dc08,GBPJPY,M1,donchian_break,breakout,A×2.5,A×1.0,newyork,True,False,True,atr_mult,30,4.5,0.0,0,2.14,134,-3.93,276
0.8168,40.2,18.41,0.02,-16.74,119.3,2082,13,7,-0.008,1.215,wick_reversal_bf7ce78f,GBPJPY,M1,wick_reversal,mean_reversion,A×2.0,A×0.7,london,True,False,True,fixed,0,2.0,-2.22,445,-14.52,1637,0.0,0
1.3166,59.26,0.46,0.0,0.61,102.2,54,4,6,0.0113,0.9052,atr_break_d9de6bac,GBPJPY,M1,atr_break,breakout,15p,15p,london,True,False,True,fixed,0,1.7,0.17,11,0.44,43,0.0,0
0.7429,40.96,6.78,0.01,-6.23,76.4,647,8,5,-0.0096,1.0709,bb_bounce_6ba0da53,GBPJPY,M1,bb_bounce,mean_reversion,15p,7p,newyork,False,True,True,atr_mult,60,1.3,0.0,0,-2.14,222,-4.09,425
1.0641,48.78,0.53,0.0,0.13,143.4,41,4,3,0.003,1.1173,hilo_break_eb0ffa78,GBPJPY,M1,hilo_break,breakout,A×4.0,A×1.0,newyork,True,True,True,fixed,60,2.4,0.0,0,-0.02,16,0.15,25
0.0,0.0,0.01,0.0,-0.01,60.0,1,1,0,-0.006,0.0,wick_reversal_918e85b4,GBPJPY,M1,wick_reversal,mean_reversion,15p,7p,london,False,False,True,fixed,60,1.0,0.0,0,-0.01,1,0.0,0
0.7723,38.82,5.08,0.01,-3.2,181.2,304,7,5,-0.0105,1.2173,donchian_break_1d072815,GBPJPY,M1,donchian_break,breakout,A×3.0,A×0.7,newyork,False,True,True,atr_mult,120,3.0,0.0,0,0.95,108,-4.15,196
0.6241,37.07,5.6,0.01,-5.33,238.8,205,12,4,-0.026,1.0594,bb_bounce_c8ffa861,GBPJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.0,london,False,True,True,atr_mult,60,4.0,-1.59,42,-3.73,163,0.0,0
0.771,42.95,10.29,0.01,-9.97,69.6,1234,11,7,-0.0081,1.0241,bb_bounce_bda03671,GBPJPY,M1,bb_bounce,mean_reversion,15p,5p,newyork,True,True,True,atr_mult,60,1.2,0.0,0,-4.86,458,-5.11,776
0.7131,41.11,1.59,0.0,-1.01,78.0,90,6,4,-0.0113,1.0214,bb_bounce_d69a0eba,GBPJPY,M1,bb_bounce,mean_reversion,15p,7p,london,True,True,False,,60,1.3,-0.45,18,-0.56,72,0.0,0
0.9903,55.64,6.23,0.01,-0.29,218.7,559,5,11,-0.0005,0.7897,hilo_break_0c1577cd,GBPJPY,M1,hilo_break,breakout,A×5.0,A×1.5,london,False,True,True,fixed,0,3.6,-0.85,138,0.56,421,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_dd28d542,GBPJPY,M1,atr_break,breakout,A×3.0,A×1.5,london,True,True,True,fixed,30,0.0,0.0,0,0.0,0,0.0,0
0.7947,49.72,21.34,0.02,-21.23,286.2,1591,8,10,-0.0133,0.8037,wick_reversal_374dfe3a,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.5,london,True,True,True,atr_mult,0,4.8,-5.73,352,-15.5,1239,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_d5826a56,GBPJPY,M1,atr_break,breakout,A×2.0,A×1.0,newyork,True,True,True,atr_mult,0,0.0,0.0,0,0.0,0,0.0,0
0.9338,44.26,4.97,0.0,-1.35,217.2,366,10,5,-0.0037,1.176,bb_bounce_400e9e56,GBPJPY,M1,bb_bounce,mean_reversion,A×2.5,A×1.0,newyork,True,True,True,atr_mult,0,3.6,0.0,0,-1.84,134,0.48,232
0.8048,41.91,2.32,0.0,-1.69,66.7,241,14,6,-0.007,1.1156,hilo_break_c60f86e0,GBPJPY,M1,hilo_break,breakout,15p,5p,london,True,True,True,atr_mult,30,1.1,-0.8,58,-0.9,183,0.0,0
0.7244,35.53,8.87,0.01,-8.87,175.8,636,11,5,-0.0139,1.3141,bb_bounce_17d2a40d,GBPJPY,M1,bb_bounce,mean_reversion,A×3.0,A×0.7,london,False,False,True,atr_mult,60,2.9,0.39,139,-9.26,497,0.0,0
0.8608,37.5,0.89,0.0,-0.31,108.2,56,5,4,-0.0055,1.4347,atr_break_98bf8924,GBPJPY,M1,atr_break,breakout,20p,10p,newyork,True,False,True,atr_mult,30,1.8,0.0,0,0.19,20,-0.5,36
inf,100.0,0.0,0.0,0.01,180.0,1,0,1,0.012,0.0,atr_break_87ea9b6f,GBPJPY,M1,atr_break,breakout,A×4.0,A×1.5,newyork,True,True,True,atr_mult,30,3.0,0.0,0,0.0,0,0.01,1
1.5405,49.09,0.38,0.0,1.08,142.9,55,5,4,0.0197,1.5975,atr_break_596b01e0,GBPJPY,M1,atr_break,breakout,A×2.0,A×0.7,newyork,True,True,True,atr_mult,30,2.4,0.0,0,0.9,22,0.18,33
1.6116,54.05,0.25,0.0,0.73,129.7,37,3,3,0.0196,1.3699,hilo_break_0cb781e5,GBPJPY,M1,hilo_break,breakout,A×2.0,A×0.7,newyork,True,True,True,fixed,0,2.2,0.0,0,-0.05,15,0.78,22
0.8061,45.61,23.13,0.02,-22.97,149.3,2337,12,8,-0.0098,0.9611,wick_reversal_e30b21ba,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.0,london,True,True,True,fixed,60,2.5,-9.04,521,-13.93,1816,0.0,0
1.5523,55.56,0.39,0.0,0.68,277.8,27,2,4,0.025,1.2418,hilo_break_e6059cf2,GBPJPY,M1,hilo_break,breakout,A×4.0,A×1.0,newyork,True,True,False,,60,4.6,0.0,0,-0.09,11,0.77,16
0.9794,48.36,6.05,0.01,-0.6,217.7,548,8,6,-0.0011,1.0459,hilo_break_3aa5913b,GBPJPY,M1,hilo_break,breakout,A×3.0,A×1.0,london,False,True,True,atr_mult,120,3.6,-3.04,134,2.44,414,0.0,0
0.7175,36.86,30.94,0.03,-30.17,111.6,2317,14,7,-0.013,1.2292,wick_reversal_c687e114,GBPJPY,M1,wick_reversal,mean_reversion,20p,10p,london,True,False,True,atr_mult,30,1.9,-9.77,533,-20.4,1784,0.0,0
0.5276,39.13,1.88,0.0,-1.88,136.5,69,4,3,-0.0273,0.8207,bb_bounce_a9c70437,GBPJPY,M1,bb_bounce,mean_reversion,A×2.0,A×1.0,newyork,True,True,True,fixed,60,2.3,0.0,0,-1.14,28,-0.74,41
0.8157,38.83,17.93,0.02,-16.33,152.2,1893,15,7,-0.0086,1.2851,wick_reversal_b513e864,GBPJPY,M1,wick_reversal,mean_reversion,A×2.0,A×0.7,newyork,True,True,True,atr_mult,30,2.5,0.0,0,-3.54,637,-12.78,1256
0.8699,46.25,6.9,0.01,-6.29,154.1,1014,10,8,-0.0062,1.0109,bb_bounce_132e4b59,GBPJPY,M1,bb_bounce,mean_reversion,A×3.0,A×1.0,london,True,False,True,fixed,30,2.6,0.14,208,-6.43,806,0.0,0
1.2429,56.36,0.63,0.0,0.53,147.3,55,5,5,0.0097,0.9623,hilo_break_2d03f2bd,GBPJPY,M1,hilo_break,breakout,A×2.0,A×1.0,newyork,False,False,True,fixed,0,2.5,0.0,0,0.2,22,0.34,33
0.9612,38.04,9.77,0.01,-3.95,752.7,1062,15,13,-0.0037,1.5655,wick_reversal_bd0afcab,GBPJPY,M1,wick_reversal,mean_reversion,A×4.0,A×1.5,newyork,False,False,True,atr_mult,60,12.5,0.0,0,1.38,379,-5.33,683
0.8182,40.81,31.57,0.03,-31.29,98.4,4188,14,9,-0.0075,1.1868,wick_reversal_91477585,GBPJPY,M1,wick_reversal,mean_reversion,20p,10p,london,False,True,False,,60,1.6,-3.28,930,-28.01,3258,0.0,0
1.0177,37.3,2.29,0.0,0.16,164.4,185,11,8,0.0009,1.7109,hilo_break_611a9559,GBPJPY,M1,hilo_break,breakout,A×3.0,A×0.7,london,True,True,True,atr_mult,120,2.7,-1.75,45,1.91,140,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_721dd999,GBPJPY,M1,atr_break,breakout,A×3.0,A×1.0,newyork,True,True,True,atr_mult,60,0.0,0.0,0,0.0,0,0.0,0
0.7645,42.9,28.87,0.03,-28.29,77.4,3217,12,8,-0.0088,1.0177,wick_reversal_51d1d7a8,GBPJPY,M1,wick_reversal,mean_reversion,15p,7p,newyork,True,False,False,,0,1.3,0.0,0,-9.63,1103,-18.65,2114
0.9117,32.19,4.48,0.0,-1.87,185.3,407,14,6,-0.0046,1.9207,bb_bounce_8f7fb52c,GBPJPY,M1,bb_bounce,mean_reversion,A×2.0,A×0.7,newyork,True,False,True,atr_mult,30,3.1,0.0,0,-1.1,159,-0.77,248
0.8683,48.79,21.12,0.02,-20.92,157.9,3179,10,10,-0.0066,0.9114,wick_reversal_9e2577d5,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.0,london,False,True,True,fixed,0,2.6,-1.56,698,-19.37,2481,0.0,0
0.8058,44.83,1.22,0.0,-0.78,122.1,87,5,4,-0.009,0.9918,hilo_break_32c1850a,GBPJPY,M1,hilo_break,breakout,A×3.0,A×0.7,london,False,True,True,fixed,0,2.0,-0.58,20,-0.2,67,0.0,0
0.846,45.46,22.51,0.02,-21.47,303.4,2147,10,7,-0.01,1.0151,wick_reversal_bb1db9dd,GBPJPY,M1,wick_reversal,mean_reversion,A×4.0,A×1.5,newyork,False,False,True,atr_mult,120,5.1,0.0,0,-0.76,706,-20.7,1441
0.9096,54.01,2.09,0.0,-0.84,116.5,187,8,7,-0.0045,0.7745,donchian_break_f04bf4e1,GBPJPY,M1,donchian_break,breakout,15p,15p,london,True,False,True,atr_mult,30,1.9,-1.11,40,0.26,147,0.0,0
1.1934,33.33,0.93,0.0,0.42,312.5,48,8,3,0.0087,2.3868,atr_break_ecab20cc,GBPJPY,M1,atr_break,breakout,A×3.0,A×0.7,newyork,True,False,True,atr_mult,30,5.2,0.0,0,-0.2,16,0.62,32
0.7738,40.13,20.98,0.02,-20.59,98.6,2168,16,9,-0.0095,1.1544,wick_reversal_f75ec7ee,GBPJPY,M1,wick_reversal,mean_reversion,20p,10p,london,True,True,False,,60,1.6,-4.81,491,-15.77,1677,0.0,0
0.8819,46.68,13.9,0.01,-10.37,148.0,1808,13,11,-0.0057,1.0073,wick_reversal_edecf4ef,GBPJPY,M1,wick_reversal,mean_reversion,A×2.0,A×1.0,newyork,True,True,True,fixed,120,2.5,0.0,0,1.39,627,-11.76,1181
0.8551,43.98,8.53,0.01,-8.05,185.8,1055,11,12,-0.0076,1.0892,bb_bounce_44285e10,GBPJPY,M1,bb_bounce,mean_reversion,A×2.0,A×1.0,newyork,True,True,True,atr_mult,0,3.1,0.0,0,-4.96,375,-3.09,680
1.1749,50.0,0.44,0.0,0.19,100.7,28,4,3,0.0067,1.1749,hilo_break_f10d9212,GBPJPY,M1,hilo_break,breakout,20p,10p,newyork,True,True,True,atr_mult,30,1.7,0.0,0,0.18,11,0.01,17
1.1938,46.0,0.52,0.0,0.49,214.8,50,4,5,0.0097,1.4015,atr_break_615893df,GBPJPY,M1,atr_break,breakout,A×2.0,A×1.0,newyork,True,True,True,atr_mult,120,3.6,0.0,0,0.89,20,-0.41,30
1.0058,37.78,1.28,0.0,0.02,630.7,45,9,4,0.0005,1.6566,atr_break_6085f916,GBPJPY,M1,atr_break,breakout,A×5.0,A×1.5,newyork,True,False,True,atr_mult,0,10.5,0.0,0,0.67,17,-0.65,28
0.7121,45.01,7.58,0.01,-7.0,151.9,451,10,6,-0.0155,0.87,bb_bounce_d915936b,GBPJPY,M1,bb_bounce,mean_reversion,A×2.5,A×1.0,newyork,True,True,True,fixed,60,2.5,0.0,0,-3.77,164,-3.23,287
1.0306,49.84,3.9,0.0,0.5,230.6,307,7,7,0.0016,1.0373,donchian_break_73f72ad3,GBPJPY,M1,donchian_break,breakout,A×4.0,A×1.0,london,False,True,True,atr_mult,30,3.8,-1.0,72,1.5,235,0.0,0
0.6508,44.39,4.37,0.0,-4.18,114.7,214,11,4,-0.0195,0.8152,bb_bounce_0a931938,GBPJPY,M1,bb_bounce,mean_reversion,15p,15p,london,False,True,False,,120,1.9,-0.37,48,-3.81,166,0.0,0
0.9157,45.23,10.15,0.01,-6.61,251.1,1384,13,9,-0.0048,1.1088,wick_reversal_c1705c93,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.0,newyork,True,True,True,atr_mult,30,4.2,0.0,0,3.96,484,-10.57,900
1.0158,38.14,1.29,0.0,0.06,100.8,97,7,4,0.0006,1.6473,atr_break_d6d5833c,GBPJPY,M1,atr_break,breakout,20p,10p,london,False,False,True,atr_mult,30,1.7,-0.04,25,0.09,72,0.0,0
0.9072,48.86,2.3,0.0,-1.77,114.2,438,8,8,-0.004,0.9496,bb_bounce_fc09dcdf,GBPJPY,M1,bb_bounce,mean_reversion,15p,15p,newyork,True,True,False,,120,1.9,0.0,0,-0.49,157,-1.28,281
inf,100.0,0.0,0.0,0.04,60.0,1,0,1,0.039,0.0,atr_break_cc0c7106,GBPJPY,M1,atr_break,breakout,15p,15p,newyork,True,True,True,fixed,120,1.0,0.0,0,0.0,0,0.04,1
0.8956,46.98,11.07,0.01,-10.56,157.7,2052,11,11,-0.0051,1.0107,wick_reversal_3d729afe,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.0,london,True,False,True,fixed,60,2.6,-5.26,474,-5.3,1578,0.0,0
0.8431,37.75,28.28,0.03,-27.21,112.2,3942,15,7,-0.0069,1.3904,wick_reversal_09334d19,GBPJPY,M1,wick_reversal,mean_reversion,20p,10p,london,False,False,True,atr_mult,120,1.9,-3.88,874,-23.32,3068,0.0,0
0.7663,51.79,4.91,0.0,-4.17,206.2,307,7,6,-0.0136,0.7133,bb_bounce_a5100abe,GBPJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.5,newyork,True,True,True,fixed,30,3.4,0.0,0,-1.02,100,-3.15,207
0.7689,43.02,47.32,0.05,-46.44,70.0,5765,13,9,-0.0081,1.0185,wick_reversal_95c99c12,GBPJPY,M1,wick_reversal,mean_reversion,15p,5p,newyork,False,True,False,,60,1.2,0.0,0,-11.2,1920,-35.24,3845
0.8788,39.21,3.9,0.0,-2.37,100.2,482,12,6,-0.0049,1.3624,hilo_break_81075ac5,GBPJPY,M1,hilo_break,breakout,20p,10p,london,False,True,True,atr_mult,120,1.7,-1.81,117,-0.56,365,0.0,0
1.0358,46.05,3.57,0.0,0.56,203.5,291,7,6,0.0019,1.2136,bb_bounce_343c0d37,GBPJPY,M1,bb_bounce,mean_reversion,A×2.5,A×1.0,newyork,True,True,True,atr_mult,120,3.4,0.0,0,-0.14,102,0.7,189
0.9727,51.16,1.14,0.0,-0.49,106.9,430,6,7,-0.0011,0.9285,bb_bounce_7d38bbbd,GBPJPY,M1,bb_bounce,mean_reversion,15p,15p,london,True,True,True,atr_mult,30,1.8,1.31,94,-1.8,336,0.0,0
0.8079,44.79,5.14,0.01,-4.47,215.3,422,9,7,-0.0106,0.996,bb_bounce_d07f7164,GBPJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.0,newyork,True,True,True,atr_mult,120,3.6,0.0,0,-2.51,144,-1.95,278
1.0046,51.32,2.54,0.0,0.08,293.4,265,7,8,0.0003,0.9529,hilo_break_c2abb5d9,GBPJPY,M1,hilo_break,breakout,A×4.0,A×1.5,london,True,True,True,atr_mult,0,4.9,-1.26,64,1.34,201,0.0,0
0.9094,37.94,5.04,0.01,-1.88,180.7,456,8,6,-0.0041,1.4876,hilo_break_f25b33f7,GBPJPY,M1,hilo_break,breakout,A×3.0,A×0.7,london,True,True,False,,60,3.0,-2.68,119,0.8,337,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_3642f719,GBPJPY,M1,atr_break,breakout,15p,7p,newyork,True,True,True,atr_mult,120,0.0,0.0,0,0.0,0,0.0,0
0.8572,55.27,5.62,0.01,-3.08,369.6,351,5,8,-0.0088,0.6937,bb_bounce_232814d8,GBPJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.5,newyork,True,True,False,,0,6.2,0.0,0,-2.21,136,-0.87,215
0.8884,53.33,12.18,0.01,-11.55,217.7,1832,10,10,-0.0063,0.7775,wick_reversal_817facf1,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.5,london,True,True,True,fixed,60,3.6,-5.43,383,-6.12,1449,0.0,0
1.395,55.56,0.56,0.0,0.76,329.3,45,5,6,0.017,1.116,atr_break_43e4c7dc,GBPJPY,M1,atr_break,breakout,A×4.0,A×1.0,newyork,True,True,False,,60,5.5,0.0,0,0.27,16,0.49,29
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_8d9a42ae,GBPJPY,M1,atr_break,breakout,A×4.0,A×1.0,london,True,False,False,,60,0.0,0.0,0,0.0,0,0.0,0
0.7324,45.51,1.86,0.0,-1.65,68.1,178,6,4,-0.0093,0.8771,donchian_break_a4feb139,GBPJPY,M1,donchian_break,breakout,15p,5p,newyork,True,False,True,atr_mult,0,1.1,0.0,0,-0.27,77,-1.38,101
0.9799,48.84,0.61,0.0,-0.05,262.3,43,4,5,-0.0011,1.0266,hilo_break_6f1c724b,GBPJPY,M1,hilo_break,breakout,A×4.0,A×1.0,london,True,True,True,atr_mult,120,4.4,0.14,9,-0.19,34,0.0,0
0.7848,41.11,23.91,0.02,-22.84,96.7,2598,14,12,-0.0088,1.1242,wick_reversal_c2725574,GBPJPY,M1,wick_reversal,mean_reversion,20p,10p,newyork,True,True,True,atr_mult,0,1.6,0.0,0,-6.55,909,-16.29,1689
0.7599,46.53,2.32,0.0,-1.73,148.8,144,9,5,-0.012,0.8733,donchian_break_b404d421,GBPJPY,M1,donchian_break,breakout,A×2.0,A×1.0,newyork,True,True,True,fixed,30,2.5,0.0,0,-0.37,51,-1.36,93
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_892fa199,GBPJPY,M1,atr_break,breakout,A×4.0,A×1.5,london,True,False,True,atr_mult,60,0.0,0.0,0,0.0,0,0.0,0
0.6582,51.15,5.14,0.01,-4.64,223.1,217,7,6,-0.0214,0.6285,bb_bounce_6187c148,GBPJPY,M1,bb_bounce,mean_reversion,A×3.0,A×1.5,newyork,False,True,True,fixed,60,3.7,0.0,0,-3.55,71,-1.09,146
0.8022,39.7,39.77,0.04,-37.05,151.7,3975,18,8,-0.0093,1.2185,wick_reversal_94af3181,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×0.7,newyork,False,True,True,atr_mult,60,2.5,0.0,0,-8.95,1353,-28.1,2622
inf,100.0,0.0,0.0,0.19,240.0,1,0,1,0.189,0.0,wick_reversal_c948b5d0,GBPJPY,M1,wick_reversal,mean_reversion,A×2.0,A×0.7,london,True,True,False,,0,4.0,0.0,0,0.19,1,0.0,0
0.7374,39.26,2.85,0.0,-2.79,84.6,298,10,5,-0.0093,1.1408,bb_bounce_df91578f,GBPJPY,M1,bb_bounce,mean_reversion,20p,7p,newyork,False,False,True,fixed,0,1.4,0.0,0,-1.25,110,-1.53,188
0.868,18.34,10.15,0.01,-8.28,639.3,649,39,6,-0.0128,3.8658,bb_bounce_3556ec49,GBPJPY,M1,bb_bounce,mean_reversion,A×3.0,A×1.0,london,True,False,False,,0,10.7,-1.48,142,-6.8,507,0.0,0
1.0929,50.98,0.61,0.0,0.24,183.5,51,4,4,0.0046,1.0509,atr_break_bb7dcd0b,GBPJPY,M1,atr_break,breakout,A×2.5,A×1.0,london,True,True,True,fixed,60,3.1,-0.19,13,0.43,38,0.0,0
0.911,46.61,3.61,0.0,-0.96,165.6,221,10,6,-0.0043,1.0436,wick_reversal_655355b5,GBPJPY,M1,wick_reversal,mean_reversion,A×2.0,A×1.0,london,True,True,True,atr_mult,60,2.8,-0.71,48,-0.25,173,0.0,0
1.0653,45.45,0.74,0.0,0.24,144.5,88,8,6,0.0027,1.2784,atr_break_bc69f683,GBPJPY,M1,atr_break,breakout,A×2.0,A×0.7,newyork,False,True,False,,0,2.4,0.0,0,0.57,34,-0.33,54
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_378dbba3,GBPJPY,M1,atr_break,breakout,A×2.0,A×1.0,newyork,False,True,False,,60,0.0,0.0,0,0.0,0,0.0,0
0.7674,36.94,9.27,0.01,-6.22,173.5,555,13,8,-0.0112,1.3102,hilo_break_b709ef68,GBPJPY,M1,hilo_break,breakout,A×3.0,A×0.7,newyork,False,True,True,atr_mult,0,2.9,0.0,0,1.79,185,-8.01,370
0.8097,47.72,24.38,0.02,-23.54,111.9,2701,13,10,-0.0087,0.887,wick_reversal_cc7e6ec3,GBPJPY,M1,wick_reversal,mean_reversion,15p,15p,newyork,True,False,True,atr_mult,120,1.9,0.0,0,-8.89,949,-14.65,1752
0.952,52.94,0.58,0.0,-0.08,222.4,34,4,3,-0.0023,0.8462,hilo_break_71048f34,GBPJPY,M1,hilo_break,breakout,A×4.0,A×1.0,london,True,True,True,atr_mult,60,3.7,0.15,8,-0.22,26,0.0,0
1.0761,49.48,1.91,0.0,0.46,494.8,97,9,6,0.0047,1.0986,atr_break_90641768,GBPJPY,M1,atr_break,breakout,A×5.0,A×1.5,london,False,True,False,,120,8.2,1.62,22,-1.17,75,0.0,0
0.9753,31.87,3.87,0.0,-0.47,451.4,273,12,3,-0.0017,2.0852,bb_bounce_bcee1c30,GBPJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.0,london,True,False,True,atr_mult,120,7.5,-0.01,54,-0.46,219,0.0,0
0.8892,34.9,4.32,0.0,-1.56,525.1,149,8,3,-0.0105,1.6588,donchian_break_289bba52,GBPJPY,M1,donchian_break,breakout,A×3.0,A×1.5,newyork,True,False,True,atr_mult,30,8.8,0.0,0,1.67,61,-3.23,88
0.779,52.59,19.5,0.02,-18.38,321.7,1215,8,11,-0.0151,0.7022,wick_reversal_9cdb149d,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.5,london,True,True,False,,120,5.4,-1.8,256,-16.58,959,0.0,0
0.8211,41.72,32.06,0.03,-29.95,126.5,3770,18,10,-0.0079,1.1469,wick_reversal_ca9142db,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×0.7,newyork,False,True,True,fixed,30,2.1,0.0,0,-5.77,1264,-24.18,2506
0.7536,37.79,3.04,0.0,-2.47,120.6,217,8,5,-0.0114,1.2408,donchian_break_26b4a827,GBPJPY,M1,donchian_break,breakout,A×2.0,A×0.7,newyork,True,True,True,fixed,0,2.0,0.0,0,-1.14,75,-1.33,142
0.8897,25.63,5.44,0.01,-2.54,231.4,398,20,6,-0.0064,2.582,bb_bounce_27ec5df3,GBPJPY,M1,bb_bounce,mean_reversion,A×2.0,A×0.7,newyork,True,False,True,atr_mult,30,3.9,0.0,0,-1.43,157,-1.12,241
0.7805,40.82,19.56,0.02,-19.23,84.2,2315,15,8,-0.0083,1.1315,wick_reversal_51cdd301,GBPJPY,M1,wick_reversal,mean_reversion,20p,7p,london,True,True,True,fixed,60,1.4,-4.17,530,-15.06,1785,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_42ee56d6,GBPJPY,M1,atr_break,breakout,A×2.5,A×1.0,london,True,True,False,,60,0.0,0.0,0,0.0,0,0.0,0
0.9084,37.5,1.22,0.0,-0.48,107.8,128,7,5,-0.0038,1.5139,bb_bounce_d8dfdbea,GBPJPY,M1,bb_bounce,mean_reversion,20p,10p,newyork,True,False,False,,120,1.8,0.0,0,0.01,44,-0.49,84
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_11b2fd75,GBPJPY,M1,atr_break,breakout,15p,7p,london,True,True,True,atr_mult,120,0.0,0.0,0,0.0,0,0.0,0
0.745,42.46,6.59,0.01,-5.38,72.2,610,15,8,-0.0088,1.0097,hilo_break_c885096e,GBPJPY,M1,hilo_break,breakout,15p,7p,newyork,False,False,True,fixed,60,1.2,0.0,0,-0.84,217,-4.54,393
1.4061,60.0,0.41,0.0,0.52,204.0,30,2,4,0.0172,0.9374,hilo_break_1424f4df,GBPJPY,M1,hilo_break,breakout,A×5.0,A×1.5,newyork,True,True,True,fixed,120,3.4,0.0,0,-0.32,11,0.83,19
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,atr_break_f02e030e,GBPJPY,M1,atr_break,breakout,15p,7p,newyork,True,False,True,atr_mult,60,0.0,0.0,0,0.0,0,0.0,0
0.8641,54.63,17.19,0.02,-13.18,357.7,1404,9,9,-0.0094,0.7177,wick_reversal_070f6f2b,GBPJPY,M1,wick_reversal,mean_reversion,A×3.0,A×1.5,newyork,True,True,False,,30,6.0,0.0,0,-5.65,487,-7.53,917
0.9235,48.0,0.79,0.0,-0.17,117.6,50,6,6,-0.0033,1.0005,atr_break_4b524ceb,GBPJPY,M1,atr_break,breakout,15p,15p,newyork,True,False,True,atr_mult,60,2.0,0.0,0,0.22,17,-0.39,33
1.0468,32.79,1.84,0.0,0.45,344.8,122,9,4,0.0037,2.1459,bb_bounce_cabcfbca,GBPJPY,M1,bb_bounce,mean_reversion,A×2.0,A×1.0,london,True,False,True,atr_mult,0,5.7,1.03,21,-0.58,101,0.0,0
0.8977,37.77,5.39,0.01,-2.13,174.8,458,8,6,-0.0047,1.4789,hilo_break_78766d9c,GBPJPY,M1,hilo_break,breakout,A×3.0,A×0.7,london,True,True,True,atr_mult,120,2.9,-2.27,119,0.14,339,0.0,0
inf,100.0,0.0,0.0,0.22,180.0,2,0,2,0.1115,0.0,wick_reversal_28b6902a,GBPJPY,M1,wick_reversal,mean_reversion,A×5.0,A×1.5,newyork,False,True,True,atr_mult,0,3.0,0.0,0,0.19,1,0.03,1
0.9089,54.12,3.98,0.0,-1.08,274.9,170,4,8,-0.0064,0.7706,donchian_break_15b5e89a,GBPJPY,M1,donchian_break,breakout,A×3.0,A×1.5,london,True,True,True,atr_mult,0,4.6,-1.11,38,0.02,132,0.0,0
1.0523,33.14,5.36,0.01,2.61,521.9,694,13,5,0.0038,2.1229,bb_bounce_97b6e8dd,GBPJPY,M1,bb_bounce,mean_reversion,A×4.0,A×1.0,newyork,True,False,True,atr_mult,120,8.7,0.0,0,0.07,252,2.54,442
0.8308,47.77,32.75,0.03,-32.71,156.4,3806,15,13,-0.0086,0.9084,wick_reversal_500e5602,GBPJPY,M1,wick_reversal,mean_reversion,A×2.5,A×1.0,london,False,True,True,fixed,60,2.6,-9.31,848,-23.4,2958,0.0,0
0.8974,43.58,2.0,0.0,-1.08,184.7,179,7,5,-0.006,1.162,hilo_break_229de680,GBPJPY,M1,hilo_break,breakout,A×2.0,A×1.0,london,True,True,False,,30,3.1,-0.8,48,-0.28,131,0.0,0
1.2285,55.79,3.33,0.0,3.61,459.7,242,5,7,0.0149,0.9737,hilo_break_5f0b3fef,GBPJPY,M1,hilo_break,breakout,A×5.0,A×1.5,london,True,True,False,,120,7.7,-0.83,60,4.44,182,0.0,0
0.562,35.33,3.83,0.0,-3.09,141.2,150,9,4,-0.0206,1.0286,donchian_break_cfa2ab4e,GBPJPY,M1,donchian_break,breakout,A×3.0,A×0.7,newyork,True,True,True,atr_mult,60,2.4,0.0,0,-0.59,52,-2.5,98
