pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,session,htf_period,bb_touch_period,bb_touch_std,atr_low_vola_lb,wick_ratio,has_htf,has_bb_touch,has_atr_low_vola,has_wick_dir,n_struct_filters,tp_type,sl_type,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork
0.8337,46.67,0.84,0.0,-0.36,8960.0,15,3,4,-0.0237,0.9528,rsi_reversal_c7d8c16b,USDJPY,M5,london,0,14,2.0,0,0.0,False,True,False,False,1,atr_mult,fixed,False,60,149.3,-0.42,0.07,0.0,4,11,0
0.2904,22.22,1.33,0.0,-1.18,2066.7,18,8,1,-0.0654,1.0163,rsi_reversal_01bc3565,USDJPY,M5,london,0,14,2.0,0,0.0,False,True,False,False,1,atr_mult,fixed,True,0,34.4,-0.63,-0.55,0.0,5,13,0
0.888,60.0,0.61,0.0,-0.19,6180.0,15,2,3,-0.0126,0.592,rsi_reversal_d8151e1f,USDJPY,M5,london,0,14,2.0,0,0.0,False,True,False,False,1,atr_mult,fixed,True,60,103.0,-0.34,0.15,0.0,4,11,0
1.1296,64.86,1.39,0.0,0.38,3405.4,37,5,6,0.0102,0.6119,rsi_reversal_e51e9fb3,USDJPY,M5,london,0,30,2.0,0,0.0,False,True,False,False,1,atr_mult,fixed,True,120,56.8,-0.01,0.39,0.0,11,26,0
0.6811,51.52,1.08,0.0,-0.84,5118.2,33,4,5,-0.0254,0.6411,rsi_reversal_3fe93554,USDJPY,M5,london,0,20,2.0,0,0.0,False,True,False,False,1,atr_mult,fixed,True,60,85.3,-0.84,0.01,0.0,11,22,0
0.7209,40.91,0.96,0.0,-0.68,3750.0,22,3,4,-0.0308,1.0413,rsi_reversal_19957338,USDJPY,M5,newyork,0,14,2.0,0,0.0,False,True,False,False,1,atr_mult,atr_mult,False,0,62.5,0.0,-0.12,-0.55,0,9,13
1.0257,64.1,1.07,0.0,0.12,8453.8,39,3,4,0.0031,0.5744,rsi_reversal_2896443b,USDJPY,M5,london,0,20,1.5,0,0.0,False,True,False,False,1,atr_mult,fixed,True,0,140.9,-0.44,0.56,0.0,9,30,0
0.9865,60.0,0.57,0.0,-0.04,2742.9,35,3,5,-0.001,0.6577,rsi_reversal_b884de78,USDJPY,M5,london,0,20,2.0,0,0.0,False,True,False,False,1,atr_mult,atr_mult,True,0,45.7,-0.32,0.28,0.0,11,24,0
0.6837,36.84,1.21,0.0,-0.94,1728.9,38,4,4,-0.0247,1.1721,rsi_reversal_7ad551a9,USDJPY,M5,newyork,0,30,2.0,0,0.0,False,True,False,False,1,atr_mult,atr_mult,False,120,28.8,0.0,-0.46,-0.48,0,16,22
0.5204,20.0,2.72,0.0,-2.49,4205.5,55,12,2,-0.0453,2.0816,rsi_reversal_b0f9137e,USDJPY,M5,newyork,0,20,1.5,0,0.0,False,True,False,False,1,atr_mult,fixed,True,0,70.1,0.0,-1.05,-1.44,0,25,30
0.6465,27.59,1.32,0.0,-0.93,3362.1,29,6,2,-0.0321,1.6972,rsi_reversal_d9369cfb,USDJPY,M5,london,0,0,0.0,100,0.0,False,False,True,False,1,fixed,fixed,False,0,56.0,-0.46,-0.47,0.0,7,22,0
1.3649,60.87,1.08,0.0,0.65,4265.2,23,4,6,0.0282,0.8774,rsi_reversal_8ad68f9e,USDJPY,M5,newyork,0,0,0.0,60,0.0,False,False,True,False,1,atr_mult,fixed,True,0,71.1,0.0,0.45,0.2,0,11,12
0.9338,54.17,0.88,0.0,-0.16,4862.5,24,3,3,-0.0065,0.7901,rsi_reversal_a6e7184a,USDJPY,M5,london,0,0,0.0,60,0.0,False,False,True,False,1,atr_mult,fixed,True,0,81.0,-0.42,0.27,0.0,7,17,0
0.7526,37.5,1.23,0.0,-0.85,8975.0,24,3,3,-0.0353,1.2544,rsi_reversal_ddeac5f0,USDJPY,M5,london,0,0,0.0,100,0.0,False,False,True,False,1,fixed,fixed,True,120,149.6,-0.89,0.04,0.0,7,17,0
1.03,53.85,0.55,0.0,0.07,4396.2,26,2,2,0.0028,0.8828,rsi_reversal_006502b5,USDJPY,M5,london,0,0,0.0,100,0.0,False,False,True,False,1,atr_mult,fixed,True,0,73.3,-0.56,0.64,0.0,6,20,0
1.1397,52.0,1.17,0.0,0.28,3732.0,25,5,6,0.0112,1.052,rsi_reversal_98a3a7c8,USDJPY,M5,newyork,0,0,0.0,60,0.0,False,False,True,False,1,fixed,atr_mult,True,120,62.2,0.0,0.49,-0.21,0,11,14
0.846,50.0,0.72,0.0,-0.36,3888.5,26,2,2,-0.0138,0.846,rsi_reversal_d161aa9c,USDJPY,M5,london,0,0,0.0,200,0.0,False,False,True,False,1,atr_mult,fixed,True,120,64.8,-0.84,0.48,0.0,7,19,0
1.6723,54.55,1.07,0.0,1.31,6927.3,22,4,4,0.0596,1.3936,rsi_reversal_45779f8a,USDJPY,M5,newyork,0,0,0.0,100,0.0,False,False,True,False,1,atr_mult,fixed,False,60,115.5,0.0,0.85,0.46,0,11,11
0.5627,25.0,1.71,0.0,-1.32,6850.0,24,5,2,-0.0551,1.6881,rsi_reversal_d16da052,USDJPY,M5,london,0,0,0.0,60,0.0,False,False,True,False,1,fixed,atr_mult,True,60,114.2,-0.85,-0.47,0.0,7,17,0
0.7216,50.0,1.47,0.0,-0.59,4996.2,26,2,3,-0.0227,0.7216,rsi_reversal_bd16c9d6,USDJPY,M5,london,0,0,0.0,100,0.0,False,False,True,False,1,atr_mult,fixed,True,0,83.3,-0.73,0.14,0.0,6,20,0
1.0128,55.56,1.87,0.0,0.07,10458.3,36,4,5,0.0019,0.8103,rsi_reversal_a50398ef,USDJPY,M5,newyork,0,0,0.0,0,0.8,False,False,False,True,1,atr_mult,fixed,False,0,174.3,0.0,0.22,-0.15,0,19,17
0.6569,36.21,1.7,0.0,-1.49,2420.7,58,5,3,-0.0257,1.1574,rsi_reversal_c55e8745,USDJPY,M5,london,0,0,0.0,0,1.0,False,False,False,True,1,fixed,fixed,True,120,40.3,-0.36,-1.13,0.0,14,44,0
0.7054,32.61,1.84,0.0,-1.7,6887.0,46,8,3,-0.037,1.4578,rsi_reversal_563a61f7,USDJPY,M5,london,0,0,0.0,0,0.8,False,False,False,True,1,atr_mult,atr_mult,False,120,114.8,-1.13,-0.57,0.0,12,34,0
0.6354,23.64,2.01,0.0,-1.86,3534.5,55,7,3,-0.0339,2.053,rsi_reversal_b7d293a5,USDJPY,M5,newyork,0,0,0.0,0,0.8,False,False,False,True,1,atr_mult,fixed,True,60,58.9,0.0,-1.0,-0.86,0,26,29
0.7691,25.0,1.76,0.0,-1.15,3165.0,60,8,3,-0.0192,2.3072,rsi_reversal_2ccdc99d,USDJPY,M5,newyork,0,0,0.0,0,1.0,False,False,False,True,1,atr_mult,atr_mult,True,60,52.8,0.0,-0.68,-0.47,0,26,34
0.8931,45.65,1.29,0.0,-0.51,5250.0,46,6,4,-0.011,1.0632,rsi_reversal_bb0cb202,USDJPY,M5,london,0,0,0.0,0,0.8,False,False,False,True,1,atr_mult,atr_mult,True,0,87.5,-1.29,0.79,0.0,12,34,0
0.8403,41.94,1.51,0.0,-0.66,1775.8,62,5,5,-0.0106,1.1635,rsi_reversal_1983f7b1,USDJPY,M5,london,0,0,0.0,0,1.0,False,False,False,True,1,atr_mult,atr_mult,True,60,29.6,0.13,-0.79,0.0,15,47,0
0.9495,61.54,1.84,0.0,-0.2,7338.5,39,5,4,-0.0051,0.5934,rsi_reversal_086257d7,USDJPY,M5,london,0,0,0.0,0,1.5,False,False,False,True,1,atr_mult,fixed,True,60,122.3,-0.23,0.03,0.0,9,30,0
0.9082,47.37,2.29,0.0,-0.56,11834.2,38,4,4,-0.0147,1.0091,rsi_reversal_59bee8c3,USDJPY,M5,london,0,0,0.0,0,1.5,False,False,False,True,1,fixed,fixed,False,60,197.2,-0.42,-0.15,0.0,9,29,0
1.0547,62.22,1.45,0.0,0.2,3760.0,45,4,6,0.0045,0.6404,rsi_reversal_8c30b7ce,USDJPY,M5,london,0,0,0.0,0,1.5,False,False,False,True,1,atr_mult,fixed,False,120,62.7,-0.08,0.28,0.0,11,34,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_c8489faf,USDJPY,M5,newyork,24,30,2.0,0,0.0,True,True,False,False,2,atr_mult,atr_mult,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_44c5abb8,USDJPY,M5,newyork,6,20,1.5,0,0.0,True,True,False,False,2,atr_mult,fixed,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_16d51d26,USDJPY,M5,london,6,20,2.0,0,0.0,True,True,False,False,2,atr_mult,fixed,False,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_939528f6,USDJPY,M5,london,12,20,1.5,0,0.0,True,True,False,False,2,atr_mult,fixed,False,120,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_7b337aee,USDJPY,M5,newyork,24,30,2.0,0,0.0,True,True,False,False,2,atr_mult,fixed,True,60,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_b83674e9,USDJPY,M5,london,24,0,0.0,60,0.0,True,False,True,False,2,fixed,atr_mult,False,120,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_d240146a,USDJPY,M5,london,6,0,0.0,200,0.0,True,False,True,False,2,fixed,fixed,False,60,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a1ce08c9,USDJPY,M5,london,6,0,0.0,200,0.0,True,False,True,False,2,atr_mult,fixed,False,120,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_baf88b0e,USDJPY,M5,newyork,6,0,0.0,60,0.0,True,False,True,False,2,fixed,fixed,False,60,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_7397c0bd,USDJPY,M5,newyork,24,0,0.0,100,0.0,True,False,True,False,2,fixed,fixed,True,60,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_c5ce94f9,USDJPY,M5,newyork,6,0,0.0,0,1.5,True,False,False,True,2,atr_mult,fixed,False,60,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1cf33a2f,USDJPY,M5,london,12,0,0.0,0,0.8,True,False,False,True,2,fixed,fixed,True,60,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_79fe178b,USDJPY,M5,london,12,0,0.0,0,1.5,True,False,False,True,2,atr_mult,atr_mult,False,60,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_b9d3cb81,USDJPY,M5,london,24,0,0.0,0,1.0,True,False,False,True,2,fixed,fixed,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_3e0ce360,USDJPY,M5,london,6,0,0.0,0,1.5,True,False,False,True,2,fixed,fixed,False,60,0.0,0.0,0.0,0.0,0,0,0
0.377,33.33,1.04,0.0,-0.87,2483.3,18,7,2,-0.0484,0.7539,rsi_reversal_fb15666b,USDJPY,M5,london,0,30,2.0,60,0.0,False,True,True,False,2,fixed,atr_mult,True,120,41.4,-0.75,-0.12,0.0,7,11,0
0.8919,40.0,0.82,0.0,-0.16,3444.0,25,3,2,-0.0066,1.3378,rsi_reversal_d03dc044,USDJPY,M5,newyork,0,20,1.5,200,0.0,False,True,True,False,2,atr_mult,fixed,True,0,57.4,0.0,-0.29,0.12,0,12,13
1.4534,62.5,0.46,0.0,0.29,3675.0,8,2,3,0.0359,0.872,rsi_reversal_31b36437,USDJPY,M5,newyork,0,14,2.0,200,0.0,False,True,True,False,2,atr_mult,fixed,True,0,61.2,0.0,0.01,0.27,0,4,4
0.6034,57.14,0.77,0.0,-0.4,8400.0,7,2,3,-0.0567,0.4525,rsi_reversal_6f7490c9,USDJPY,M5,newyork,0,14,2.0,200,0.0,False,True,True,False,2,atr_mult,fixed,True,0,140.0,0.0,-0.59,0.2,0,3,4
0.6939,40.91,1.15,0.0,-0.74,4704.5,22,3,2,-0.0335,1.0023,rsi_reversal_89a45537,USDJPY,M5,london,0,20,1.5,60,0.0,False,True,True,False,2,atr_mult,atr_mult,False,60,78.4,-0.81,0.07,0.0,6,16,0
0.9724,61.54,1.02,0.0,-0.12,7438.5,39,3,4,-0.0032,0.6078,rsi_reversal_e76eaade,USDJPY,M5,london,0,20,1.5,0,1.0,False,True,False,True,2,atr_mult,fixed,True,60,124.0,-0.8,0.67,0.0,9,30,0
0.8554,27.27,1.63,0.0,-0.65,3207.3,55,10,2,-0.0119,2.281,rsi_reversal_1c34eb39,USDJPY,M5,london,0,20,1.5,0,1.5,False,True,False,True,2,atr_mult,atr_mult,False,120,53.5,-0.39,-0.26,0.0,13,42,0
0.8079,30.43,1.76,0.0,-1.07,7839.1,46,8,2,-0.0232,1.8466,rsi_reversal_ba31e204,USDJPY,M5,london,0,20,1.5,0,1.5,False,True,False,True,2,fixed,atr_mult,True,0,130.7,-1.17,0.11,0.0,12,34,0
0.5827,18.52,2.24,0.0,-2.16,4611.1,54,17,2,-0.0401,2.564,rsi_reversal_c4186b0b,USDJPY,M5,london,0,20,1.5,0,1.0,False,True,False,True,2,fixed,fixed,True,60,76.9,-0.54,-1.62,0.0,14,40,0
0.7557,39.62,1.06,0.0,-0.92,2032.1,53,7,5,-0.0173,1.1516,rsi_reversal_e1e69ed9,USDJPY,M5,newyork,0,20,1.5,0,1.0,False,True,False,True,2,atr_mult,fixed,True,0,33.9,0.0,-0.43,-0.49,0,25,28
0.5685,23.08,1.71,0.0,-1.49,7015.4,26,7,1,-0.0572,1.8951,rsi_reversal_e8507f5b,USDJPY,M5,london,0,0,0.0,200,1.0,False,False,True,True,2,atr_mult,atr_mult,False,120,116.9,-0.97,-0.52,0.0,7,19,0
0.9411,41.38,0.51,0.0,-0.1,1582.8,29,5,3,-0.0035,1.3332,rsi_reversal_9f993c08,USDJPY,M5,newyork,0,0,0.0,100,1.5,False,False,True,True,2,atr_mult,atr_mult,True,120,26.4,0.0,0.69,-0.79,0,12,17
0.8927,46.15,1.4,0.0,-0.24,3715.4,26,3,4,-0.0093,1.0415,rsi_reversal_ad9ff132,USDJPY,M5,newyork,0,0,0.0,100,0.8,False,False,True,True,2,fixed,atr_mult,True,60,61.9,0.0,0.76,-1.0,0,12,14
0.7024,21.88,1.39,0.0,-0.78,3271.9,32,13,2,-0.0243,2.5085,rsi_reversal_c112594f,USDJPY,M5,newyork,0,0,0.0,200,0.8,False,False,True,True,2,atr_mult,atr_mult,True,0,54.5,0.0,-0.73,-0.05,0,13,19
0.6199,45.45,1.98,0.0,-1.46,10213.6,22,3,4,-0.0663,0.7439,rsi_reversal_a54a5658,USDJPY,M5,london,0,0,0.0,100,0.8,False,False,True,True,2,atr_mult,fixed,True,120,170.2,-0.25,-1.2,0.0,6,16,0
