pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,category,rsi_period,oversold,overbought,tp_type,sl_type,session_filter,has_htf_filter,has_vola_filter,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork
0.4682,13.4,42.64,0.04,-42.29,245.4,1097,33,3,-0.0386,3.026,rsi_reversal_7dabc487,GBPJPY,M1,mean_reversion,7,25,75,fixed,fixed,london,False,True,False,60,4.1,-7.05,-35.24,0.0,233,864,0
0.8627,19.78,8.1,0.01,-4.34,842.5,268,16,3,-0.0162,3.4996,rsi_reversal_f4b816da,GBPJPY,M1,mean_reversion,10,32,68,atr_mult,atr_mult,tokyo,True,False,False,60,14.0,-4.34,0.0,0.0,268,0,0
0.4388,19.91,17.57,0.02,-16.73,195.1,452,16,5,-0.037,1.7649,rsi_reversal_3fde7dba,GBPJPY,M1,mean_reversion,18,30,70,atr_mult,fixed,tokyo,False,False,True,240,3.3,-16.73,0.0,0.0,452,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1291162e,GBPJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,False,240,0.0,0.0,0.0,0.0,0,0,0
0.7059,25.62,22.15,0.02,-21.46,584.3,609,16,3,-0.0352,2.0498,rsi_reversal_e4af5c24,GBPJPY,M1,mean_reversion,10,28,72,fixed,fixed,london,False,True,True,0,9.7,-0.12,-21.34,0.0,125,484,0
0.6719,20.69,1.39,0.0,-1.22,726.2,29,6,2,-0.042,2.5755,rsi_reversal_3265c873,GBPJPY,M1,mean_reversion,21,32,68,fixed,fixed,tokyo,True,False,False,0,12.1,-1.22,0.0,0.0,29,0,0
0.6318,23.53,3.04,0.0,-2.78,183.0,119,14,2,-0.0233,2.0534,rsi_reversal_ee52023a,GBPJPY,M1,mean_reversion,21,32,68,fixed,fixed,all,True,True,False,240,3.0,-1.55,-0.21,-1.02,45,36,38
0.8617,40.0,0.45,0.0,-0.12,336.0,10,3,2,-0.0116,1.2926,rsi_reversal_1188e06f,GBPJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,False,True,False,120,5.6,-0.12,0.0,0.0,10,0,0
0.5812,33.33,0.41,0.0,-0.26,270.0,6,2,1,-0.043,1.1623,rsi_reversal_14c139bd,GBPJPY,M1,mean_reversion,21,32,68,atr_mult,fixed,newyork,True,False,False,120,4.5,0.0,-0.19,-0.07,0,3,3
0.6535,54.55,1.06,0.0,-1.02,763.6,22,2,3,-0.0461,0.5446,rsi_reversal_7b31689d,GBPJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,newyork,True,False,True,0,12.7,0.0,-0.32,-0.7,0,11,11
0.5077,50.92,30.23,0.03,-29.85,164.0,874,8,7,-0.0342,0.4894,rsi_reversal_a82449b9,GBPJPY,M1,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,2.7,-4.44,-25.41,0.0,190,684,0
0.5433,67.36,17.38,0.02,-16.75,323.0,481,4,13,-0.0348,0.2633,rsi_reversal_c4bf3fd8,GBPJPY,M1,mean_reversion,21,35,65,fixed,fixed,tokyo,False,True,False,0,5.4,-16.75,0.0,0.0,481,0,0
0.7817,38.39,18.95,0.02,-16.91,383.4,805,15,5,-0.021,1.2547,rsi_reversal_4dd53685,GBPJPY,M1,mean_reversion,10,35,65,fixed,fixed,all,True,True,False,60,6.4,-6.31,-10.54,-0.07,318,217,270
1.066,62.5,0.76,0.0,0.2,585.0,32,3,5,0.0061,0.6396,rsi_reversal_c9550def,GBPJPY,M1,mean_reversion,21,25,75,fixed,fixed,tokyo,False,True,True,60,9.8,0.2,0.0,0.0,32,0,0
inf,100.0,0.0,0.0,0.13,120.0,1,0,1,0.13,0.0,rsi_reversal_fcec14a6,GBPJPY,M1,mean_reversion,14,20,80,atr_mult,atr_mult,tokyo,True,False,True,240,2.0,0.13,0.0,0.0,1,0,0
0.5818,44.51,29.07,0.03,-28.32,544.2,510,8,7,-0.0555,0.7253,rsi_reversal_cea362ea,GBPJPY,M1,mean_reversion,18,35,65,fixed,atr_mult,london,False,True,True,120,9.1,-2.68,-25.64,0.0,116,394,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_74f9af2e,GBPJPY,M1,mean_reversion,18,20,80,atr_mult,fixed,london_ny,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0
0.6835,20.82,19.19,0.02,-18.35,638.6,485,24,3,-0.0378,2.5987,rsi_reversal_12f149b0,GBPJPY,M1,mean_reversion,21,32,68,fixed,atr_mult,london_ny,False,True,False,60,10.6,-0.36,-12.05,-5.95,58,245,182
0.7658,30.14,14.07,0.01,-10.55,2024.5,209,14,5,-0.0505,1.7747,rsi_reversal_3337b0fb,GBPJPY,M1,mean_reversion,7,32,68,atr_mult,fixed,london,True,False,False,240,33.7,-2.77,-7.79,0.0,49,160,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a895077c,GBPJPY,M1,mean_reversion,18,20,80,atr_mult,atr_mult,tokyo,True,False,False,120,0.0,0.0,0.0,0.0,0,0,0
0.7452,35.96,2.72,0.0,-2.25,473.9,89,8,6,-0.0253,1.3274,rsi_reversal_e41d0290,GBPJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,london_ny,True,False,True,120,7.9,-0.02,-3.32,1.09,16,44,29
0.7202,34.25,28.98,0.03,-26.74,1149.4,616,13,6,-0.0434,1.3823,rsi_reversal_f4d4394b,GBPJPY,M1,mean_reversion,7,28,72,atr_mult,atr_mult,tokyo,False,True,True,60,19.2,-26.74,0.0,0.0,616,0,0
0.6769,34.79,54.94,0.05,-53.7,384.8,1621,14,10,-0.0331,1.2686,rsi_reversal_365894b2,GBPJPY,M1,mean_reversion,10,32,68,fixed,fixed,london_ny,False,True,False,60,6.4,-4.42,-35.73,-13.55,209,764,648
0.5862,25.25,7.71,0.01,-7.7,157.0,305,13,3,-0.0252,1.7357,rsi_reversal_fc598c45,GBPJPY,M1,mean_reversion,10,30,70,atr_mult,fixed,newyork,True,False,True,0,2.6,0.0,-5.06,-2.63,0,122,183
1.021,44.44,3.04,0.0,0.16,1314.7,45,5,5,0.0035,1.2762,rsi_reversal_8eaf0095,GBPJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,newyork,True,False,False,60,21.9,0.0,-2.48,2.64,0,20,25
0.7683,36.9,23.07,0.02,-22.01,1399.2,496,10,6,-0.0444,1.314,rsi_reversal_7d1dacdf,GBPJPY,M1,mean_reversion,18,30,70,fixed,fixed,all,False,False,False,120,23.3,-12.05,-8.7,-1.26,201,154,141
0.6837,54.37,9.49,0.01,-9.3,778.5,206,6,8,-0.0451,0.5738,rsi_reversal_5a528658,GBPJPY,M1,mean_reversion,21,32,68,atr_mult,fixed,london,False,True,True,240,13.0,-0.56,-8.73,0.0,40,166,0
0.6074,32.61,15.26,0.02,-14.67,904.7,230,13,3,-0.0638,1.2553,rsi_reversal_ba111fd0,GBPJPY,M1,mean_reversion,21,32,68,atr_mult,atr_mult,newyork,False,True,True,60,15.1,0.0,-7.18,-7.5,0,91,139
0.8088,37.84,3.84,0.0,-2.07,985.9,74,5,3,-0.028,1.3287,rsi_reversal_fc6388ec,GBPJPY,M1,mean_reversion,10,25,75,fixed,atr_mult,newyork,True,False,True,0,16.4,0.0,-1.67,-0.41,0,36,38
0.7477,37.9,22.55,0.02,-21.33,343.5,905,18,5,-0.0236,1.2251,rsi_reversal_72c6fd76,GBPJPY,M1,mean_reversion,7,30,70,atr_mult,atr_mult,all,True,True,False,120,5.7,-5.61,-8.98,-6.74,351,245,309
0.6989,50.47,30.84,0.03,-29.69,829.7,739,10,8,-0.0402,0.6857,rsi_reversal_6b946fdf,GBPJPY,M1,mean_reversion,7,30,70,fixed,fixed,london,False,False,True,240,13.8,-3.14,-26.55,0.0,172,567,0
0.489,20.12,51.18,0.05,-50.58,162.7,1466,29,4,-0.0345,1.941,rsi_reversal_09f0bc6f,GBPJPY,M1,mean_reversion,10,28,72,fixed,fixed,london_ny,False,False,False,60,2.7,-5.18,-28.13,-17.27,181,727,558
0.7457,36.73,4.27,0.0,-3.06,2097.6,49,7,3,-0.0624,1.2842,rsi_reversal_45c5b145,GBPJPY,M1,mean_reversion,14,32,68,atr_mult,atr_mult,newyork,True,False,False,60,35.0,0.0,-4.25,1.19,0,18,31
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2f3fd065,GBPJPY,M1,mean_reversion,18,20,80,atr_mult,fixed,all,True,True,True,120,0.0,0.0,0.0,0.0,0,0,0
0.7769,37.8,24.46,0.02,-21.41,1436.2,500,13,5,-0.0428,1.2784,rsi_reversal_26522ae3,GBPJPY,M1,mean_reversion,10,32,68,fixed,fixed,tokyo,False,True,False,0,23.9,-21.41,0.0,0.0,500,0,0
0.4832,12.22,25.94,0.03,-25.91,361.1,704,41,3,-0.0368,3.4722,rsi_reversal_530d6697,GBPJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,False,120,6.0,-25.91,0.0,0.0,704,0,0
0.6125,57.14,6.03,0.01,-5.49,1171.2,77,4,6,-0.0713,0.4594,rsi_reversal_2ded6437,GBPJPY,M1,mean_reversion,14,32,68,fixed,atr_mult,newyork,True,False,False,120,19.5,0.0,-3.1,-2.38,0,31,46
0.6121,51.31,25.74,0.03,-25.13,741.1,421,6,5,-0.0597,0.5809,rsi_reversal_2f756421,GBPJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,london,False,False,True,120,12.4,-3.21,-21.92,0.0,91,330,0
0.7665,57.78,50.66,0.05,-47.94,668.3,1684,8,12,-0.0285,0.5601,rsi_reversal_5665ffde,GBPJPY,M1,mean_reversion,7,35,65,atr_mult,fixed,london_ny,False,True,True,240,11.1,-4.29,-31.54,-12.11,231,792,661
0.5285,22.32,75.99,0.08,-75.99,204.3,2473,26,4,-0.0307,1.8393,rsi_reversal_437930b1,GBPJPY,M1,mean_reversion,7,35,65,atr_mult,fixed,tokyo,False,False,True,0,3.4,-75.99,0.0,0.0,2473,0,0
0.6236,34.57,8.17,0.01,-7.18,348.5,188,9,4,-0.0382,1.18,rsi_reversal_e182a9e0,GBPJPY,M1,mean_reversion,10,20,80,atr_mult,atr_mult,tokyo,False,True,False,60,5.8,-7.18,0.0,0.0,188,0,0
0.6516,36.98,51.82,0.05,-51.26,315.4,1582,15,9,-0.0324,1.1105,rsi_reversal_c59d9050,GBPJPY,M1,mean_reversion,14,35,65,atr_mult,atr_mult,london_ny,False,True,True,0,5.3,-5.14,-31.12,-15.01,210,756,616
0.7484,37.75,27.56,0.03,-25.82,1385.3,551,12,8,-0.0469,1.2342,rsi_reversal_9772875d,GBPJPY,M1,mean_reversion,7,30,70,fixed,fixed,newyork,False,False,False,60,23.1,0.0,-8.67,-17.16,0,208,343
0.6733,48.42,4.61,0.0,-3.79,599.4,95,6,7,-0.0399,0.7172,rsi_reversal_3238671d,GBPJPY,M1,mean_reversion,14,30,70,fixed,atr_mult,all,True,False,True,0,10.0,-1.56,-2.13,-0.1,40,30,25
0.3883,23.08,1.84,0.0,-1.74,343.8,26,8,2,-0.067,1.2942,rsi_reversal_3df00c55,GBPJPY,M1,mean_reversion,21,35,65,fixed,atr_mult,newyork,True,False,False,240,5.7,0.0,-1.01,-0.73,0,12,14
0.5897,44.76,9.82,0.01,-6.71,919.4,105,6,5,-0.0639,0.7278,rsi_reversal_01924dc5,GBPJPY,M1,mean_reversion,14,35,65,atr_mult,fixed,tokyo,True,False,True,240,15.3,-6.71,0.0,0.0,105,0,0
0.703,53.85,1.38,0.0,-1.11,978.5,26,3,4,-0.0426,0.6026,rsi_reversal_daee6f4e,GBPJPY,M1,mean_reversion,18,32,68,fixed,fixed,london,True,False,False,120,16.3,-0.31,-0.8,0.0,8,18,0
0.6618,51.53,8.85,0.01,-8.16,711.9,163,5,10,-0.0501,0.6224,rsi_reversal_dea8e67b,GBPJPY,M1,mean_reversion,7,20,80,fixed,fixed,all,True,True,False,60,11.9,-4.48,-5.38,1.69,64,49,50
0.4926,14.13,4.19,0.0,-3.43,279.1,92,22,2,-0.0373,2.9935,rsi_reversal_c1d35d3e,GBPJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,london,True,False,False,0,4.7,-0.12,-3.31,0.0,21,71,0
0.6439,34.74,53.41,0.05,-51.99,445.7,1497,14,6,-0.0347,1.2098,rsi_reversal_72b3f2b7,GBPJPY,M1,mean_reversion,14,35,65,atr_mult,fixed,london_ny,False,True,True,60,7.4,-4.48,-30.75,-16.76,200,709,588
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_8ed2845e,GBPJPY,M1,mean_reversion,18,20,80,fixed,atr_mult,all,True,True,True,0,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_827f00dd,GBPJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.7015,34.75,80.33,0.08,-79.03,365.7,2708,16,10,-0.0292,1.3174,rsi_reversal_4a00e7a8,GBPJPY,M1,mean_reversion,7,35,65,fixed,atr_mult,london_ny,False,False,False,120,6.1,-9.88,-45.78,-23.36,372,1272,1064
0.2786,66.67,0.54,0.0,-0.39,2460.0,3,1,2,-0.1303,0.1393,rsi_reversal_399a57fd,GBPJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,False,True,True,0,41.0,0.0,0.15,-0.54,0,2,1
0.6403,50.0,1.43,0.0,-1.03,936.7,18,3,3,-0.0571,0.6403,rsi_reversal_51620aa6,GBPJPY,M1,mean_reversion,14,25,75,atr_mult,fixed,tokyo,True,False,False,0,15.6,-1.03,0.0,0.0,18,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2924612b,GBPJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0
1.0951,66.67,0.3,0.0,0.03,1160.0,3,1,2,0.0097,0.5475,rsi_reversal_dc8b2d3b,GBPJPY,M1,mean_reversion,14,20,80,atr_mult,fixed,all,True,True,False,60,19.3,0.13,-0.31,0.2,1,1,1
0.467,23.48,12.34,0.01,-12.02,778.4,328,18,3,-0.0366,1.5221,rsi_reversal_87642fef,GBPJPY,M5,mean_reversion,7,28,72,fixed,fixed,newyork,False,True,True,240,13.0,0.0,-5.55,-6.47,0,116,212
0.1601,9.09,0.81,0.0,-0.81,709.1,11,6,1,-0.0735,1.6008,rsi_reversal_98668bee,GBPJPY,M5,mean_reversion,21,30,70,fixed,fixed,all,True,True,True,60,11.8,-0.38,0.0,-0.42,6,0,5
0.5388,25.0,0.65,0.0,-0.43,1650.0,8,4,2,-0.0542,1.6164,rsi_reversal_08f68746,GBPJPY,M5,mean_reversion,21,32,68,fixed,fixed,newyork,True,False,False,60,27.5,0.0,-0.0,-0.43,0,5,3
1.3857,32.43,1.31,0.0,2.88,4613.5,74,8,5,0.0389,2.8869,rsi_reversal_316c4c2b,GBPJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,True,60,76.9,2.88,0.0,0.0,74,0,0
inf,100.0,0.0,0.0,0.45,3600.0,1,0,1,0.448,0.0,rsi_reversal_05df4dd6,GBPJPY,M5,mean_reversion,14,25,75,fixed,fixed,london,True,False,True,60,60.0,0.0,0.45,0.0,0,1,0
0.2836,40.0,0.31,0.0,-0.29,480.0,5,2,1,-0.0576,0.4254,rsi_reversal_b50fcceb,GBPJPY,M5,mean_reversion,21,28,72,fixed,fixed,all,True,True,True,0,8.0,-0.19,0.0,-0.1,3,0,2
0.7179,21.74,1.53,0.0,-0.87,5217.4,23,7,2,-0.0377,2.5845,rsi_reversal_80b5f496,GBPJPY,M5,mean_reversion,7,20,80,atr_mult,fixed,london_ny,True,False,True,240,87.0,0.84,-1.09,-0.61,5,10,8
0.4704,38.35,12.4,0.01,-11.89,451.8,425,13,6,-0.028,0.756,rsi_reversal_fb3bfe9e,GBPJPY,M5,mean_reversion,10,30,70,fixed,fixed,london_ny,False,True,True,240,7.5,-0.15,-4.04,-7.71,39,201,185
0.609,72.5,2.86,0.0,-2.09,2010.0,80,3,11,-0.0261,0.231,rsi_reversal_4c819dbe,GBPJPY,M5,mean_reversion,10,32,68,fixed,atr_mult,london_ny,True,False,True,120,33.5,0.65,0.21,-2.94,16,38,26
0.7916,56.32,3.07,0.0,-2.56,4106.9,87,5,6,-0.0295,0.6139,rsi_reversal_c3e5abb9,GBPJPY,M5,mean_reversion,10,28,72,fixed,fixed,london,False,False,True,60,68.4,0.17,-2.73,0.0,19,68,0
0.4067,75.0,0.33,0.0,-0.19,1575.0,4,1,3,-0.0485,0.1356,rsi_reversal_1f4663e6,GBPJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,tokyo,True,False,True,0,26.2,-0.19,0.0,0.0,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_cba164b0,GBPJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,london_ny,True,False,True,60,0.0,0.0,0.0,0.0,0,0,0
0.7305,61.58,8.27,0.01,-7.26,5252.5,177,5,8,-0.041,0.4557,rsi_reversal_3bec2b0b,GBPJPY,M5,mean_reversion,10,32,68,atr_mult,atr_mult,london_ny,False,True,True,60,87.5,1.76,-4.42,-4.61,33,72,72
0.6694,24.63,5.2,0.01,-4.16,1179.3,203,9,3,-0.0205,2.0484,rsi_reversal_7b6468aa,GBPJPY,M5,mean_reversion,10,30,70,atr_mult,fixed,tokyo,False,True,True,60,19.7,-4.16,0.0,0.0,203,0,0
0.7661,25.0,0.25,0.0,-0.08,1650.0,4,2,1,-0.02,2.2982,rsi_reversal_d5d7e41f,GBPJPY,M5,mean_reversion,18,20,80,fixed,fixed,newyork,False,False,True,0,27.5,0.0,-0.1,0.02,0,1,3
0.8193,45.45,2.66,0.0,-1.11,3267.3,55,4,4,-0.0202,0.9832,rsi_reversal_7edf0392,GBPJPY,M5,mean_reversion,14,32,68,atr_mult,atr_mult,all,True,True,True,240,54.5,0.39,-0.45,-1.05,18,17,20
0.9424,55.95,4.85,0.0,-0.66,6139.3,84,3,7,-0.0078,0.7419,rsi_reversal_291ec70d,GBPJPY,M5,mean_reversion,7,25,75,atr_mult,atr_mult,all,True,False,True,60,102.3,1.96,-1.51,-1.1,33,23,28
1.0052,30.77,5.13,0.01,0.08,8165.9,91,14,3,0.0009,2.2617,rsi_reversal_f4868c38,GBPJPY,M5,mean_reversion,7,28,72,atr_mult,atr_mult,all,True,False,False,120,136.1,1.79,-2.28,0.57,37,26,28
2.7805,33.33,0.18,0.0,0.58,1466.7,9,4,2,0.0649,5.561,rsi_reversal_646424a9,GBPJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,all,True,True,True,120,24.4,-0.16,0.38,0.36,5,2,2
0.6599,34.32,6.25,0.01,-5.74,1741.4,169,11,6,-0.034,1.2629,rsi_reversal_720ec65b,GBPJPY,M5,mean_reversion,21,35,65,fixed,fixed,london_ny,False,True,True,0,29.0,0.07,-2.05,-3.76,17,66,86
0.4737,22.33,7.98,0.01,-7.78,824.7,215,20,5,-0.0362,1.6481,rsi_reversal_38445148,GBPJPY,M5,mean_reversion,14,30,70,fixed,fixed,london_ny,False,True,True,120,13.7,-0.0,-2.42,-5.36,18,86,111
0.4262,31.07,7.33,0.01,-6.23,2199.0,103,9,5,-0.0605,0.9456,rsi_reversal_22e6faba,GBPJPY,M5,mean_reversion,10,25,75,atr_mult,fixed,newyork,False,True,True,60,36.6,0.0,-1.16,-5.07,0,32,71
0.6505,56.0,3.15,0.0,-2.95,790.0,150,8,8,-0.0197,0.5111,rsi_reversal_53bbde38,GBPJPY,M5,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,13.2,-0.05,-2.9,0.0,28,122,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_33d1ad28,GBPJPY,M5,mean_reversion,14,20,80,fixed,fixed,all,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_3af2f7a1,GBPJPY,M5,mean_reversion,21,20,80,fixed,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0
0.5641,30.56,1.93,0.0,-1.61,1775.0,36,9,2,-0.0448,1.2821,rsi_reversal_ef40a5f0,GBPJPY,M5,mean_reversion,21,30,70,fixed,atr_mult,tokyo,False,False,False,60,29.6,-1.61,0.0,0.0,36,0,0
0.4583,39.31,4.11,0.0,-3.93,430.3,145,10,8,-0.0271,0.7075,rsi_reversal_9e93aebf,GBPJPY,M5,mean_reversion,18,30,70,fixed,fixed,london_ny,False,True,True,120,7.2,-0.04,-1.55,-2.33,13,53,79
1.0034,58.97,2.44,0.0,0.02,6069.2,39,4,5,0.0005,0.698,rsi_reversal_43c596c9,GBPJPY,M5,mean_reversion,14,28,72,atr_mult,atr_mult,london,False,True,True,120,101.2,0.8,-0.78,0.0,7,32,0
0.6508,20.0,1.23,0.0,-0.89,4290.0,20,7,2,-0.0445,2.6034,rsi_reversal_72590aee,GBPJPY,M5,mean_reversion,10,25,75,fixed,atr_mult,all,True,True,False,240,71.5,0.37,-0.49,-0.77,9,6,5
1.3057,73.33,1.96,0.0,1.49,5466.7,45,3,8,0.0331,0.4748,rsi_reversal_1239b9f7,GBPJPY,M5,mean_reversion,14,30,70,atr_mult,atr_mult,tokyo,False,True,False,60,91.1,1.49,0.0,0.0,45,0,0
1.1015,58.82,1.94,0.0,0.7,5682.4,51,2,5,0.0138,0.771,rsi_reversal_d860fa38,GBPJPY,M5,mean_reversion,7,32,68,atr_mult,atr_mult,newyork,True,False,True,60,94.7,0.0,0.11,0.6,0,20,31
0.6171,29.17,6.48,0.01,-4.53,5379.2,72,9,3,-0.063,1.4987,rsi_reversal_5720c953,GBPJPY,M5,mean_reversion,18,32,68,atr_mult,atr_mult,newyork,False,True,True,120,89.7,0.0,-3.51,-1.03,0,25,47
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a7dd6ee3,GBPJPY,M5,mean_reversion,21,30,70,atr_mult,atr_mult,london,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0
0.9941,16.05,2.58,0.0,-0.03,1722.2,81,17,2,-0.0004,5.1998,rsi_reversal_590a877a,GBPJPY,M5,mean_reversion,14,32,68,atr_mult,fixed,all,True,True,True,0,28.7,0.35,-0.53,0.15,27,23,31
0.8606,27.78,0.4,0.0,-0.15,950.0,18,4,2,-0.0086,2.2376,rsi_reversal_34b73b2b,GBPJPY,M5,mean_reversion,7,20,80,atr_mult,fixed,tokyo,True,False,False,240,15.8,-0.15,0.0,0.0,18,0,0
0.5806,25.16,5.04,0.01,-4.09,1325.8,155,14,3,-0.0264,1.7269,rsi_reversal_519d5493,GBPJPY,M5,mean_reversion,14,32,68,atr_mult,fixed,london,False,True,True,120,22.1,-0.43,-3.66,0.0,22,133,0
3.0268,57.14,0.33,0.0,1.29,8014.3,7,2,3,0.1836,2.2701,rsi_reversal_36a9d345,GBPJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,london,True,False,True,240,133.6,1.14,0.14,0.0,2,5,0
0.8166,30.77,2.34,0.0,-1.16,5238.5,39,9,3,-0.0298,1.8373,rsi_reversal_40288e8f,GBPJPY,M5,mean_reversion,14,25,75,fixed,atr_mult,newyork,False,False,False,0,87.3,0.0,-2.88,1.72,0,16,23
0.4416,51.72,3.77,0.0,-3.25,6227.6,29,4,3,-0.112,0.4122,rsi_reversal_f8c096fe,GBPJPY,M5,mean_reversion,14,25,75,atr_mult,atr_mult,newyork,False,True,False,240,103.8,0.0,-2.77,-0.47,0,11,18
0.7873,47.46,4.09,0.0,-2.56,8572.9,59,5,6,-0.0433,0.8717,rsi_reversal_ecfeeede,GBPJPY,M5,mean_reversion,18,35,65,atr_mult,atr_mult,london,False,True,False,60,142.9,1.22,-3.78,0.0,14,45,0
0.7659,37.5,1.65,0.0,-1.03,6825.0,24,3,3,-0.0431,1.2765,rsi_reversal_0d828371,GBPJPY,M5,mean_reversion,14,25,75,atr_mult,fixed,london,False,True,False,120,113.8,0.14,-1.18,0.0,5,19,0
0.8815,25.0,0.71,0.0,-0.16,1062.5,24,8,1,-0.0068,2.6446,rsi_reversal_dc725157,GBPJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,60,17.7,0.41,-0.3,-0.27,11,6,7
0.5696,42.86,0.72,0.0,-0.36,2314.3,7,2,2,-0.0517,0.7594,rsi_reversal_0feeb3fe,GBPJPY,M5,mean_reversion,21,32,68,fixed,atr_mult,newyork,True,False,True,60,38.6,0.0,-0.43,0.06,0,5,2
0.611,61.46,19.03,0.02,-17.75,1216.8,659,7,10,-0.0269,0.3832,rsi_reversal_7b07bc10,GBPJPY,M5,mean_reversion,7,30,70,fixed,atr_mult,all,False,True,True,0,20.3,-4.55,-7.33,-5.88,249,182,228
0.6714,57.41,3.78,0.0,-3.0,6200.0,54,4,5,-0.0556,0.4982,rsi_reversal_3b6d57d1,GBPJPY,M5,mean_reversion,18,30,70,fixed,atr_mult,london_ny,False,True,False,60,103.3,0.84,-2.83,-1.02,8,22,24
1.4398,40.91,1.2,0.0,1.27,6150.0,22,6,3,0.0579,2.0797,rsi_reversal_5d68ec8b,GBPJPY,M5,mean_reversion,14,20,80,atr_mult,atr_mult,all,False,True,True,240,102.5,-0.43,0.09,1.61,8,5,9
0.8257,20.83,1.2,0.0,-0.3,1012.5,24,7,1,-0.0127,3.1377,rsi_reversal_d3f8ed23,GBPJPY,M5,mean_reversion,7,20,80,fixed,fixed,newyork,True,False,True,0,16.9,0.0,0.26,-0.56,0,10,14
1.6539,61.54,0.57,0.0,0.94,4800.0,13,2,4,0.0721,1.0337,rsi_reversal_13d4aeb4,GBPJPY,M5,mean_reversion,7,20,80,fixed,fixed,tokyo,True,False,True,0,80.0,0.94,0.0,0.0,13,0,0
0.9633,31.82,2.24,0.0,-0.34,3378.4,88,11,5,-0.0039,2.0642,rsi_reversal_f7da6f6b,GBPJPY,M5,mean_reversion,7,25,75,atr_mult,fixed,all,True,True,True,0,56.3,1.74,-0.85,-1.23,34,29,25
0.5359,29.41,9.3,0.01,-8.45,2091.2,170,12,7,-0.0497,1.2862,rsi_reversal_ff48c115,GBPJPY,M5,mean_reversion,7,25,75,fixed,fixed,newyork,False,True,True,60,34.9,0.0,-2.71,-5.74,0,65,105
0.0,0.0,0.17,0.0,-0.17,2700.0,1,1,0,-0.167,0.0,rsi_reversal_e012d1b7,GBPJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,True,60,45.0,-0.17,0.0,0.0,1,0,0
0.4642,16.36,16.02,0.02,-15.63,3051.9,214,35,3,-0.073,2.3743,rsi_reversal_27b5e374,GBPJPY,M5,mean_reversion,7,30,70,fixed,fixed,newyork,False,True,False,60,50.9,0.0,-5.63,-9.99,0,77,137
0.598,54.9,8.01,0.01,-7.42,768.6,306,7,10,-0.0243,0.4912,rsi_reversal_b501e0e1,GBPJPY,M5,mean_reversion,7,30,70,fixed,atr_mult,tokyo,False,False,True,240,12.8,-7.42,0.0,0.0,306,0,0
