window,is_start,is_end,oos_start,oos_end,params,is_num_trades,is_win_rate,is_pf,is_sharpe,oos_num_trades,oos_win_rate,oos_pf,oos_sharpe
1,2022-01-01,2023-01-01,2023-01-01,2023-04-01,"{""regime_lookback"": 100, ""regime_threshold"": 0.9, ""trail_mult"": 5.0}",74,0.2703,0.9863,0.1081,13,0.4615,1.7902,1.4949
2,2022-04-01,2023-04-01,2023-04-01,2023-07-01,"{""regime_lookback"": 400, ""regime_threshold"": 1.0, ""trail_mult"": 5.0}",53,0.3774,1.5641,1.1535,14,0.0714,0.5343,-1.3028
3,2022-07-01,2023-07-01,2023-07-01,2023-10-01,"{""regime_lookback"": 400, ""regime_threshold"": 1.0, ""trail_mult"": 3.0}",65,0.4,1.5165,1.2303,13,0.1538,0.4592,-1.8236
4,2022-10-01,2023-10-01,2023-10-01,2024-01-01,"{""regime_lookback"": 400, ""regime_threshold"": 1.0, ""trail_mult"": 3.0}",63,0.381,1.6335,1.4732,11,0.2727,0.5288,-1.9739
5,2023-01-01,2024-01-01,2024-01-01,2024-04-01,"{""regime_lookback"": 100, ""regime_threshold"": 1.2, ""trail_mult"": 4.0}",44,0.3409,1.7991,1.2616,8,0.5,2.233,1.8674
6,2023-04-01,2024-04-01,2024-04-01,2024-07-01,"{""regime_lookback"": 200, ""regime_threshold"": 0.9, ""trail_mult"": 3.0}",73,0.3151,1.2449,0.714,19,0.2105,0.3584,-4.1108
7,2023-07-01,2024-07-01,2024-07-01,2024-10-01,"{""regime_lookback"": 100, ""regime_threshold"": 1.2, ""trail_mult"": 5.0}",40,0.3,1.577,0.9507,9,0.2222,1.7756,1.1191
8,2023-10-01,2024-10-01,2024-10-01,2025-01-01,"{""regime_lookback"": 100, ""regime_threshold"": 1.2, ""trail_mult"": 4.0}",42,0.4048,1.6167,1.0796,9,0.3333,1.8006,1.1233
