window,is_start,is_end,oos_start,oos_end,params,is_num_trades,is_win_rate,is_pf,is_sharpe,oos_num_trades,oos_win_rate,oos_pf,oos_sharpe
1,2017-01-01,2018-01-01,2018-01-01,2018-04-01,"{""entry_lookback"": 40, ""trail_mult"": 5.0, ""regime_lookback"": 200}",101,0.3663,1.1923,1.331,14,0.6429,6.2192,4.2038
2,2017-04-01,2018-04-01,2018-04-01,2018-07-01,"{""entry_lookback"": 40, ""trail_mult"": 5.0, ""regime_lookback"": 200}",99,0.3838,1.2184,1.0713,17,0.3529,1.5371,1.5533
3,2017-07-01,2018-07-01,2018-07-01,2018-10-01,"{""entry_lookback"": 40, ""trail_mult"": 5.0, ""regime_lookback"": 100}",98,0.3878,1.1742,0.7644,18,0.2778,1.4691,1.3546
4,2017-10-01,2018-10-01,2018-10-01,2019-01-01,"{""entry_lookback"": 40, ""trail_mult"": 5.0, ""regime_lookback"": 200}",92,0.3804,1.3228,1.1412,18,0.3333,1.6241,1.598
5,2018-01-01,2019-01-01,2019-01-01,2019-04-01,"{""entry_lookback"": 40, ""trail_mult"": 4.0, ""regime_lookback"": 200}",100,0.37,1.7015,2.2132,16,0.25,0.2215,-5.4986
6,2018-04-01,2019-04-01,2019-04-01,2019-07-01,"{""entry_lookback"": 40, ""trail_mult"": 4.0, ""regime_lookback"": 200}",90,0.3333,1.4099,1.3588,19,0.3684,1.363,1.1866
7,2018-07-01,2019-07-01,2019-07-01,2019-10-01,"{""entry_lookback"": 30, ""trail_mult"": 5.0, ""regime_lookback"": 200}",94,0.3298,1.4174,1.3524,18,0.2222,1.011,0.1916
8,2018-10-01,2019-10-01,2019-10-01,2020-01-01,"{""entry_lookback"": 30, ""trail_mult"": 5.0, ""regime_lookback"": 200}",91,0.3077,1.2209,0.9295,14,0.1429,0.7584,-0.591
