window,is_start,is_end,oos_start,oos_end,params,is_num_trades,is_win_rate,is_pf,is_sharpe,oos_num_trades,oos_win_rate,oos_pf,oos_sharpe
1,2022-01-01,2023-01-01,2023-01-01,2023-04-01,"{""bb_std"": 2.2, ""rsi_oversold"": 35, ""sl_mult"": 2.5}",130,0.4462,0.5101,-2.9347,30,0.6,0.824,-0.7382
2,2022-04-01,2023-04-01,2023-04-01,2023-07-01,"{""bb_std"": 2.0, ""rsi_oversold"": 35, ""sl_mult"": 2.5}",148,0.5068,0.6185,-2.0778,37,0.4595,0.4323,-4.2031
3,2022-07-01,2023-07-01,2023-07-01,2023-10-01,"{""bb_std"": 2.0, ""rsi_oversold"": 25, ""sl_mult"": 2.5}",37,0.4595,0.4999,-1.4517,12,0.4167,0.7063,-0.9682
4,2022-10-01,2023-10-01,2023-10-01,2024-01-01,"{""bb_std"": 2.2, ""rsi_oversold"": 25, ""sl_mult"": 2.5}",41,0.4878,0.8209,-0.4302,11,0.6364,0.6869,-0.9106
5,2023-01-01,2024-01-01,2024-01-01,2024-04-01,"{""bb_std"": 2.2, ""rsi_oversold"": 25, ""sl_mult"": 2.5}",44,0.5455,0.8681,-0.3168,5,0.6,0.8449,-0.2282
6,2023-04-01,2024-04-01,2024-04-01,2024-07-01,"{""bb_std"": 2.2, ""rsi_oversold"": 25, ""sl_mult"": 2.5}",41,0.561,0.8751,-0.2949,6,0.5,0.5878,-1.0264
7,2023-07-01,2024-07-01,2024-07-01,2024-10-01,"{""bb_std"": 2.0, ""rsi_oversold"": 25, ""sl_mult"": 2.5}",40,0.575,0.8108,-0.4839,9,0.4444,0.3665,-2.5628
8,2023-10-01,2024-10-01,2024-10-01,2025-01-01,"{""bb_std"": 2.2, ""rsi_oversold"": 25, ""sl_mult"": 2.0}",36,0.5556,0.7872,-0.5637,3,0.0,0.0,-38.8551
