symbol,strategy,exit_method,signals_count,total_trades,total_profit,profit_factor,win_rate,calmar_ratio,max_drawdown_pct,expectancy,avg_win_loss_ratio
XRPUSDT,breakout_confirmed,partial_trail,113,158,24.370720578341167,1.2463257927705238,0.5,0.27517080820172357,0.2887290085743653,0.15424506695152637,1.2463257927705238
XRPUSDT,multi_tf_trend_hold,partial_trail,235,320,13.986830119422837,1.1084521402098821,0.440625,0.04435502613615306,0.23435727682700785,0.043708844123196366,1.407183922677794
XRPUSDT,reacceleration_quality,partial_trail,19,16,-7.708580318587927,0.4185708134210642,0.25,-0.44448414487524407,0.09767214581518537,-0.48178626991174545,1.2557124402631927
XRPUSDT,reacceleration_quality,atr_trailing,19,14,-9.09335892574586,0.29457823282096296,0.14285714285714285,-0.4518990954189769,0.11204875336860486,-0.6495256375532757,1.7674693969257778
XRPUSDT,breakout_confirmed,atr_trailing,113,108,-26.558457307178053,0.6413731303106905,0.26851851851851855,-0.45899476166512515,0.38660286060288435,-0.24591164173313013,1.7471888722256743
XRPUSDT,pullback_strict,atr_trailing,3,3,-4.163271521889696,0.0,0.0,-0.4680229102063215,0.04683767610554093,-1.387757173963232,0.0
XRPUSDT,pullback_strict,partial_trail,3,3,-4.163271521889696,0.0,0.0,-0.4680229102063215,0.04683767610554093,-1.387757173963232,0.0
XRPUSDT,multi_tf_trend_hold,atr_trailing,235,226,-42.46089708719942,0.5633544764831406,0.2345132743362832,-0.5875227810081357,0.5158184190941354,-0.1878800756070771,1.838874045878931
