strategy,exit_method,BTCUSDT,DOGEUSDT,ETHUSDT,SOLUSDT,XRPUSDT
breakout_confirmed,atr_trailing,-0.35156986973249654,-0.5054743210855692,-0.5195967824249476,-0.16203841473628894,-0.45899476166512515
breakout_confirmed,partial_trail,2.2939226036883493,0.025774410846408673,0.22300712371747375,1.0255428978406027,0.27517080820172357
multi_tf_trend_hold,atr_trailing,0.13228848713852226,-0.40165221538674944,-0.5584263482337813,-0.5370333531840266,-0.5875227810081357
multi_tf_trend_hold,partial_trail,2.018113788845396,1.0583528397360646,-0.5109661137805066,-0.2296628886542253,0.04435502613615306
pullback_strict,atr_trailing,-0.055489420775483994,0.08752387651624932,-0.19019444311401915,-0.29076680840372876,-0.4680229102063215
pullback_strict,partial_trail,0.006537172753024461,-0.3016919178419845,-0.05936838901037012,-0.26786511694067777,-0.4680229102063215
reacceleration_quality,atr_trailing,,-0.13701652985780088,-0.30572067325685404,-0.4994874991020634,-0.4518990954189769
reacceleration_quality,partial_trail,,-0.13701652985780088,0.23411751229693867,-0.49563530802438605,-0.44448414487524407
