symbol,best_calmar,best_strategy,best_exit,profit
BTCUSDT,2.689607496030913,breakout_confirmed,partial_trail,532.6865151335058
SOLUSDT,1.1139762567899218,breakout_confirmed,partial_trail,129.32272968257243
ETHUSDT,1.0900392905781022,breakout_confirmed,partial_trail,28.578680778063944
DOGEUSDT,1.062183700040494,multi_tf_trend_hold,partial_trail,129.59695862032322
XRPUSDT,0.25673236046576,breakout_confirmed,partial_trail,47.000490251256885
