initial_capital,final_value,total_profit,total_return_pct,total_trades,win_rate,profit_factor,calmar_ratio,max_drawdown_pct
100.0,164.72365505447252,64.72365505447252,64.72365505447252,913,0.511500547645126,1.5716726057386723,4.464602367965908,0.06354089377537059
