,BTCUSDT,ETHUSDT,XRPUSDT,DOGEUSDT,SOLUSDT
2023-01-02 10:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 11:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 12:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 13:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 14:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 15:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 16:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 17:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 18:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 19:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 20:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 21:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 22:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-02 23:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 00:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 01:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 02:00:00+00:00,20.0,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 03:00:00+00:00,19.979104747626188,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 04:00:00+00:00,19.894077393599964,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 05:00:00+00:00,19.456828455664663,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 06:00:00+00:00,19.456828455664663,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 07:00:00+00:00,19.456828455664663,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 08:00:00+00:00,19.456828455664663,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 09:00:00+00:00,19.456828455664663,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 10:00:00+00:00,19.456828455664663,20.0,20.596310840182067,20.0,19.9677057
2023-01-03 11:00:00+00:00,19.456828455664663,20.0,20.596310840182067,20.0,19.9677057
