pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,strategy_name,symbol,timeframe
0.052,28.57,2.42,0.0,-2.37,1654.3,7,rsi_reversal_151341dc,EURJPY,M1
0.2751,50.0,7.35,0.01,-6.67,1758.6,42,rsi_reversal_1e31b4c1,EURJPY,M1
0.2078,45.31,12.57,0.01,-12.11,1689.4,64,rsi_reversal_232ead6e,EURJPY,M1
0.0346,9.59,15.52,0.02,-15.52,452.1,73,rsi_reversal_2b0309c5,EURJPY,M1
0.2107,12.9,6.39,0.01,-5.99,1130.3,31,rsi_reversal_3fe9f09b,EURJPY,M1
0.3351,45.35,16.97,0.02,-16.39,2587.0,86,rsi_reversal_42c0f48a,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,EURJPY,M1
0.9645,68.42,1.81,0.0,-0.11,2122.1,19,rsi_reversal_566ca4f1,EURJPY,M1
0.007,2.82,15.64,0.02,-15.64,461.4,71,rsi_reversal_93ef9480,EURJPY,M1
0.1924,50.0,1.39,0.0,-1.23,860.0,6,rsi_reversal_9ceb6cfe,EURJPY,M1
0.2086,42.11,5.26,0.01,-5.1,3202.1,19,rsi_reversal_9fec002c,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,EURJPY,M1
0.0512,18.67,11.49,0.01,-11.48,1059.2,75,rsi_reversal_b2d696ef,EURJPY,M1
0.1261,32.5,11.58,0.01,-11.49,1959.0,40,rsi_reversal_c0995ed3,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_c6dfb46a,EURJPY,M1
inf,100.0,0.0,0.0,0.14,840.0,1,rsi_reversal_dc42794d,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_e47d038f,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ede9ff40,EURJPY,M1
0.2632,53.03,12.73,0.01,-12.11,2088.2,66,rsi_reversal_ef839ab8,EURJPY,M1
0.163,50.0,0.5,0.0,-0.42,1500.0,2,rsi_reversal_f838aad6,EURJPY,M1
0.3408,62.5,1.39,0.0,-1.27,4687.5,8,bb_bounce_10cf0c5d,EURJPY,M5
0.2439,17.39,6.96,0.01,-6.96,6013.0,23,bb_bounce_a3c33d1f,EURJPY,M5
0.0,0.0,0.21,0.0,-0.21,1650.0,2,bb_break_93eb63af,EURJPY,M5
0.1347,10.84,27.37,0.03,-27.37,4626.5,83,donchian_break_33be330b,EURJPY,M5
0.2936,34.18,21.53,0.02,-21.45,4963.3,79,donchian_break_8f9e005c,EURJPY,M5
0.0925,11.69,21.32,0.02,-21.32,1367.5,77,donchian_break_9873bf9c,EURJPY,M5
0.0468,8.0,18.9,0.02,-18.9,904.0,75,donchian_break_a79cad69,EURJPY,M5
0.2375,38.1,25.7,0.03,-25.7,5382.1,84,donchian_break_e19d6ba9,EURJPY,M5
0.1974,24.44,16.55,0.02,-16.1,6020.0,45,donchian_break_fcc6fc54,EURJPY,M5
0.3233,22.22,16.34,0.02,-16.34,5970.4,81,ema_cross_1171ea32,EURJPY,M5
0.3573,43.55,12.41,0.01,-12.4,7151.6,62,ema_cross_2449f2d6,EURJPY,M5
0.4706,37.74,7.75,0.01,-7.75,7737.7,53,ema_cross_30da9de6,EURJPY,M5
0.5289,40.54,3.44,0.0,-3.45,5116.2,37,ema_cross_53a68fa6,EURJPY,M5
0.3096,22.39,13.97,0.01,-13.97,7759.7,67,ema_cross_5cb4e2a8,EURJPY,M5
0.2577,21.58,29.06,0.03,-29.06,2715.1,139,ema_cross_99ed21ec,EURJPY,M5
0.4369,33.33,8.57,0.01,-8.57,7122.2,54,ema_cross_b9caf855,EURJPY,M5
0.3636,30.67,17.36,0.02,-16.79,8636.0,75,ema_cross_be6570c3,EURJPY,M5
0.3569,36.21,29.81,0.03,-29.34,7238.8,116,momentum_1271ced9,EURJPY,M5
0.1999,16.24,80.97,0.08,-80.97,1672.1,394,momentum_17b05b7d,EURJPY,M5
0.5641,50.0,8.07,0.01,-8.07,11584.6,52,momentum_2a70dfde,EURJPY,M5
0.4283,43.52,26.03,0.03,-25.59,9752.8,108,momentum_2e7ea40d,EURJPY,M5
0.621,52.17,9.52,0.01,-9.19,10269.6,69,momentum_611477dd,EURJPY,M5
0.0915,14.65,46.11,0.05,-46.11,1597.0,198,momentum_6294ece1,EURJPY,M5
0.5144,36.84,12.85,0.01,-12.85,14847.4,57,momentum_853a37ad,EURJPY,M5
0.1105,17.86,43.14,0.04,-42.95,1700.5,196,momentum_a68d18d4,EURJPY,M5
0.3565,31.85,29.91,0.03,-29.91,5462.2,135,momentum_cda52812,EURJPY,M5
0.305,23.61,29.77,0.03,-29.77,3608.3,144,momentum_e740330d,EURJPY,M5
0.4275,41.96,26.45,0.03,-26.0,9222.3,112,momentum_e87ffb52,EURJPY,M5
0.5029,37.41,21.5,0.02,-21.5,5799.3,139,momentum_f869c0e8,EURJPY,M5
0.4317,47.89,15.49,0.02,-15.49,9029.6,71,rsi_reversal_1361b9e1,EURJPY,M5
0.3118,33.33,1.61,0.0,-1.11,5600.0,6,rsi_reversal_151341dc,EURJPY,M5
0.7068,55.56,5.18,0.01,-4.39,8033.3,54,rsi_reversal_1e31b4c1,EURJPY,M5
0.4317,42.86,14.09,0.01,-14.09,5875.7,70,rsi_reversal_232ead6e,EURJPY,M5
0.0547,13.33,19.31,0.02,-19.31,1903.3,90,rsi_reversal_2b0309c5,EURJPY,M5
0.4259,20.0,0.97,0.0,-0.97,2940.0,10,rsi_reversal_3fe9f09b,EURJPY,M5
0.4088,37.04,21.11,0.02,-21.11,11859.3,81,rsi_reversal_42c0f48a,EURJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,EURJPY,M5
0.6838,50.0,2.59,0.0,-2.17,10300.0,18,rsi_reversal_566ca4f1,EURJPY,M5
0.0695,14.29,18.65,0.02,-18.65,1539.8,98,rsi_reversal_93ef9480,EURJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_9ceb6cfe,EURJPY,M5
0.9033,60.0,0.91,0.0,-0.15,8580.0,5,rsi_reversal_9fec002c,EURJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,EURJPY,M5
0.2379,57.14,16.98,0.02,-16.98,4932.5,77,rsi_reversal_b2d696ef,EURJPY,M5
0.5768,39.29,3.18,0.0,-3.11,4607.1,28,rsi_reversal_c0995ed3,EURJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_c6dfb46a,EURJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_dc42794d,EURJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_e47d038f,EURJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ede9ff40,EURJPY,M5
0.4862,52.05,14.19,0.01,-13.87,9484.9,73,rsi_reversal_ef839ab8,EURJPY,M5
0.1757,25.0,2.29,0.0,-1.89,8700.0,4,rsi_reversal_f838aad6,EURJPY,M5
0.0238,12.5,2.65,0.0,-2.58,855.0,8,bb_bounce_10cf0c5d,GBPJPY,M1
0.2827,29.63,5.9,0.01,-5.58,1335.6,27,bb_bounce_a3c33d1f,GBPJPY,M1
0.0,0.0,0.05,0.0,-0.05,60.0,1,bb_break_93eb63af,GBPJPY,M1
0.3897,17.72,13.94,0.01,-13.28,1477.2,79,donchian_break_33be330b,GBPJPY,M1
0.4968,38.89,10.9,0.01,-10.49,1972.5,72,donchian_break_8f9e005c,GBPJPY,M1
0.3114,27.27,13.23,0.01,-12.7,907.0,77,donchian_break_9873bf9c,GBPJPY,M1
0.043,8.74,24.91,0.02,-24.68,255.1,103,donchian_break_a79cad69,GBPJPY,M1
0.4379,46.05,12.74,0.01,-12.21,1966.6,76,donchian_break_e19d6ba9,GBPJPY,M1
0.4986,34.88,7.05,0.01,-6.64,2055.3,43,donchian_break_fcc6fc54,GBPJPY,M1
0.3701,15.79,10.41,0.01,-9.4,1694.7,57,ema_cross_1171ea32,GBPJPY,M1
0.3482,31.48,10.4,0.01,-10.07,1744.4,54,ema_cross_2449f2d6,GBPJPY,M1
0.2556,41.3,10.9,0.01,-9.97,1517.0,46,ema_cross_30da9de6,GBPJPY,M1
0.2815,30.0,7.42,0.01,-6.07,1782.0,30,ema_cross_53a68fa6,GBPJPY,M1
0.3159,16.33,11.18,0.01,-10.51,2239.6,49,ema_cross_5cb4e2a8,GBPJPY,M1
0.327,40.79,13.0,0.01,-11.99,1103.7,76,ema_cross_99ed21ec,GBPJPY,M1
0.4959,23.81,6.01,0.01,-4.89,1858.6,42,ema_cross_b9caf855,GBPJPY,M1
0.3132,15.09,10.95,0.01,-10.42,2392.1,53,ema_cross_be6570c3,GBPJPY,M1
0.4915,35.96,16.68,0.02,-14.2,2129.7,89,momentum_1271ced9,GBPJPY,M1
0.1051,10.13,81.91,0.08,-81.82,373.4,375,momentum_17b05b7d,GBPJPY,M1
0.2939,43.75,11.29,0.01,-11.01,1971.2,48,momentum_2a70dfde,GBPJPY,M1
0.2728,43.24,27.66,0.03,-27.4,1763.2,111,momentum_2e7ea40d,GBPJPY,M1
0.2654,38.81,18.01,0.02,-17.75,1984.5,67,momentum_611477dd,GBPJPY,M1
0.0514,9.38,38.86,0.04,-38.86,561.0,160,momentum_6294ece1,GBPJPY,M1
0.4359,40.62,14.1,0.01,-12.83,2343.8,64,momentum_853a37ad,GBPJPY,M1
0.198,18.56,29.04,0.03,-28.6,589.2,167,momentum_a68d18d4,GBPJPY,M1
0.3721,26.85,20.71,0.02,-20.33,1537.8,108,momentum_cda52812,GBPJPY,M1
0.3705,22.9,21.62,0.02,-20.97,1012.2,131,momentum_e740330d,GBPJPY,M1
0.2607,41.38,28.85,0.03,-28.58,1653.1,116,momentum_e87ffb52,GBPJPY,M1
0.2245,30.28,32.37,0.03,-31.99,1035.6,142,momentum_f869c0e8,GBPJPY,M1
0.2214,43.66,18.44,0.02,-18.44,1465.4,71,rsi_reversal_1361b9e1,GBPJPY,M1
0.3073,57.14,1.13,0.0,-0.98,1208.6,7,rsi_reversal_151341dc,GBPJPY,M1
0.1733,34.15,11.15,0.01,-11.15,1077.1,41,rsi_reversal_1e31b4c1,GBPJPY,M1
0.1934,33.82,17.89,0.02,-17.71,1315.6,68,rsi_reversal_232ead6e,GBPJPY,M1
0.0249,4.76,20.02,0.02,-20.02,320.7,84,rsi_reversal_2b0309c5,GBPJPY,M1
0.0,0.0,6.32,0.01,-6.32,736.2,26,rsi_reversal_3fe9f09b,GBPJPY,M1
0.3587,44.94,19.09,0.02,-18.45,2073.7,89,rsi_reversal_42c0f48a,GBPJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,GBPJPY,M1
0.3546,42.11,4.55,0.0,-4.29,1989.5,19,rsi_reversal_566ca4f1,GBPJPY,M1
0.0396,10.61,16.21,0.02,-16.21,422.7,66,rsi_reversal_93ef9480,GBPJPY,M1
0.0597,25.0,2.96,0.0,-2.86,1260.0,8,rsi_reversal_9ceb6cfe,GBPJPY,M1
0.3697,50.0,2.72,0.0,-1.84,2382.0,10,rsi_reversal_9fec002c,GBPJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,GBPJPY,M1
0.039,25.33,20.31,0.02,-20.28,952.8,75,rsi_reversal_b2d696ef,GBPJPY,M1
0.2281,35.56,10.29,0.01,-10.1,1381.3,45,rsi_reversal_c0995ed3,GBPJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_c6dfb46a,GBPJPY,M1
0.0,0.0,0.5,0.0,-0.5,1080.0,1,rsi_reversal_dc42794d,GBPJPY,M1
0.0,0.0,0.3,0.0,-0.3,600.0,1,rsi_reversal_e47d038f,GBPJPY,M1
0.0,0.0,0.47,0.0,-0.47,1020.0,1,rsi_reversal_ede9ff40,GBPJPY,M1
0.2667,47.22,16.56,0.02,-16.56,1560.8,72,rsi_reversal_ef839ab8,GBPJPY,M1
0.1588,33.33,0.98,0.0,-0.98,1820.0,3,rsi_reversal_f838aad6,GBPJPY,M1
0.5288,72.73,1.92,0.0,-0.93,4390.9,11,bb_bounce_10cf0c5d,GBPJPY,M5
1.1475,33.33,2.76,0.0,0.52,5114.3,21,bb_bounce_a3c33d1f,GBPJPY,M5
0.4006,50.0,0.64,0.0,-0.39,1050.0,2,bb_break_93eb63af,GBPJPY,M5
0.2183,22.45,28.55,0.03,-28.41,4068.4,98,donchian_break_33be330b,GBPJPY,M5
0.2671,37.0,29.52,0.03,-29.13,4839.0,100,donchian_break_8f9e005c,GBPJPY,M5
0.218,23.88,12.78,0.01,-12.78,1146.3,67,donchian_break_9873bf9c,GBPJPY,M5
0.0879,15.12,18.68,0.02,-18.68,917.4,86,donchian_break_a79cad69,GBPJPY,M5
0.3468,53.19,21.33,0.02,-20.42,5170.2,94,donchian_break_e19d6ba9,GBPJPY,M5
0.4807,45.28,11.03,0.01,-9.69,5405.7,53,donchian_break_fcc6fc54,GBPJPY,M5
0.2814,20.83,14.47,0.01,-14.47,5058.3,72,ema_cross_1171ea32,GBPJPY,M5
0.2307,31.25,16.93,0.02,-16.93,5803.1,64,ema_cross_2449f2d6,GBPJPY,M5
0.3405,23.4,9.64,0.01,-8.66,6038.3,47,ema_cross_30da9de6,GBPJPY,M5
0.3799,51.85,6.35,0.01,-5.41,6288.9,27,ema_cross_53a68fa6,GBPJPY,M5
0.2909,26.56,14.16,0.01,-14.16,6862.5,64,ema_cross_5cb4e2a8,GBPJPY,M5
0.0922,9.82,29.95,0.03,-29.95,1858.9,112,ema_cross_99ed21ec,GBPJPY,M5
0.3517,29.17,9.5,0.01,-8.52,5943.8,48,ema_cross_b9caf855,GBPJPY,M5
0.2386,17.91,18.45,0.02,-17.31,6855.2,67,ema_cross_be6570c3,GBPJPY,M5
0.5039,48.2,25.03,0.03,-23.94,5728.1,139,momentum_1271ced9,GBPJPY,M5
0.1656,16.14,95.92,0.1,-95.64,1437.8,415,momentum_17b05b7d,GBPJPY,M5
0.5087,47.17,13.73,0.01,-12.23,9084.9,53,momentum_2a70dfde,GBPJPY,M5
0.5125,45.28,27.3,0.03,-24.46,9917.0,106,momentum_2e7ea40d,GBPJPY,M5
0.5549,46.48,17.83,0.02,-14.83,9798.6,71,momentum_611477dd,GBPJPY,M5
0.1062,15.35,51.95,0.05,-51.93,1216.7,215,momentum_6294ece1,GBPJPY,M5
0.3481,25.86,23.97,0.02,-23.97,15527.6,58,momentum_853a37ad,GBPJPY,M5
0.1425,15.96,44.33,0.04,-44.33,1464.8,213,momentum_a68d18d4,GBPJPY,M5
0.4649,39.51,28.38,0.03,-28.1,3848.1,162,momentum_cda52812,GBPJPY,M5
0.3226,26.82,39.18,0.04,-38.18,2597.8,179,momentum_e740330d,GBPJPY,M5
0.4388,40.35,34.18,0.03,-31.34,8892.1,114,momentum_e87ffb52,GBPJPY,M5
0.3839,27.01,34.43,0.03,-34.44,5954.0,137,momentum_f869c0e8,GBPJPY,M5
0.7113,55.88,10.33,0.01,-7.15,9088.2,68,rsi_reversal_1361b9e1,GBPJPY,M5
0.4949,33.33,1.15,0.0,-0.79,4200.0,6,rsi_reversal_151341dc,GBPJPY,M5
0.7243,52.17,6.78,0.01,-4.09,6873.9,46,rsi_reversal_1e31b4c1,GBPJPY,M5
0.5955,46.58,12.28,0.01,-10.81,6591.8,73,rsi_reversal_232ead6e,GBPJPY,M5
0.1572,30.77,11.28,0.01,-11.14,2183.1,65,rsi_reversal_2b0309c5,GBPJPY,M5
0.2784,22.5,7.23,0.01,-6.95,1642.5,40,rsi_reversal_3fe9f09b,GBPJPY,M5
0.7973,50.53,14.19,0.01,-7.72,11027.4,95,rsi_reversal_42c0f48a,GBPJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,GBPJPY,M5
1.0768,57.14,2.61,0.0,0.41,12578.6,14,rsi_reversal_566ca4f1,GBPJPY,M5
0.2621,21.54,9.21,0.01,-9.05,2266.2,65,rsi_reversal_93ef9480,GBPJPY,M5
0.2834,22.22,2.45,0.0,-2.39,4433.3,9,rsi_reversal_9ceb6cfe,GBPJPY,M5
0.3481,35.71,6.03,0.01,-5.36,9321.4,14,rsi_reversal_9fec002c,GBPJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,GBPJPY,M5
0.5564,69.33,9.56,0.01,-8.23,5420.0,75,rsi_reversal_b2d696ef,GBPJPY,M5
0.3316,22.22,13.54,0.01,-13.54,2895.2,63,rsi_reversal_c0995ed3,GBPJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_c6dfb46a,GBPJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_dc42794d,GBPJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_e47d038f,GBPJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ede9ff40,GBPJPY,M5
0.6531,55.22,10.29,0.01,-8.99,9689.6,67,rsi_reversal_ef839ab8,GBPJPY,M5
0.225,33.33,1.5,0.0,-1.16,6300.0,3,rsi_reversal_f838aad6,GBPJPY,M5
0.0,0.0,1.0,0.0,-1.0,1002.9,7,bb_bounce_10cf0c5d,USDJPY,M1
0.204,36.36,5.37,0.01,-5.37,2070.0,22,bb_bounce_a3c33d1f,USDJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,bb_break_93eb63af,USDJPY,M1
0.396,17.46,10.4,0.01,-10.04,2541.0,63,donchian_break_33be330b,USDJPY,M1
0.5204,35.0,8.31,0.01,-7.6,2920.0,60,donchian_break_8f9e005c,USDJPY,M1
0.3214,26.79,9.86,0.01,-9.86,1939.3,56,donchian_break_9873bf9c,USDJPY,M1
0.0042,3.75,17.12,0.02,-17.12,310.5,80,donchian_break_a79cad69,USDJPY,M1
0.3779,34.92,11.65,0.01,-11.18,2552.4,63,donchian_break_e19d6ba9,USDJPY,M1
0.5948,34.21,6.25,0.01,-4.17,2821.6,38,donchian_break_fcc6fc54,USDJPY,M1
0.3675,17.31,11.95,0.01,-9.78,2565.0,52,ema_cross_1171ea32,USDJPY,M1
0.234,18.6,9.5,0.01,-9.24,3333.5,43,ema_cross_2449f2d6,USDJPY,M1
0.1562,48.72,8.47,0.01,-7.97,2198.5,39,ema_cross_30da9de6,USDJPY,M1
0.2792,25.0,5.5,0.01,-4.78,3387.5,24,ema_cross_53a68fa6,USDJPY,M1
0.5168,22.73,9.53,0.01,-6.06,3471.8,44,ema_cross_5cb4e2a8,USDJPY,M1
0.216,51.61,9.56,0.01,-9.27,1848.4,62,ema_cross_99ed21ec,USDJPY,M1
0.2173,13.64,11.4,0.01,-10.6,2781.8,44,ema_cross_b9caf855,USDJPY,M1
0.4336,21.15,10.77,0.01,-8.58,2998.8,52,ema_cross_be6570c3,USDJPY,M1
0.3461,25.35,14.87,0.01,-14.77,3022.0,71,momentum_1271ced9,USDJPY,M1
0.0683,8.57,74.0,0.07,-74.0,430.3,350,momentum_17b05b7d,USDJPY,M1
0.2205,51.11,8.06,0.01,-8.06,2274.7,45,momentum_2a70dfde,USDJPY,M1
0.1774,44.0,21.71,0.02,-21.71,2071.2,100,momentum_2e7ea40d,USDJPY,M1
0.2412,50.0,10.43,0.01,-10.43,2472.4,58,momentum_611477dd,USDJPY,M1
0.0987,12.28,23.93,0.02,-23.93,986.8,114,momentum_6294ece1,USDJPY,M1
0.3683,43.14,8.88,0.01,-8.88,3010.6,51,momentum_853a37ad,USDJPY,M1
0.1457,15.89,30.68,0.03,-30.67,1000.1,151,momentum_a68d18d4,USDJPY,M1
0.3322,21.95,15.95,0.02,-15.84,2435.9,82,momentum_cda52812,USDJPY,M1
0.2016,13.89,22.37,0.02,-22.37,1482.8,108,momentum_e740330d,USDJPY,M1
0.1609,40.74,24.57,0.02,-24.57,1881.1,108,momentum_e87ffb52,USDJPY,M1
0.1239,28.68,31.05,0.03,-31.05,1180.6,136,momentum_f869c0e8,USDJPY,M1
0.1243,41.43,16.71,0.02,-16.67,1745.1,70,rsi_reversal_1361b9e1,USDJPY,M1
0.0369,22.22,3.34,0.0,-3.34,1593.3,9,rsi_reversal_151341dc,USDJPY,M1
0.1273,39.58,10.31,0.01,-10.27,1285.0,48,rsi_reversal_1e31b4c1,USDJPY,M1
0.1245,40.3,14.38,0.01,-14.38,1352.2,67,rsi_reversal_232ead6e,USDJPY,M1
0.0273,6.33,18.33,0.02,-18.33,502.8,79,rsi_reversal_2b0309c5,USDJPY,M1
0.1126,7.14,7.85,0.01,-7.6,1285.7,28,rsi_reversal_3fe9f09b,USDJPY,M1
0.2128,42.22,19.87,0.02,-19.69,2100.0,90,rsi_reversal_42c0f48a,USDJPY,M1
0.0,0.0,0.74,0.0,-0.74,510.0,2,rsi_reversal_4d796c6b,USDJPY,M1
0.1745,40.0,3.74,0.0,-3.65,2112.0,15,rsi_reversal_566ca4f1,USDJPY,M1
0.0659,13.89,15.35,0.02,-15.35,518.3,72,rsi_reversal_93ef9480,USDJPY,M1
0.0086,14.29,3.0,0.0,-3.0,960.0,7,rsi_reversal_9ceb6cfe,USDJPY,M1
0.071,25.0,6.17,0.01,-5.73,2610.0,16,rsi_reversal_9fec002c,USDJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,USDJPY,M1
0.0117,10.26,14.23,0.01,-14.23,896.9,78,rsi_reversal_b2d696ef,USDJPY,M1
0.0804,32.43,10.77,0.01,-10.57,1399.5,37,rsi_reversal_c0995ed3,USDJPY,M1
0.0,0.0,0.52,0.0,-0.52,600.0,1,rsi_reversal_c6dfb46a,USDJPY,M1
0.0,0.0,1.62,0.0,-1.62,940.0,3,rsi_reversal_dc42794d,USDJPY,M1
0.0,0.0,1.0,0.0,-1.0,300.0,3,rsi_reversal_e47d038f,USDJPY,M1
0.0,0.0,0.52,0.0,-0.52,600.0,1,rsi_reversal_ede9ff40,USDJPY,M1
0.1374,42.86,16.25,0.02,-16.22,1898.6,70,rsi_reversal_ef839ab8,USDJPY,M1
0.0,0.0,1.85,0.0,-1.85,720.0,4,rsi_reversal_f838aad6,USDJPY,M1
0.0949,25.0,1.01,0.0,-1.01,3562.5,8,bb_bounce_10cf0c5d,USDJPY,M5
0.3673,33.33,4.65,0.0,-4.65,8837.5,24,bb_bounce_a3c33d1f,USDJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,bb_break_93eb63af,USDJPY,M5
0.2226,12.99,17.64,0.02,-17.64,6942.9,77,donchian_break_33be330b,USDJPY,M5
0.3107,30.77,18.94,0.02,-18.94,7265.4,78,donchian_break_8f9e005c,USDJPY,M5
0.1432,15.0,19.41,0.02,-19.41,3060.0,80,donchian_break_9873bf9c,USDJPY,M5
0.0604,13.33,17.38,0.02,-17.38,1184.0,75,donchian_break_a79cad69,USDJPY,M5
0.2895,36.25,20.63,0.02,-20.63,8190.0,80,donchian_break_e19d6ba9,USDJPY,M5
0.4031,33.33,8.66,0.01,-8.66,9328.6,42,donchian_break_fcc6fc54,USDJPY,M5
0.1764,10.14,18.38,0.02,-18.38,8439.1,69,ema_cross_1171ea32,USDJPY,M5
0.3077,30.0,10.32,0.01,-10.32,10092.0,50,ema_cross_2449f2d6,USDJPY,M5
0.2239,34.09,10.94,0.01,-10.94,9388.6,44,ema_cross_30da9de6,USDJPY,M5
0.2095,21.88,7.72,0.01,-7.72,8446.9,32,ema_cross_53a68fa6,USDJPY,M5
0.2919,17.54,12.29,0.01,-12.29,11778.9,57,ema_cross_5cb4e2a8,USDJPY,M5
0.1809,21.0,23.23,0.02,-23.23,3900.0,100,ema_cross_99ed21ec,USDJPY,M5
0.2293,16.28,10.97,0.01,-10.97,11469.8,43,ema_cross_b9caf855,USDJPY,M5
0.3379,17.24,11.39,0.01,-11.39,11736.2,58,ema_cross_be6570c3,USDJPY,M5
0.3614,31.68,23.58,0.02,-23.17,9742.6,101,momentum_1271ced9,USDJPY,M5
0.0903,9.33,89.98,0.09,-89.96,1738.6,386,momentum_17b05b7d,USDJPY,M5
0.5503,55.32,5.97,0.01,-5.97,10659.6,47,momentum_2a70dfde,USDJPY,M5
0.4149,48.08,20.23,0.02,-20.17,9799.0,104,momentum_2e7ea40d,USDJPY,M5
0.3827,44.12,15.41,0.02,-15.04,9820.6,68,momentum_611477dd,USDJPY,M5
