pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,strategy_name,symbol,timeframe
0.026,8.42,46.26,0.05,-46.26,2046.3,190,momentum_6294ece1,USDJPY,M5
0.5694,42.11,10.18,0.01,-8.95,14647.4,57,momentum_853a37ad,USDJPY,M5
0.0689,10.9,49.57,0.05,-49.44,2114.2,211,momentum_a68d18d4,USDJPY,M5
0.3232,25.98,27.57,0.03,-27.57,6916.5,127,momentum_cda52812,USDJPY,M5
0.248,18.06,34.3,0.03,-34.3,4296.8,155,momentum_e740330d,USDJPY,M5
0.4088,46.23,20.43,0.02,-20.37,9537.7,106,momentum_e87ffb52,USDJPY,M5
0.313,30.77,31.43,0.03,-30.73,5756.6,143,momentum_f869c0e8,USDJPY,M5
0.3075,45.9,14.38,0.01,-14.38,9885.2,61,rsi_reversal_1361b9e1,USDJPY,M5
0.2575,33.33,1.66,0.0,-1.41,7400.0,6,rsi_reversal_151341dc,USDJPY,M5
0.2871,42.5,9.52,0.01,-9.29,7192.5,40,rsi_reversal_1e31b4c1,USDJPY,M5
0.3094,40.62,15.08,0.02,-14.54,7598.4,64,rsi_reversal_232ead6e,USDJPY,M5
0.0627,8.24,16.31,0.02,-16.31,2428.2,85,rsi_reversal_2b0309c5,USDJPY,M5
0.0867,5.56,4.01,0.0,-4.01,3983.3,18,rsi_reversal_3fe9f09b,USDJPY,M5
0.3229,36.71,20.51,0.02,-20.51,11665.8,79,rsi_reversal_42c0f48a,USDJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_4d796c6b,USDJPY,M5
0.48,44.44,3.38,0.0,-3.34,13316.7,18,rsi_reversal_566ca4f1,USDJPY,M5
0.0688,12.86,13.98,0.01,-13.98,1851.4,70,rsi_reversal_93ef9480,USDJPY,M5
0.3475,50.0,0.6,0.0,-0.6,7575.0,4,rsi_reversal_9ceb6cfe,USDJPY,M5
0.9883,66.67,0.71,0.0,-0.02,16450.0,6,rsi_reversal_9fec002c,USDJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a845f8f7,USDJPY,M5
0.1516,53.25,16.54,0.02,-16.2,5026.0,77,rsi_reversal_b2d696ef,USDJPY,M5
0.4537,44.44,5.45,0.01,-5.06,6158.3,36,rsi_reversal_c0995ed3,USDJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_c6dfb46a,USDJPY,M5
0.0,0.0,0.48,0.0,-0.48,4800.0,1,rsi_reversal_dc42794d,USDJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_e47d038f,USDJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_ede9ff40,USDJPY,M5
0.3015,44.26,15.26,0.02,-15.26,10116.4,61,rsi_reversal_ef839ab8,USDJPY,M5
0.5206,50.0,0.65,0.0,-0.56,6375.0,4,rsi_reversal_f838aad6,USDJPY,M5
