pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,strategy_name,symbol,timeframe
0.4212,18.97,9.17,0.01,-8.95,12077.6,58,ema_cross_ef9924e5,USDJPY,M5
0.1881,30.0,28.06,0.03,-28.06,3782.5,120,ema_cross_f0deb4f0,USDJPY,M5
0.212,35.53,32.72,0.03,-32.72,3517.1,152,ema_cross_fea5572c,USDJPY,M5
0.3577,28.07,24.05,0.02,-23.63,6957.9,114,momentum_0b77e21d,USDJPY,M5
0.2308,34.21,33.85,0.03,-33.68,4450.7,152,momentum_3967e139,USDJPY,M5
0.2471,28.79,14.81,0.01,-14.81,5090.9,66,momentum_44a50e6c,USDJPY,M5
0.2386,27.16,19.48,0.02,-19.48,4618.5,81,momentum_490863a0,USDJPY,M5
0.1188,15.69,26.58,0.03,-26.58,3094.1,102,momentum_5100332c,USDJPY,M5
0.1782,15.69,20.2,0.02,-20.2,2491.2,102,momentum_6a62b07c,USDJPY,M5
0.2616,30.16,13.85,0.01,-13.85,5481.0,63,momentum_7279aa16,USDJPY,M5
0.2752,31.58,12.09,0.01,-12.08,5778.9,57,momentum_d74757dc,USDJPY,M5
0.3654,45.76,13.0,0.01,-13.0,10016.9,59,momentum_dc40cb70,USDJPY,M5
0.1285,16.08,52.37,0.05,-52.37,2994.1,255,rsi_reversal_1267fc98,USDJPY,M5
0.0,0.0,2.22,0.0,-2.23,1466.7,9,rsi_reversal_2673622a,USDJPY,M5
0.3755,51.38,21.02,0.02,-20.91,9811.9,109,rsi_reversal_3cc77779,USDJPY,M5
0.1709,26.09,6.23,0.01,-6.14,4095.7,23,rsi_reversal_5999e02d,USDJPY,M5
0.275,32.0,5.21,0.01,-5.21,5772.0,25,rsi_reversal_76543b15,USDJPY,M5
0.2974,46.34,10.26,0.01,-10.02,9673.2,41,rsi_reversal_7a08475b,USDJPY,M5
0.3075,45.9,14.38,0.01,-14.38,9885.2,61,rsi_reversal_8c7c3c1f,USDJPY,M5
0.0,0.0,0.0,0.0,0.0,0.0,0,rsi_reversal_a73f69c6,USDJPY,M5
0.1839,46.13,61.01,0.06,-60.99,4816.9,284,rsi_reversal_da6a2ac4,USDJPY,M5
inf,100.0,0.0,0.0,0.15,17400.0,1,rsi_reversal_ea79811e,USDJPY,M5
inf,100.0,0.0,0.0,0.15,17400.0,1,rsi_reversal_f39ae529,USDJPY,M5
0.5056,46.67,4.28,0.0,-3.73,6220.0,30,rsi_reversal_f8f5d99f,USDJPY,M5
0.3918,52.22,17.51,0.02,-17.1,9693.3,90,rsi_trend_08bc1cb9,USDJPY,M5
0.3585,46.53,21.84,0.02,-21.43,8498.0,101,rsi_trend_0a63e580,USDJPY,M5
0.3488,47.89,15.31,0.02,-14.82,7318.3,71,rsi_trend_4e8ecd2c,USDJPY,M5
0.3353,47.57,22.51,0.02,-22.13,8102.9,103,rsi_trend_5d31b21a,USDJPY,M5
0.3629,45.28,22.63,0.02,-22.63,8453.8,106,rsi_trend_65d1a53d,USDJPY,M5
0.2735,29.47,19.47,0.02,-19.24,4376.8,95,rsi_trend_8cdd4186,USDJPY,M5
0.3887,50.0,21.22,0.02,-20.15,7617.3,110,rsi_trend_d066d7d9,USDJPY,M5
