pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,strategy_name,symbol,timeframe
0.3295,60.0,0.7,0.0,-0.47,792.0,5,atr_break_03eb6e56,EURJPY,M1
0.25,20.0,0.94,0.0,-0.71,528.0,5,atr_break_099abdaa,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_1012e23e,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_11cf9e97,EURJPY,M1
0.2283,28.57,1.13,0.0,-0.97,514.3,7,atr_break_24debf0c,EURJPY,M1
0.2568,40.0,0.79,0.0,-0.63,540.0,5,atr_break_25edf9f8,EURJPY,M1
0.0,0.0,0.32,0.0,-0.32,240.0,1,atr_break_37d1a5d9,EURJPY,M1
0.4127,50.0,0.71,0.0,-0.42,930.0,4,atr_break_44860bf3,EURJPY,M1
0.0365,14.29,1.45,0.0,-1.45,257.1,7,atr_break_54c39130,EURJPY,M1
0.1543,42.42,6.49,0.01,-6.33,1474.5,33,atr_break_58f17623,EURJPY,M1
0.298,40.0,0.92,0.0,-0.68,588.0,5,atr_break_5f9f539b,EURJPY,M1
0.2048,32.26,12.43,0.01,-12.13,1034.5,62,atr_break_6feac02f,EURJPY,M1
0.2627,40.0,0.78,0.0,-0.61,528.0,5,atr_break_7618bbad,EURJPY,M1
0.4184,40.0,0.69,0.0,-0.4,732.0,5,atr_break_86b5984e,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_909b7334,EURJPY,M1
0.0492,20.0,0.85,0.0,-0.81,468.0,5,atr_break_a6d9bec7,EURJPY,M1
0.3712,50.0,0.7,0.0,-0.44,855.0,4,atr_break_b852fa57,EURJPY,M1
0.0,0.0,1.35,0.0,-1.35,900.0,4,atr_break_c13ae43b,EURJPY,M1
0.2227,20.0,1.06,0.0,-0.82,1392.0,5,atr_break_c63a8dd6,EURJPY,M1
0.0775,15.74,26.04,0.03,-26.04,767.2,108,atr_break_cfada9b5,EURJPY,M1
0.3706,60.0,0.62,0.0,-0.39,1344.0,5,atr_break_db63f810,EURJPY,M1
0.0997,40.0,0.92,0.0,-0.88,1188.0,5,atr_break_dee01a84,EURJPY,M1
0.0566,23.81,33.9,0.03,-33.78,957.6,147,atr_break_e8bb7877,EURJPY,M1
0.0629,16.67,1.91,0.0,-1.79,1310.0,6,atr_break_fe208db7,EURJPY,M1
0.0,0.0,0.0,0.0,0.0,0.0,0,atr_break_ff31c92a,EURJPY,M1
0.0234,12.81,946.04,0.95,-946.04,340.7,4253,bb_bounce_030b3388,EURJPY,M1
0.0929,11.94,184.18,0.18,-184.18,681.7,871,bb_break_98255d65,EURJPY,M1
0.0436,11.06,443.85,0.44,-443.85,418.5,2016,bb_break_a0b21785,EURJPY,M1
0.2456,60.3,292.49,0.29,-292.49,2927.9,1335,ema_cross_150b9278,EURJPY,M1
0.47,39.47,207.81,0.21,-207.81,6003.1,940,ema_cross_48c947d4,EURJPY,M1
0.3885,51.38,262.37,0.26,-262.37,4138.7,1232,ema_cross_5090c08b,EURJPY,M1
0.279,22.14,255.45,0.26,-255.45,3506.3,1066,ema_cross_68e27e38,EURJPY,M1
0.1635,14.79,430.03,0.43,-429.7,1141.8,1961,ema_cross_7466a2e2,EURJPY,M1
0.3021,60.43,312.01,0.31,-311.35,3610.0,1433,ema_cross_7dca4e13,EURJPY,M1
