window,is_start,is_end,oos_start,oos_end,params,is_num_trades,is_win_rate,is_pf,is_sharpe,oos_num_trades,oos_win_rate,oos_pf,oos_sharpe
1,2022-01-01,2023-01-01,2023-01-01,2023-04-01,"{""ema_fast"": 30, ""ema_slow"": 50, ""tp_mult"": 2.0}",129,0.4574,0.8144,-1.0653,19,0.3158,0.3257,-4.7943
2,2022-04-01,2023-04-01,2023-04-01,2023-07-01,"{""ema_fast"": 30, ""ema_slow"": 50, ""tp_mult"": 2.5}",108,0.3611,0.6714,-1.9516,29,0.4138,0.619,-2.432
3,2022-07-01,2023-07-01,2023-07-01,2023-10-01,"{""ema_fast"": 30, ""ema_slow"": 40, ""tp_mult"": 2.5}",122,0.377,0.6354,-2.3269,36,0.3889,0.6164,-2.6288
4,2022-10-01,2023-10-01,2023-10-01,2024-01-01,"{""ema_fast"": 30, ""ema_slow"": 40, ""tp_mult"": 2.5}",123,0.374,0.5478,-3.0373,24,0.2083,0.1127,-10.8825
5,2023-01-01,2024-01-01,2024-01-01,2024-04-01,"{""ema_fast"": 10, ""ema_slow"": 40, ""tp_mult"": 2.5}",196,0.3469,0.5363,-3.845,49,0.2857,0.4697,-4.8192
6,2023-04-01,2024-04-01,2024-04-01,2024-07-01,"{""ema_fast"": 10, ""ema_slow"": 40, ""tp_mult"": 2.0}",199,0.407,0.5239,-3.9078,50,0.4,0.5207,-4.2908
7,2023-07-01,2024-07-01,2024-07-01,2024-10-01,"{""ema_fast"": 10, ""ema_slow"": 60, ""tp_mult"": 2.5}",163,0.3497,0.5112,-3.6894,33,0.4848,1.0936,0.574
8,2023-10-01,2024-10-01,2024-10-01,2025-01-01,"{""ema_fast"": 10, ""ema_slow"": 60, ""tp_mult"": 2.5}",150,0.3733,0.5798,-2.7054,25,0.36,0.5264,-3.0505
