entry_time,exit_time,side,entry_price,exit_price,pnl
2017-01-27T21:00:00,2017-01-28T00:00:00,long,923.06,917.2951,-92.3601
2017-01-30T21:00:00,2017-01-31T09:00:00,long,921.37,917.6922,-69.2114
2017-01-31T13:00:00,2017-01-31T22:00:00,long,934.35,950.3446,138.6507
2017-02-01T04:00:00,2017-02-03T11:00:00,long,963.6,997.9975,325.685
2017-02-04T23:00:00,2017-02-05T00:00:00,long,1039.08,1028.5844,-134.8193
2017-02-07T10:00:00,2017-02-08T13:00:00,long,1035.03,1049.6359,112.7664
2017-02-09T10:00:00,2017-02-09T11:00:00,long,1071.54,1060.1359,-140.0928
2017-02-13T14:00:00,2017-02-13T14:00:00,short,983.33,991.7965,-117.8639
2017-02-16T08:00:00,2017-02-16T08:00:00,long,1026.39,1019.7137,-95.1649
2017-02-16T21:00:00,2017-02-17T02:00:00,long,1034.5,1026.9374,-102.2489
2017-02-17T15:00:00,2017-02-17T16:00:00,long,1045.49,1036.606,-112.8414
2017-02-17T19:00:00,2017-02-19T17:00:00,long,1053.0,1042.9424,-121.7658
2017-02-21T05:00:00,2017-02-22T13:00:00,long,1084.0,1100.7771,119.4416
2017-02-22T21:00:00,2017-02-24T12:00:00,long,1131.21,1185.7324,438.1815
2017-02-27T06:00:00,2017-02-27T10:00:00,long,1188.5,1174.1883,-152.4661
2017-02-27T22:00:00,2017-02-28T08:00:00,long,1193.98,1180.0426,-146.4949
2017-03-01T19:00:00,2017-03-02T23:00:00,long,1221.01,1254.7386,242.1187
2017-03-03T15:00:00,2017-03-03T18:00:00,long,1285.0,1269.3271,-153.174
2017-03-06T14:00:00,2017-03-07T09:00:00,long,1278.67,1267.0497,-119.9969
2017-03-08T12:00:00,2017-03-08T13:00:00,short,1173.16,1200.2477,-256.496
2017-03-09T05:00:00,2017-03-09T12:00:00,short,1149.34,1176.7082,-256.7151
2017-03-17T01:00:00,2017-03-17T02:00:00,short,1155.3,1176.2544,-196.9419
