window,is_start,is_end,oos_start,oos_end,params,is_num_trades,is_win_rate,is_pf,is_sharpe,oos_num_trades,oos_win_rate,oos_pf,oos_sharpe
1,2022-01-01,2023-01-01,2023-01-01,2023-04-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",91,0.2747,0.8634,-0.3649,13,0.4615,2.7222,2.5055
2,2022-04-01,2023-04-01,2023-04-01,2023-07-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 5.0}",88,0.3182,1.1154,0.467,17,0.2353,0.9088,-0.1457
3,2022-07-01,2023-07-01,2023-07-01,2023-10-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 3.0}",98,0.3163,1.233,0.7702,20,0.15,0.4706,-2.2613
4,2022-10-01,2023-10-01,2023-10-01,2024-01-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 3, ""trail_mult"": 3.0}",97,0.3093,1.3569,1.139,20,0.15,0.4819,-2.4019
5,2023-01-01,2024-01-01,2024-01-01,2024-04-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 4.0}",80,0.25,1.2824,0.8019,20,0.35,1.3198,1.0486
6,2023-04-01,2024-04-01,2024-04-01,2024-07-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 4.0}",89,0.2697,1.1565,0.5188,19,0.2105,0.8506,-0.4205
7,2023-07-01,2024-07-01,2024-07-01,2024-10-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 4.0}",90,0.2889,1.0932,0.3959,16,0.1875,1.2026,0.5417
8,2023-10-01,2024-10-01,2024-10-01,2025-01-01,"{""entry_lookback"": 40, ""higher_tf_slope_lookback"": 5, ""trail_mult"": 4.0}",90,0.3,1.1563,0.5999,29,0.1724,0.8454,-0.3049
